stock_code,forecast_origin,target_month,lag_1,lag_2,lag_3,rolling_mean_3,rolling_mean_6,rolling_median_6,rolling_std_3,rolling_max_6,nonzero_months_6,months_since_last_sale,product_age_months,invoice_count_lag_1,avg_unit_price_lag_1,target_month_of_year,target_quarter,y,is_active
22781,2010-11,2010-12,172,74,0,82.000000,41.000000,0.000000,70.446197,172,2,1,2,54,7.633605,12,4,41,True
22781,2010-12,2011-01,41,172,74,95.666667,47.833333,20.500000,55.631726,172,3,1,3,21,8.580488,1,1,47,True
22781,2011-01,2011-02,47,41,172,86.666667,55.666667,44.000000,60.389477,172,4,1,4,13,7.695319,2,1,31,True
22781,2011-02,2011-03,31,47,41,39.666667,60.833333,44.000000,6.599663,172,5,1,5,16,8.357419,3,1,55,True
22781,2011-03,2011-04,55,31,47,44.333333,70.000000,51.000000,9.977753,172,6,1,6,18,7.921818,4,2,61,True
22781,2011-04,2011-05,61,55,31,49.000000,67.833333,51.000000,12.961481,172,6,1,7,15,7.118852,5,2,28,True
22781,2011-05,2011-06,28,61,55,48.000000,43.833333,44.000000,14.352700,61,6,1,8,13,9.216429,6,2,102,True
22781,2011-06,2011-07,102,28,61,63.666667,54.000000,51.000000,30.269163,102,6,1,9,23,7.399510,7,3,44,True
22781,2011-07,2011-08,44,102,28,58.000000,53.500000,49.500000,31.790984,102,6,1,10,12,7.325227,8,3,37,True
22781,2011-08,2011-09,37,44,102,61.000000,54.500000,49.500000,29.131884,102,6,1,11,14,8.345946,9,3,52,True
22781,2011-09,2011-10,52,37,44,44.333333,54.000000,48.000000,6.128259,102,6,1,12,22,9.129231,10,4,45,True
22781,2011-10,2011-11,45,52,37,44.666667,51.333333,44.500000,6.128259,102,6,1,13,20,9.034444,11,4,62,True
22782,2010-10,2010-11,2,0,0,0.666667,0.333333,0.000000,0.942809,2,1,1,1,2,24.950000,11,4,11,True
22782,2010-11,2010-12,11,2,0,4.333333,2.166667,0.000000,4.784233,11,2,1,2,8,23.859091,12,4,68,True
22782,2010-12,2011-01,68,11,2,27.000000,13.500000,1.000000,29.223278,68,3,1,3,11,9.950000,1,1,78,True
22782,2011-01,2011-02,78,68,11,52.333333,26.500000,6.500000,29.510827,78,4,1,4,20,11.296154,2,1,40,True
22782,2011-02,2011-03,40,78,68,62.000000,33.166667,25.500000,16.083117,78,5,1,5,2,12.350000,3,1,3,True
22782,2011-03,2011-04,3,40,78,40.333333,33.666667,25.500000,30.619529,78,6,1,6,3,24.950000,4,2,5,True
22782,2011-04,2011-05,5,3,40,16.000000,34.166667,25.500000,16.990193,78,6,1,7,4,24.950000,5,2,2,True
22782,2011-05,2011-06,2,5,3,3.333333,32.666667,22.500000,1.247219,78,6,1,8,2,24.950000,6,2,13,True
22782,2011-06,2011-07,13,2,5,6.666667,23.500000,9.000000,4.642796,78,6,1,9,8,24.026923,7,3,9,True
22782,2011-07,2011-08,9,13,2,8.000000,12.000000,7.000000,4.546061,40,6,1,10,5,23.616667,8,3,2,True
22782,2011-08,2011-09,2,9,13,8.000000,5.666667,4.000000,4.546061,13,6,1,11,2,24.950000,9,3,4,True
22782,2011-09,2011-10,4,2,9,5.000000,5.833333,4.500000,2.943920,13,6,1,12,4,24.950000,10,4,4,True
22782,2011-10,2011-11,4,4,2,3.333333,5.666667,4.000000,0.942809,13,6,1,13,4,24.950000,11,4,8,True
22783,2010-10,2010-11,8,0,0,2.666667,1.333333,0.000000,3.771236,8,1,1,1,4,18.450000,11,4,11,True
22783,2010-11,2010-12,11,8,0,6.333333,3.166667,0.000000,4.642796,11,2,1,2,8,18.859091,12,4,44,True
22783,2010-12,2011-01,44,11,8,21.000000,10.500000,4.000000,16.309506,44,3,1,3,12,10.677273,1,1,47,True
22783,2011-01,2011-02,47,44,11,34.000000,18.333333,9.500000,16.309506,47,4,1,4,11,9.481915,2,1,12,True
22783,2011-02,2011-03,12,47,44,34.333333,20.333333,11.500000,15.839472,47,5,1,5,4,13.548333,3,1,5,True
22783,2011-03,2011-04,5,12,47,21.333333,21.166667,11.500000,18.372685,47,6,1,6,2,17.550000,4,2,0,True
22783,2011-04,2011-05,0,5,12,5.666667,19.833333,11.500000,4.921608,47,5,2,7,0,17.550000,5,2,80,True
22783,2011-05,2011-06,80,0,5,28.333333,31.333333,28.000000,36.590831,80,5,1,8,1,16.950000,6,2,275,True
22783,2011-06,2011-07,275,80,0,118.333333,69.833333,29.500000,115.494108,275,5,1,9,3,12.507164,7,3,0,True
22783,2011-07,2011-08,0,275,80,118.333333,62.000000,8.500000,115.494108,275,4,2,10,0,12.507164,8,3,0,True
22783,2011-08,2011-09,0,0,275,91.666667,60.000000,2.500000,129.636243,275,3,3,11,0,12.507164,9,3,0,True
22783,2011-09,2011-10,0,0,0,0.000000,59.166667,0.000000,0.000000,275,2,4,12,0,12.507164,10,4,0,True
22783,2011-10,2011-11,0,0,0,0.000000,59.166667,0.000000,0.000000,275,2,5,13,0,12.507164,11,4,0,True
22784,2010-10,2010-11,67,0,0,22.333333,11.166667,0.000000,31.584103,67,1,1,1,16,4.664478,11,4,212,True
22784,2010-11,2010-12,212,67,0,93.000000,46.500000,0.000000,88.479753,212,2,1,2,54,4.969953,12,4,80,True
22784,2010-12,2011-01,80,212,67,119.666667,59.833333,33.500000,65.504877,212,3,1,3,25,5.527875,1,1,53,True
22784,2011-01,2011-02,53,80,212,115.000000,68.666667,60.000000,69.469418,212,4,1,4,13,4.791509,2,1,77,True
22784,2011-02,2011-03,77,53,80,70.000000,81.500000,72.000000,12.083046,212,5,1,5,21,5.107922,3,1,115,True
22784,2011-03,2011-04,115,77,53,81.666667,100.666667,78.500000,25.525586,212,6,1,6,31,4.730870,4,2,93,True
22784,2011-04,2011-05,93,115,77,95.000000,105.000000,86.500000,15.577762,212,6,1,7,27,4.957742,5,2,116,True
22784,2011-05,2011-06,116,93,115,108.000000,89.000000,86.500000,10.614456,116,6,1,8,23,4.587931,6,2,188,True
22784,2011-06,2011-07,188,116,93,132.333333,107.000000,104.000000,40.466722,188,6,1,9,28,4.601277,7,3,93,True
22784,2011-07,2011-08,93,188,116,132.333333,113.666667,104.000000,40.466722,188,6,1,10,23,5.397312,8,3,135,True
22784,2011-08,2011-09,135,93,188,138.666667,123.333333,115.500000,38.870154,188,6,1,11,17,4.755037,9,3,110,True
22784,2011-09,2011-10,110,135,93,112.666667,122.500000,113.000000,17.249799,188,6,1,12,23,4.818727,10,4,49,True
22784,2011-10,2011-11,49,110,135,98.000000,115.166667,113.000000,36.120170,188,6,1,13,21,5.784286,11,4,130,True
22785,2010-10,2010-11,114,0,0,38.000000,19.000000,0.000000,53.740115,114,1,1,1,26,6.592632,11,4,53,True
22785,2010-11,2010-12,53,114,0,55.666667,27.833333,0.000000,46.578488,114,2,1,2,22,6.943019,12,4,30,True
22785,2010-12,2011-01,30,53,114,65.666667,32.833333,15.000000,35.443225,114,3,1,3,15,7.432000,1,1,15,True
22785,2011-01,2011-02,15,30,53,32.666667,35.333333,22.500000,15.627611,114,4,1,4,7,6.742000,2,1,10,True
22785,2011-02,2011-03,10,15,30,18.333333,37.000000,22.500000,8.498366,114,5,1,5,4,6.750000,3,1,15,True
22785,2011-03,2011-04,15,10,15,13.333333,39.500000,22.500000,2.357023,114,6,1,6,5,6.750000,4,2,4,True
22785,2011-04,2011-05,4,15,10,9.666667,21.166667,15.000000,4.496913,53,6,1,7,3,6.750000,5,2,0,True
22785,2011-05,2011-06,0,4,15,6.333333,12.333333,12.500000,6.342099,30,5,2,8,0,6.750000,6,2,8,True
22785,2011-06,2011-07,8,0,4,4.000000,8.666667,9.000000,3.265986,15,5,1,9,4,7.193750,7,3,17,True
22785,2011-07,2011-08,17,8,0,8.333333,9.000000,9.000000,6.944222,17,5,1,10,9,7.376471,8,3,1,True
22785,2011-08,2011-09,1,17,8,8.666667,7.500000,6.000000,6.548961,17,5,1,11,1,6.750000,9,3,5,True
22785,2011-09,2011-10,5,1,17,7.666667,5.833333,4.500000,6.798693,17,5,1,12,2,6.750000,10,4,9,True
22785,2011-10,2011-11,9,5,1,5.000000,6.666667,6.500000,3.265986,17,5,1,13,7,7.847778,11,4,8,True
22786,2010-10,2010-11,59,0,0,19.666667,9.833333,0.000000,27.812867,59,1,1,1,18,5.950000,11,4,66,True
22786,2010-11,2010-12,66,59,0,41.666667,20.833333,0.000000,29.601051,66,2,1,2,27,6.566970,12,4,15,True
22786,2010-12,2011-01,15,66,59,46.666667,23.333333,7.500000,22.573337,66,3,1,3,8,6.628667,1,1,21,True
22786,2011-01,2011-02,21,15,66,34.000000,26.833333,18.000000,22.759613,66,4,1,4,4,5.473810,2,1,19,True
22786,2011-02,2011-03,19,21,15,18.333333,30.000000,20.000000,2.494438,66,5,1,5,7,5.950000,3,1,21,True
22786,2011-03,2011-04,21,19,21,20.333333,33.500000,21.000000,0.942809,66,6,1,6,7,7.355714,4,2,4,True
22786,2011-04,2011-05,4,21,19,14.666667,24.333333,20.000000,7.586538,66,6,1,7,1,5.950000,5,2,0,True
22786,2011-05,2011-06,0,4,21,8.333333,13.333333,17.000000,9.104334,21,5,2,8,0,5.950000,6,2,0,True
22786,2011-06,2011-07,0,0,4,1.333333,10.833333,11.500000,1.885618,21,4,3,9,0,5.950000,7,3,4,True
22786,2011-07,2011-08,4,0,0,1.333333,8.000000,4.000000,1.885618,21,4,1,10,2,10.870000,8,3,1,True
22786,2011-08,2011-09,1,4,0,1.666667,5.000000,2.500000,1.699673,21,4,1,11,1,5.950000,9,3,7,True
22786,2011-09,2011-10,7,1,4,4.000000,2.666667,2.500000,2.449490,7,4,1,12,3,7.355714,10,4,8,True
22786,2011-10,2011-11,8,7,1,5.333333,3.333333,2.500000,3.091206,8,4,1,13,5,7.180000,11,4,7,True
22788,2010-10,2010-11,228,0,0,76.000000,38.000000,0.000000,107.480231,228,1,1,1,7,7.092982,11,4,28,True
22788,2010-11,2010-12,28,228,0,85.333333,42.666667,0.000000,101.526132,228,2,1,2,17,10.695000,12,4,34,True
22788,2010-12,2011-01,34,28,228,96.666667,48.333333,14.000000,92.898989,228,3,1,3,13,10.972059,1,1,31,True
22788,2011-01,2011-02,31,34,28,31.000000,53.500000,29.500000,2.449490,228,4,1,4,10,11.292903,2,1,31,True
22788,2011-02,2011-03,31,31,34,32.000000,58.666667,31.000000,1.414214,228,5,1,5,15,10.595806,3,1,15,True
22788,2011-03,2011-04,15,31,31,25.666667,61.166667,31.000000,7.542472,228,6,1,6,7,9.950000,4,2,15,True
22788,2011-04,2011-05,15,15,31,20.333333,25.666667,29.500000,7.542472,34,6,1,7,10,10.617333,5,2,93,True
22788,2011-05,2011-06,93,15,15,41.000000,36.500000,31.000000,36.769553,93,6,1,8,4,7.052688,6,2,1,True
22788,2011-06,2011-07,1,93,15,36.333333,31.000000,23.000000,40.474958,93,6,1,9,1,9.950000,7,3,0,True
22788,2011-07,2011-08,0,1,93,31.333333,25.833333,15.000000,43.606829,93,5,2,10,0,9.950000,8,3,0,True
22788,2011-08,2011-09,0,0,1,0.333333,20.666667,8.000000,0.471405,93,4,3,11,0,9.950000,9,3,0,True
22788,2011-09,2011-10,0,0,0,0.000000,18.166667,0.500000,0.000000,93,3,4,12,0,9.950000,10,4,0,True
22788,2011-10,2011-11,0,0,0,0.000000,15.666667,0.000000,0.000000,93,2,5,13,0,9.950000,11,4,0,True
22789,2010-10,2010-11,230,0,0,76.666667,38.333333,0.000000,108.423040,230,1,1,1,28,1.865913,11,4,164,True
22789,2010-11,2010-12,164,230,0,131.333333,65.666667,0.000000,96.696547,230,2,1,2,30,2.032683,12,4,35,True
22789,2010-12,2011-01,35,164,230,143.000000,71.500000,17.500000,80.981479,230,3,1,3,8,2.143714,1,1,152,True
22789,2011-01,2011-02,152,35,164,117.000000,96.833333,93.500000,58.189346,230,4,1,4,26,1.886842,2,1,77,True
22789,2011-02,2011-03,77,152,35,88.000000,109.666667,114.500000,48.394215,230,5,1,5,12,2.003766,3,1,129,True
22789,2011-03,2011-04,129,77,152,119.333333,131.166667,140.500000,31.372316,230,6,1,6,14,1.883178,4,2,94,True
22789,2011-04,2011-05,94,129,77,100.000000,108.500000,111.500000,21.648711,164,6,1,7,13,1.894255,5,2,68,True
22789,2011-05,2011-06,68,94,129,97.000000,92.500000,85.500000,24.993332,152,6,1,8,12,2.078235,6,2,61,True
22789,2011-06,2011-07,61,68,94,74.333333,96.833333,85.500000,14.197026,152,6,1,9,12,1.950000,7,3,65,True
22789,2011-07,2011-08,65,61,68,64.666667,82.333333,72.500000,2.867442,129,6,1,10,11,2.017077,8,3,44,True
22789,2011-08,2011-09,44,65,61,56.666667,76.833333,66.500000,9.104334,129,6,1,11,3,1.950000,9,3,44,True
22789,2011-09,2011-10,44,44,65,51.000000,62.666667,63.000000,9.899495,94,6,1,12,7,1.895455,10,4,46,True
22789,2011-10,2011-11,46,44,44,44.666667,54.666667,53.500000,0.942809,68,6,1,13,10,2.044783,11,4,12,True
22790,2010-10,2010-11,200,0,0,66.666667,33.333333,0.000000,94.280904,200,1,1,1,1,19.420000,11,4,0,True
22790,2010-11,2010-12,0,200,0,66.666667,33.333333,0.000000,94.280904,200,1,2,2,0,19.420000,12,4,0,True
22790,2010-12,2011-01,0,0,200,66.666667,33.333333,0.000000,94.280904,200,1,3,3,0,19.420000,1,1,0,True
22790,2011-01,2011-02,0,0,0,0.000000,33.333333,0.000000,0.000000,200,1,4,4,0,19.420000,2,1,0,True
22790,2011-02,2011-03,0,0,0,0.000000,33.333333,0.000000,0.000000,200,1,5,5,0,19.420000,3,1,0,True
22790,2011-03,2011-04,0,0,0,0.000000,33.333333,0.000000,0.000000,200,1,6,6,0,19.420000,4,2,0,True
22791,2010-10,2010-11,290,0,0,96.666667,48.333333,0.000000,136.707311,290,1,1,1,11,1.168690,11,4,1213,True
22791,2010-11,2010-12,1213,290,0,501.000000,250.500000,0.000000,517.193065,1213,2,1,2,78,1.249703,12,4,744,True
22791,2010-12,2011-01,744,1213,290,749.000000,374.500000,145.000000,376.829758,1213,3,1,3,46,1.477661,1,1,426,True
22791,2011-01,2011-02,426,744,1213,794.333333,445.500000,358.000000,323.256692,1213,4,1,4,16,1.153263,2,1,444,True
22791,2011-02,2011-03,444,426,744,538.000000,519.500000,435.000000,145.849237,1213,5,1,5,25,1.212072,3,1,384,True
22791,2011-03,2011-04,384,444,426,418.000000,583.500000,435.000000,25.139610,1213,6,1,6,16,1.247109,4,2,0,True
22791,2011-04,2011-05,0,384,444,276.000000,535.166667,435.000000,196.692654,1213,5,2,7,0,1.247109,5,2,640,True
22791,2011-05,2011-06,640,0,384,341.333333,439.666667,435.000000,263.014997,744,5,1,8,15,1.146328,6,2,710,True
22791,2011-06,2011-07,710,640,0,450.000000,434.000000,435.000000,319.478742,710,5,1,9,28,1.268239,7,3,743,True
22791,2011-07,2011-08,743,710,640,697.666667,486.833333,542.000000,42.944409,743,5,1,10,20,1.163459,8,3,561,True
22791,2011-08,2011-09,561,743,710,671.333333,506.333333,600.500000,79.172105,743,5,1,11,23,1.199251,9,3,937,True
22791,2011-09,2011-10,937,561,743,747.000000,598.500000,675.000000,153.527413,937,5,1,12,27,1.298495,10,4,566,True
22791,2011-10,2011-11,566,937,561,688.000000,692.833333,675.000000,176.081421,937,6,1,13,37,1.235866,11,4,1325,True
22792,2010-10,2010-11,100,0,0,33.333333,16.666667,0.000000,47.140452,100,1,1,1,10,0.882400,11,4,604,True
22792,2010-11,2010-12,604,100,0,234.666667,117.333333,0.000000,264.329760,604,2,1,2,46,0.877417,12,4,289,True
22792,2010-12,2011-01,289,604,100,331.000000,165.500000,50.000000,207.889394,604,3,1,3,28,0.918512,1,1,92,True
22792,2011-01,2011-02,92,289,604,328.333333,180.833333,96.000000,210.865413,604,4,1,4,10,1.206739,2,1,55,True
22792,2011-02,2011-03,55,92,289,145.333333,190.000000,96.000000,102.704538,604,5,1,5,7,1.119455,3,1,282,True
22792,2011-03,2011-04,282,55,92,143.000000,237.000000,191.000000,99.441775,604,6,1,6,15,1.049149,4,2,35,True
22792,2011-04,2011-05,35,282,55,124.000000,226.166667,187.000000,112.020831,604,6,1,7,5,0.872286,5,2,126,True
22792,2011-05,2011-06,126,35,282,147.666667,146.500000,109.000000,101.994553,289,6,1,8,10,0.961429,6,2,141,True
22792,2011-06,2011-07,141,126,35,100.666667,121.833333,109.000000,46.835409,282,6,1,9,8,1.010426,7,3,57,True
22792,2011-07,2011-08,57,141,126,108.000000,116.000000,91.500000,36.578682,282,6,1,10,10,1.027895,8,3,88,True
22792,2011-08,2011-09,88,57,141,95.333333,121.500000,107.000000,34.682689,282,6,1,11,8,0.885455,9,3,298,True
22792,2011-09,2011-10,298,88,57,147.666667,124.166667,107.000000,107.052427,298,6,1,12,23,0.944228,10,4,211,True
22792,2011-10,2011-11,211,298,88,199.000000,153.500000,133.500000,86.151030,298,6,1,13,23,0.971991,11,4,819,True
22794,2010-10,2010-11,16,0,0,5.333333,2.666667,0.000000,7.542472,16,1,1,1,8,7.950000,11,4,47,True
22794,2010-11,2010-12,47,16,0,21.000000,10.500000,0.000000,19.510681,47,2,1,2,19,7.643617,12,4,30,True
22794,2010-12,2011-01,30,47,16,31.000000,15.500000,8.000000,12.675436,47,3,1,3,17,9.040667,1,1,32,True
22794,2011-01,2011-02,32,30,47,36.333333,20.833333,23.000000,7.586538,47,4,1,4,13,7.820000,2,1,34,True
22794,2011-02,2011-03,34,32,30,32.000000,26.500000,31.000000,1.632993,47,5,1,5,17,8.411176,3,1,38,True
22794,2011-03,2011-04,38,34,32,34.666667,32.833333,33.000000,2.494438,47,6,1,6,21,8.362632,4,2,26,True
22794,2011-04,2011-05,26,38,34,32.666667,34.500000,33.000000,4.988877,47,6,1,7,11,8.251538,5,2,33,True
22794,2011-05,2011-06,33,26,38,32.333333,32.166667,32.500000,4.921608,38,6,1,8,20,9.375455,6,2,32,True
22794,2011-06,2011-07,32,33,26,30.333333,32.500000,32.500000,3.091206,38,6,1,9,18,8.685000,7,3,18,True
22794,2011-07,2011-08,18,32,33,27.666667,30.166667,32.500000,6.847546,38,6,1,10,9,8.385556,8,3,20,True
22794,2011-08,2011-09,20,18,32,23.333333,27.833333,29.000000,6.182412,38,6,1,11,12,8.342000,9,3,24,True
22794,2011-09,2011-10,24,20,18,20.666667,25.500000,25.000000,2.494438,33,6,1,12,16,8.930000,10,4,13,True
22794,2011-10,2011-11,13,24,20,19.000000,23.333333,22.000000,4.546061,33,6,1,13,10,8.553077,11,4,18,True
22795,2010-10,2010-11,146,0,0,48.666667,24.333333,0.000000,68.825060,146,1,1,1,38,6.539452,11,4,240,True
22795,2010-11,2010-12,240,146,0,128.666667,64.333333,0.000000,98.743214,240,2,1,2,92,6.874167,12,4,182,True
22795,2010-12,2011-01,182,240,146,189.333333,94.666667,73.000000,38.724095,240,3,1,3,55,7.817692,1,1,107,True
22795,2011-01,2011-02,107,182,240,176.333333,112.500000,126.500000,54.444671,240,4,1,4,41,7.129813,2,1,51,True
22795,2011-02,2011-03,51,107,182,113.333333,121.000000,126.500000,53.667702,240,5,1,5,21,7.006471,3,1,0,True
22795,2011-03,2011-04,0,51,107,52.666667,121.000000,126.500000,43.698462,240,5,2,6,0,7.006471,4,2,0,True
22795,2011-04,2011-05,0,0,51,17.000000,96.666667,79.000000,24.041631,240,4,3,7,0,7.006471,5,2,96,True
22795,2011-05,2011-06,96,0,0,32.000000,72.666667,73.500000,45.254834,182,4,1,8,21,6.684792,6,2,92,True
22795,2011-06,2011-07,92,96,0,62.666667,57.666667,71.500000,44.342104,107,4,1,9,32,6.744348,7,3,97,True
22795,2011-07,2011-08,97,92,96,95.000000,56.000000,71.500000,2.160247,97,4,1,10,22,6.556392,8,3,96,True
22795,2011-08,2011-09,96,97,92,95.000000,63.500000,94.000000,2.160247,97,4,1,11,26,6.539167,9,3,202,True
22795,2011-09,2011-10,202,96,97,131.666667,97.166667,96.000000,49.734853,202,5,1,12,37,6.469703,10,4,66,True
22795,2011-10,2011-11,66,202,96,121.333333,108.166667,96.000000,58.340000,202,6,1,13,29,7.348788,11,4,155,True
22796,2010-10,2010-11,114,0,0,38.000000,19.000000,0.000000,53.740115,114,1,1,1,38,9.591053,11,4,110,True
22796,2010-11,2010-12,110,114,0,74.666667,37.333333,0.000000,52.822554,114,2,1,2,46,10.360182,12,4,36,True
22796,2010-12,2011-01,36,110,114,86.666667,43.333333,18.000000,35.863940,114,3,1,3,17,10.890000,1,1,54,True
22796,2011-01,2011-02,54,36,110,66.666667,52.333333,45.000000,31.510139,114,4,1,4,22,10.109815,2,1,47,True
22796,2011-02,2011-03,47,54,36,45.666667,60.166667,50.500000,7.408704,114,5,1,5,17,9.579787,3,1,54,True
22796,2011-03,2011-04,54,47,54,51.666667,69.166667,54.000000,3.299832,114,6,1,6,24,10.953704,4,2,50,True
22796,2011-04,2011-05,50,54,47,50.333333,58.500000,52.000000,2.867442,110,6,1,7,21,9.950000,5,2,55,True
22796,2011-05,2011-06,55,50,54,53.000000,49.333333,52.000000,2.160247,55,6,1,8,18,9.633636,6,2,31,True
22796,2011-06,2011-07,31,55,50,45.333333,48.500000,52.000000,10.338708,55,6,1,9,20,10.649355,7,3,49,True
22796,2011-07,2011-08,49,31,55,45.000000,47.666667,49.500000,10.198039,55,6,1,10,14,9.239796,8,3,36,True
22796,2011-08,2011-09,36,49,31,38.666667,45.833333,49.500000,7.586538,55,6,1,11,14,9.950000,9,3,54,True
22796,2011-09,2011-10,54,36,49,46.333333,45.833333,49.500000,7.586538,55,6,1,12,18,9.627778,10,4,37,True
22796,2011-10,2011-11,37,54,36,42.333333,43.666667,43.000000,8.259674,55,6,1,13,19,9.714865,11,4,67,True
22797,2010-10,2010-11,32,0,0,10.666667,5.333333,0.000000,15.084945,32,1,1,1,18,16.200000,11,4,47,True
22797,2010-11,2010-12,47,32,0,26.333333,13.166667,0.000000,19.601587,47,2,1,2,31,17.782979,12,4,19,True
22797,2010-12,2011-01,19,47,32,32.666667,16.333333,9.500000,11.440668,47,3,1,3,13,18.744737,1,1,10,True
22797,2011-01,2011-02,10,19,47,25.333333,18.000000,14.500000,15.755070,47,4,1,4,5,17.855000,2,1,14,True
22797,2011-02,2011-03,14,10,19,14.333333,20.333333,16.500000,3.681787,47,5,1,5,10,18.117143,3,1,22,True
22797,2011-03,2011-04,22,14,10,15.333333,24.000000,20.500000,4.988877,47,6,1,6,14,14.160909,4,2,9,True
22797,2011-04,2011-05,9,22,14,15.000000,20.166667,16.500000,5.354126,47,6,1,7,7,22.396667,5,2,5,True
22797,2011-05,2011-06,5,9,22,12.000000,13.166667,12.000000,7.257180,22,6,1,8,5,16.950000,6,2,4,True
22797,2011-06,2011-07,4,5,9,6.000000,10.666667,9.500000,2.160247,22,6,1,9,4,21.035000,7,3,37,True
22797,2011-07,2011-08,37,4,5,15.333333,15.166667,11.500000,15.326085,37,6,1,10,7,16.950000,8,3,7,True
22797,2011-08,2011-09,7,37,4,16.000000,14.000000,8.000000,14.899664,37,6,1,11,6,21.618571,9,3,5,True
22797,2011-09,2011-10,5,7,37,16.333333,11.166667,6.000000,14.636332,37,6,1,12,3,16.950000,10,4,13,True
22797,2011-10,2011-11,13,5,7,8.333333,11.833333,6.000000,3.399346,37,6,1,13,6,16.334615,11,4,16,True
22798,2010-10,2010-11,124,0,0,41.333333,20.666667,0.000000,58.454161,124,1,1,1,22,2.997742,11,4,445,True
22798,2010-11,2010-12,445,124,0,189.666667,94.833333,0.000000,187.510592,445,2,1,2,67,3.152966,12,4,215,True
22798,2010-12,2011-01,215,445,124,261.333333,130.666667,62.000000,135.081046,445,3,1,3,38,3.225349,1,1,94,True
22798,2011-01,2011-02,94,215,445,251.333333,146.333333,109.000000,145.580066,445,4,1,4,18,3.101064,2,1,48,True
22798,2011-02,2011-03,48,94,215,119.000000,154.333333,109.000000,70.432000,445,5,1,5,7,2.950000,3,1,68,True
22798,2011-03,2011-04,68,48,94,70.000000,165.666667,109.000000,18.832596,445,6,1,6,15,3.367647,4,2,80,True
22798,2011-04,2011-05,80,68,48,65.333333,158.333333,87.000000,13.199327,445,6,1,7,13,3.092000,5,2,106,True
22798,2011-05,2011-06,106,80,68,84.666667,101.833333,87.000000,15.860503,215,6,1,8,20,3.083962,6,2,67,True
22798,2011-06,2011-07,67,106,80,84.333333,77.166667,74.000000,16.213849,106,6,1,9,17,3.127313,7,3,232,True
22798,2011-07,2011-08,232,67,106,135.000000,100.166667,74.000000,70.413067,232,6,1,10,23,2.942069,8,3,125,True
22798,2011-08,2011-09,125,232,67,141.333333,113.000000,93.000000,68.343902,232,6,1,11,15,2.901360,9,3,137,True
22798,2011-09,2011-10,137,125,232,164.666667,124.500000,115.500000,47.863231,232,6,1,12,17,3.012190,10,4,273,True
22798,2011-10,2011-11,273,137,125,178.333333,156.666667,131.000000,67.118469,273,6,1,13,31,2.915861,11,4,156,True
22799,2010-10,2010-11,10,0,0,3.333333,1.666667,0.000000,4.714045,10,1,1,1,6,9.348000,11,4,36,True
22799,2010-11,2010-12,36,10,0,15.333333,7.666667,0.000000,15.173076,36,2,1,2,13,8.452222,12,4,1,True
22799,2010-12,2011-01,1,36,10,15.666667,7.833333,0.500000,14.839886,36,3,1,3,1,8.500000,1,1,17,True
22799,2011-01,2011-02,17,1,36,18.000000,10.666667,5.500000,14.306176,36,4,1,4,8,8.500000,2,1,21,True
22799,2011-02,2011-03,21,17,1,13.000000,14.166667,13.500000,8.640988,36,5,1,5,10,8.500000,3,1,23,True
22799,2011-03,2011-04,23,21,17,20.333333,18.000000,19.000000,2.494438,36,6,1,6,7,8.056522,4,2,19,True
22799,2011-04,2011-05,19,23,21,21.000000,19.500000,20.000000,1.632993,36,6,1,7,10,8.927895,5,2,35,True
22799,2011-05,2011-06,35,19,23,25.666667,19.333333,20.000000,6.798693,35,6,1,8,16,8.964571,6,2,16,True
22799,2011-06,2011-07,16,35,19,23.333333,21.833333,20.000000,8.339997,35,6,1,9,6,7.968750,7,3,5,True
22799,2011-07,2011-08,5,16,35,18.666667,19.833333,20.000000,12.391754,35,6,1,10,3,8.500000,8,3,11,True
22799,2011-08,2011-09,11,5,16,10.666667,18.166667,17.500000,4.496913,35,6,1,11,3,8.500000,9,3,11,True
22799,2011-09,2011-10,11,11,5,9.000000,16.166667,13.500000,2.828427,35,6,1,12,7,9.239091,10,4,6,True
22799,2011-10,2011-11,6,11,11,9.333333,14.000000,11.000000,2.357023,35,6,1,13,5,8.500000,11,4,12,True
22800,2010-10,2010-11,64,0,0,21.333333,10.666667,0.000000,30.169889,64,1,1,1,15,3.750000,11,4,193,True
22800,2010-11,2010-12,193,64,0,85.666667,42.833333,0.000000,80.267608,193,2,1,2,50,4.070777,12,4,141,True
22800,2010-12,2011-01,141,193,64,132.666667,66.333333,32.000000,52.992662,193,3,1,3,29,3.942128,1,1,63,True
22800,2011-01,2011-02,63,141,193,132.333333,76.833333,63.500000,53.424921,193,4,1,4,14,4.044444,2,1,40,True
22800,2011-02,2011-03,40,63,141,81.333333,83.500000,63.500000,43.222936,193,5,1,5,11,3.935500,3,1,208,True
22800,2011-03,2011-04,208,40,63,103.666667,118.166667,102.500000,74.369946,208,6,1,6,15,3.651442,4,2,33,True
22800,2011-04,2011-05,33,208,40,93.666667,113.000000,102.000000,80.896367,208,6,1,7,9,4.087273,5,2,28,True
22800,2011-05,2011-06,28,33,208,89.666667,85.500000,51.500000,83.699197,208,6,1,8,10,4.015000,6,2,24,True
22800,2011-06,2011-07,24,28,33,28.333333,66.000000,36.500000,3.681787,208,6,1,9,11,4.213750,7,3,49,True
22800,2011-07,2011-08,49,24,28,33.666667,63.666667,36.500000,10.964589,208,6,1,10,11,4.582857,8,3,44,True
