stock_code,description,abc_class,period_type,period,model,forecast,safety_stock,target_inventory,actual,n_months,months_included,complete,source,run_id
23470,CARD HOLDER LOVE BIRD LARGE,C,month,2012-02,M2_gbm_poisson,76.321688,28.058555,105,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23471,SIX DRAWER OFFICE TIDY,C,month,2012-02,M2_gbm_poisson,35.553591,28.058555,64,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23472,NINE DRAWER OFFICE TIDY,C,month,2012-02,M2_gbm_poisson,34.948603,28.058555,64,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23473,WOODLAND SMALL RED FELT HEART,C,month,2012-02,M2_gbm_poisson,163.433674,28.058555,192,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23474,WOODLAND SMALL BLUE FELT HEART,C,month,2012-02,M2_gbm_poisson,146.639186,28.058555,175,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23475,WOODLAND SMALL PINK FELT HEART,C,month,2012-02,M2_gbm_poisson,239.621802,28.058555,268,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23476,WOODLAND LARGE RED FELT HEART,C,month,2012-02,M2_gbm_poisson,98.257261,28.058555,127,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23477,WOODLAND LARGE BLUE FELT HEART,C,month,2012-02,M2_gbm_poisson,78.693620,28.058555,107,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23478,WOODLAND LARGE PINK FELT HEART,C,month,2012-02,M2_gbm_poisson,77.363141,28.058555,106,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23479,WIRE EGG BASKET,C,month,2012-02,M2_gbm_poisson,57.420365,28.058555,86,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23480,MINI LIGHTS WOODLAND MUSHROOMS,C,month,2012-02,M2_gbm_poisson,420.724356,28.058555,449,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23481,PEARLISED IVORY HEART SMALL,C,month,2012-02,M2_gbm_poisson,91.115131,28.058555,120,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23482,PEARLISED IVORY HEART LARGE,C,month,2012-02,M2_gbm_poisson,96.935083,28.058555,125,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,C,month,2012-02,M2_gbm_poisson,252.251294,28.058555,281,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,C,month,2012-02,M2_gbm_poisson,59.118741,28.058555,88,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23485,BOTANICAL GARDENS WALL CLOCK,C,month,2012-02,M2_gbm_poisson,44.690001,28.058555,73,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23486,ANTIQUE HEART SHELF UNIT,C,month,2012-02,M2_gbm_poisson,46.350735,28.058555,75,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23487,SWEET HEART CAKE CARRIER,C,month,2012-02,M2_gbm_poisson,46.947195,28.058555,76,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23489,VINTAGE BELLS GARLAND,C,month,2012-02,M2_gbm_poisson,208.166849,28.058555,237,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23490,T-LIGHT HOLDER HANGING LOVE BIRD,C,month,2012-02,M2_gbm_poisson,148.350656,28.058555,177,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23491,VINTAGE JINGLE BELLS HEART,C,month,2012-02,M2_gbm_poisson,76.280910,28.058555,105,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23492,VINTAGE JINGLE BELLS WREATH,C,month,2012-02,M2_gbm_poisson,44.512191,28.058555,73,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23493,VINTAGE DOILY TRAVEL SEWING KIT,C,month,2012-02,M2_gbm_poisson,577.855511,28.058555,606,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23494,VINTAGE DOILY DELUXE SEWING KIT,C,month,2012-02,M2_gbm_poisson,139.142686,28.058555,168,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23495,SET OF 3 PANTRY WOODEN SPOONS,C,month,2012-02,M2_gbm_poisson,110.724199,28.058555,139,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23496,PANTRY KITCHEN THERMOMETER,C,month,2012-02,M2_gbm_poisson,77.458496,28.058555,106,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23497,CLASSIC CHROME BICYCLE BELL,C,month,2012-02,M2_gbm_poisson,635.310056,28.058555,664,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23498,CLASSIC BICYCLE CLIPS,C,month,2012-02,M2_gbm_poisson,271.453110,28.058555,300,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23499,SET 12 VINTAGE DOILY CHALK,C,month,2012-02,M2_gbm_poisson,309.256034,28.058555,338,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23500,KEY RING BASEBALL BOOT ASSORTED,C,month,2012-02,M2_gbm_poisson,259.332438,28.058555,288,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23501,KEY RING BASEBALL BOOT UNION JACK,C,month,2012-02,M2_gbm_poisson,232.208075,28.058555,261,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23502,PLAYING CARDS VINTAGE DOILY,C,month,2012-02,M2_gbm_poisson,116.343093,28.058555,145,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23503,PLAYING CARDS KEEP CALM & CARRY ON,C,month,2012-02,M2_gbm_poisson,622.312804,28.058555,651,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23504,PLAYING CARDS JUBILEE UNION JACK,C,month,2012-02,M2_gbm_poisson,339.632708,28.058555,368,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23505,PLAYING CARDS I LOVE LONDON,C,month,2012-02,M2_gbm_poisson,214.243683,28.058555,243,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23506,MINI PLAYING CARDS SPACEBOY,C,month,2012-02,M2_gbm_poisson,372.117941,28.058555,401,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23507,MINI PLAYING CARDS BUFFALO BILL,C,month,2012-02,M2_gbm_poisson,533.147691,28.058555,562,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23508,MINI PLAYING CARDS DOLLY GIRL,C,month,2012-02,M2_gbm_poisson,426.666045,28.058555,455,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23509,MINI PLAYING CARDS FUN FAIR,C,month,2012-02,M2_gbm_poisson,154.801584,28.058555,183,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23510,MINI PLAYING CARDS GYMKHANA,C,month,2012-02,M2_gbm_poisson,431.141776,28.058555,460,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23511,EMBROIDERED RIBBON REEL EMILY,C,month,2012-02,M2_gbm_poisson,100.357859,28.058555,129,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23512,EMBROIDERED RIBBON REEL ROSIE,C,month,2012-02,M2_gbm_poisson,91.649624,28.058555,120,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23513,EMBROIDERED RIBBON REEL SUSIE,C,month,2012-02,M2_gbm_poisson,95.319537,28.058555,124,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23514,EMBROIDERED RIBBON REEL SALLY,C,month,2012-02,M2_gbm_poisson,96.621858,28.058555,125,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23515,EMBROIDERED RIBBON REEL DAISY,C,month,2012-02,M2_gbm_poisson,96.989018,28.058555,126,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23516,EMBROIDERED RIBBON REEL SOPHIE,C,month,2012-02,M2_gbm_poisson,56.723122,28.058555,85,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23517,EMBROIDERED RIBBON REEL REBECCA,C,month,2012-02,M2_gbm_poisson,72.025764,28.058555,101,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23518,EMBROIDERED RIBBON REEL RACHEL,C,month,2012-02,M2_gbm_poisson,61.108891,28.058555,90,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23519,EMBROIDERED RIBBON REEL CLAIRE,C,month,2012-02,M2_gbm_poisson,52.094412,28.058555,81,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23520,EMBROIDERED RIBBON REEL RUBY,C,month,2012-02,M2_gbm_poisson,49.112272,28.058555,78,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23521,WALL ART CAT AND BIRD,C,month,2012-02,M2_gbm_poisson,86.511844,28.058555,115,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23522,WALL ART DOG AND BALL,C,month,2012-02,M2_gbm_poisson,81.054946,28.058555,110,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23523,WALL ART TREASURE AHOY,C,month,2012-02,M2_gbm_poisson,71.077367,28.058555,100,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23524,WALL ART HORSE & PONY,C,month,2012-02,M2_gbm_poisson,98.950760,28.058555,128,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23525,WALL ART BUFFALO BILL,C,month,2012-02,M2_gbm_poisson,98.878999,28.058555,127,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23526,WALL ART DOG LICENCE,C,month,2012-02,M2_gbm_poisson,154.182385,28.058555,183,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23527,WALL ART ANIMALS AND NATURE,C,month,2012-02,M2_gbm_poisson,91.912819,28.058555,120,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23528,WALL ART SPACEBOY,C,month,2012-02,M2_gbm_poisson,91.912819,28.058555,120,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23529,WALL ART DOLLY GIRL,C,month,2012-02,M2_gbm_poisson,107.265219,28.058555,136,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23530,WALL ART ONLY ONE PERSON,C,month,2012-02,M2_gbm_poisson,156.054236,28.058555,185,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23531,WALL ART BIG LOVE,C,month,2012-02,M2_gbm_poisson,141.285032,28.058555,170,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23532,WALL ART WORK REST AND PLAY,C,month,2012-02,M2_gbm_poisson,45.728002,28.058555,74,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23533,WALL ART GARDEN HAVEN,C,month,2012-02,M2_gbm_poisson,42.725522,28.058555,71,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23534,WALL ART STOP FOR TEA,C,month,2012-02,M2_gbm_poisson,198.250818,28.058555,227,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23535,WALL ART BICYCLE SAFETY,C,month,2012-02,M2_gbm_poisson,178.064538,28.058555,207,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23536,WALL ART VILLAGE SHOW,C,month,2012-02,M2_gbm_poisson,97.310837,28.058555,126,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23537,WALL ART I LOVE LONDON,C,month,2012-02,M2_gbm_poisson,50.176098,28.058555,79,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23538,WALL ART VINTAGE HEART,C,month,2012-02,M2_gbm_poisson,54.038726,28.058555,83,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23539,WALL ART LOVES' SECRET,C,month,2012-02,M2_gbm_poisson,50.834515,28.058555,79,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23540,WALL ART THE MAGIC FOREST,C,month,2012-02,M2_gbm_poisson,33.571668,28.058555,62,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23541,WALL ART CLASSIC PUDDINGS,C,month,2012-02,M2_gbm_poisson,157.939557,28.058555,186,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23542,WALL ART 70'S ALPHABET,C,month,2012-02,M2_gbm_poisson,88.112664,28.058555,117,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23543,WALL ART KEEP CALM,C,month,2012-02,M2_gbm_poisson,96.618573,28.058555,125,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23544,WALL ART MID CENTURY MODERN,C,month,2012-02,M2_gbm_poisson,33.571668,28.058555,62,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23545,WRAP RED VINTAGE DOILY,C,month,2012-02,M2_gbm_poisson,285.222528,28.058555,314,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23546,WRAP PAISLEY PARK,C,month,2012-02,M2_gbm_poisson,376.305783,28.058555,405,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23547,WRAP FLOWER SHOP,C,month,2012-02,M2_gbm_poisson,165.378313,28.058555,194,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23548,WRAP MAGIC FOREST,C,month,2012-02,M2_gbm_poisson,137.462509,28.058555,166,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23549,WRAP BIRD GARDEN,C,month,2012-02,M2_gbm_poisson,164.414132,28.058555,193,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23550,WRAP ALPHABET POSTER,C,month,2012-02,M2_gbm_poisson,229.383670,28.058555,258,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23551,PACK OF 12 PAISLEY PARK TISSUES,C,month,2012-02,M2_gbm_poisson,263.284311,28.058555,292,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23552,BICYCLE PUNCTURE REPAIR KIT,C,month,2012-02,M2_gbm_poisson,247.695124,28.058555,276,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23553,LANDMARK FRAME CAMDEN TOWN,C,month,2012-02,M2_gbm_poisson,85.464901,28.058555,114,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23554,LANDMARK FRAME OXFORD STREET,C,month,2012-02,M2_gbm_poisson,67.298427,28.058555,96,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23555,LANDMARK FRAME NOTTING HILL,C,month,2012-02,M2_gbm_poisson,57.326209,28.058555,86,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23556,LANDMARK FRAME COVENT GARDEN,C,month,2012-02,M2_gbm_poisson,71.000218,28.058555,100,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23557,LANDMARK FRAME BAKER STREET,C,month,2012-02,M2_gbm_poisson,49.736988,28.058555,78,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23558,LANDMARK FRAME LONDON BRIDGE,C,month,2012-02,M2_gbm_poisson,70.473940,28.058555,99,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23559,WOODLAND BUNNIES LOLLY MAKERS,C,month,2012-02,M2_gbm_poisson,100.444176,28.058555,129,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23560,SET OF 6 RIBBONS COUNTRY STYLE,C,month,2012-02,M2_gbm_poisson,81.333030,28.058555,110,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23561,SET OF 6 RIBBONS PARTY,C,month,2012-02,M2_gbm_poisson,69.284956,28.058555,98,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,C,month,2012-02,M2_gbm_poisson,76.056605,28.058555,105,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23564,EGG CUP MILKMAID INGRID,C,month,2012-02,M2_gbm_poisson,141.685466,28.058555,170,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23565,EGG CUP MILKMAID HELGA,C,month,2012-02,M2_gbm_poisson,122.564706,28.058555,151,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23566,EGG CUP MILKMAID HEIDI,C,month,2012-02,M2_gbm_poisson,160.145862,28.058555,189,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23567,EGG CUP HENRIETTA HEN PINK,C,month,2012-02,M2_gbm_poisson,87.014048,28.058555,116,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23568,EGG CUP HENRIETTA HEN CREAM,C,month,2012-02,M2_gbm_poisson,120.808292,28.058555,149,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23569,TRADTIONAL ALPHABET STAMP SET,C,month,2012-02,M2_gbm_poisson,200.660328,28.058555,229,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23570,TRADITIONAL PICK UP STICKS GAME,C,month,2012-02,M2_gbm_poisson,541.804362,28.058555,570,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23571,TRADITIONAL NAUGHTS & CROSSES,C,month,2012-02,M2_gbm_poisson,533.779109,28.058555,562,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23574,PACKING CHARGE,C,month,2012-02,M2_gbm_poisson,23.706214,28.058555,52,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23575,SNACK TRAY PAISLEY PARK,C,month,2012-02,M2_gbm_poisson,78.538747,28.058555,107,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23576,SNACK TRAY RED VINTAGE DOILY,C,month,2012-02,M2_gbm_poisson,93.119906,28.058555,122,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23578,SNACK TRAY RED GINGHAM,C,month,2012-02,M2_gbm_poisson,63.229129,28.058555,92,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23579,SNACK TRAY I LOVE LONDON,C,month,2012-02,M2_gbm_poisson,53.003326,28.058555,82,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23580,SNACK TRAY HAPPY FOREST,C,month,2012-02,M2_gbm_poisson,95.607020,28.058555,124,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23581,JUMBO BAG PAISLEY PARK,C,month,2012-02,M2_gbm_poisson,696.784815,28.058555,725,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23582,VINTAGE DOILY JUMBO BAG RED,C,month,2012-02,M2_gbm_poisson,548.765200,28.058555,577,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23583,LUNCH BAG PAISLEY PARK,C,month,2012-02,M2_gbm_poisson,592.306474,28.058555,621,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23597,PAPER BUNTING PAISLEY PARK,C,month,2012-02,M2_gbm_poisson,129.760512,28.058555,158,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23598,PAPER BUNTING VINTAGE PARTY,C,month,2012-02,M2_gbm_poisson,146.845084,28.058555,175,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,C,month,2012-02,M2_gbm_poisson,35.981254,28.058555,65,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23602,SET 10 CARDS 3 WISE MEN 17107,C,month,2012-02,M2_gbm_poisson,28.557656,28.058555,57,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23603,SET 10 CARD KRAFT REINDEER 17084,C,month,2012-02,M2_gbm_poisson,43.947195,28.058555,73,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23604,SET 10 MINI SANTA & SNOWMAN  17087,C,month,2012-02,M2_gbm_poisson,42.154103,28.058555,71,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,C,month,2012-02,M2_gbm_poisson,27.508375,28.058555,56,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23607,SET 10 CARDS HATS & STOCKINGS 17081,C,month,2012-02,M2_gbm_poisson,32.537122,28.058555,61,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23608,SET 10 CARDS RUDOLPHS NOSE 17097,C,month,2012-02,M2_gbm_poisson,36.230306,28.058555,65,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23609,SET 10 CARDS SNOWY ROBIN 17099,C,month,2012-02,M2_gbm_poisson,28.557656,28.058555,57,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,C,month,2012-02,M2_gbm_poisson,17.284703,28.058555,46,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23611,SET 10 CARDS RED RIDING HOOD 17214,C,month,2012-02,M2_gbm_poisson,49.120047,28.058555,78,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,C,month,2012-02,M2_gbm_poisson,33.556865,28.058555,62,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23613,SET 10 XMAS CARDS & BADGES 17070,C,month,2012-02,M2_gbm_poisson,40.012733,28.058555,69,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23614,SET 10 CARDS 12 DAYS WRAP  17058,C,month,2012-02,M2_gbm_poisson,34.100813,28.058555,63,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23615,SET 10 CARDS PRINTED GRAPHIC 17219,C,month,2012-02,M2_gbm_poisson,30.945727,28.058555,60,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23616,SET 10 CARDS JINGLE BELLS 17217,C,month,2012-02,M2_gbm_poisson,44.035022,28.058555,73,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,C,month,2012-02,M2_gbm_poisson,32.164622,28.058555,61,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23619,SET 10 CARDS POINSETTIA 17093,C,month,2012-02,M2_gbm_poisson,28.238704,28.058555,57,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23620,SET 10 CARDS PERFECT POST 17090,C,month,2012-02,M2_gbm_poisson,29.877612,28.058555,58,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23621,SET 10 CARDS DAVID'S MADONNA 17074,C,month,2012-02,M2_gbm_poisson,34.999165,28.058555,64,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23623,SET 10 CARD CHRISTMAS WELCOME 17112,C,month,2012-02,M2_gbm_poisson,26.483433,28.058555,55,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23624,SET 10 CARD PERFECT NATIVITY 17089,C,month,2012-02,M2_gbm_poisson,17.473467,28.058555,46,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23625,SET 6 CARDS SPARKLY REINDEER 17262,C,month,2012-02,M2_gbm_poisson,22.897994,28.058555,51,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23626,SET 10 CARDS DINKY TREE 17076,C,month,2012-02,M2_gbm_poisson,50.804854,28.058555,79,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23627,SET 10 CARDS XMAS GRAPHIC  17218,C,month,2012-02,M2_gbm_poisson,43.008170,28.058555,72,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23628,SET 10 CARDS TRIANGLE ICONS  17220,C,month,2012-02,M2_gbm_poisson,25.632621,28.058555,54,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23629,SET 10 CARDS DRESSING UP 17077,C,month,2012-02,M2_gbm_poisson,41.457655,28.058555,70,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23630,SET 10 CARDS HANGING BAUBLES 17080,C,month,2012-02,M2_gbm_poisson,14.852322,28.058555,43,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23632,SET 10 CARDS CHEERFUL ROBIN 17065,C,month,2012-02,M2_gbm_poisson,44.477640,28.058555,73,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23633,SET 10 CARDS WORLD CHILDREN 17067,C,month,2012-02,M2_gbm_poisson,30.945727,28.058555,60,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23634,SET 10 CARDS XMAS CHOIR 17068,C,month,2012-02,M2_gbm_poisson,15.248279,28.058555,44,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,C,month,2012-02,M2_gbm_poisson,20.943984,28.058555,50,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23636,SET 10 CARDS WISHING TREE 17116,C,month,2012-02,M2_gbm_poisson,27.737922,28.058555,56,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23637,SET 10 CARDS OUT OF ORDER 17216,C,month,2012-02,M2_gbm_poisson,34.563994,28.058555,63,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23638,SET 10 CARDS ROBIN WATERPUMP  17096,C,month,2012-02,M2_gbm_poisson,15.412658,28.058555,44,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23639,SET 10 CARDS MAGICAL TREE 17086,C,month,2012-02,M2_gbm_poisson,16.511736,28.058555,45,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23640,SET 10 CARDS SCOTTIE DOG 17211,C,month,2012-02,M2_gbm_poisson,24.101248,28.058555,53,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,C,month,2012-02,M2_gbm_poisson,18.025907,28.058555,47,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23644,SET 10 CARDS CHRISTMAS TREE 16955,C,month,2012-02,M2_gbm_poisson,15.128167,28.058555,44,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,C,month,2012-02,M2_gbm_poisson,37.060330,28.058555,66,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23646,SET 10 CARDS JINGLE BELLS 16957,C,month,2012-02,M2_gbm_poisson,39.373851,28.058555,68,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23649,SET 10 CARDS DECK THE HALLS 16960,C,month,2012-02,M2_gbm_poisson,34.999165,28.058555,64,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23650,SET 10 CARDS FILIGREE BAUBLE 16961,C,month,2012-02,M2_gbm_poisson,25.023042,28.058555,54,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23652,SET 10 CARD CHRISTMAS STAMPS 16963,C,month,2012-02,M2_gbm_poisson,32.164622,28.058555,61,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23654,SET 10 CARD SNOWMAN 16965,C,month,2012-02,M2_gbm_poisson,28.238704,28.058555,57,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
23660,HENRIETTA HEN MUG,C,month,2012-02,M2_gbm_poisson,107.480900,28.058555,136,,1,2012-02,True,multi_horizon_forecast,20260824T181001Z-27103c
