stock_code,description,forecast_origin,target_month,model,prediction,lag_1,rolling_mean_3,abc_class,is_active,status
22795,SWEETHEART RECIPE BOOK STAND,2011-11,2011-12,M2_gbm_poisson,85.573084,155,141.000000,A,True,Forecast
22796,PHOTO FRAME 3 CLASSIC HANGING,2011-11,2011-12,M2_gbm_poisson,52.896471,67,52.666667,A,True,Forecast
22797,CHEST OF DRAWERS GINGHAM HEART,2011-11,2011-12,M2_gbm_poisson,23.458768,16,11.333333,B,True,Forecast
22798,ANTIQUE GLASS DRESSING TABLE POT,2011-11,2011-12,M2_gbm_poisson,107.040533,156,188.666667,A,True,Forecast
22799,SWEETHEART WIRE FRUIT BOWL,2011-11,2011-12,M2_gbm_poisson,18.749728,12,9.666667,B,True,Forecast
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,2011-11,2011-12,M2_gbm_poisson,67.562684,89,70.333333,B,True,Forecast
22801,ANTIQUE GLASS PEDESTAL BOWL,2011-11,2011-12,M2_gbm_poisson,77.851563,137,107.000000,B,True,Forecast
22802,FAUX FUR CHOCOLATE THROW,2011-11,2011-12,M2_gbm_poisson,12.820253,9,5.666667,B,True,Forecast
22803,IVORY EMBROIDERED QUILT,2011-11,2011-12,M2_gbm_poisson,3.582739,1,0.666667,B,True,Forecast
22804,CANDLEHOLDER PINK HANGING HEART,2011-11,2011-12,M2_gbm_poisson,350.659408,787,358.333333,A,True,Forecast
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2011-11,2011-12,M2_gbm_poisson,95.939889,147,159.333333,B,True,Forecast
22806,SET OF 6 T-LIGHTS WEDDING CAKE,2011-11,2011-12,M2_gbm_poisson,27.870678,19,19.000000,C,True,Forecast
22807,SET OF 6 T-LIGHTS TOADSTOOLS,2011-11,2011-12,M2_gbm_poisson,61.243376,78,51.000000,B,True,Forecast
22808,SET OF 6 T-LIGHTS EASTER CHICKS,2011-11,2011-12,M2_gbm_poisson,5.224297,4,1.666667,B,True,Forecast
22809,SET OF 6 T-LIGHTS SANTA,2011-11,2011-12,M2_gbm_poisson,229.659488,468,308.666667,A,True,Forecast
22810,SET OF 6 T-LIGHTS SNOWMEN,2011-11,2011-12,M2_gbm_poisson,172.685195,360,217.666667,A,True,Forecast
22811,SET OF 6 T-LIGHTS CACTI,2011-11,2011-12,M2_gbm_poisson,84.437175,195,152.333333,C,True,Forecast
22812,PACK 3 BOXES CHRISTMAS PANNETONE,2011-11,2011-12,M2_gbm_poisson,121.610813,136,435.666667,A,True,Forecast
22813,PACK 3 BOXES BIRD PANNETONE,2011-11,2011-12,M2_gbm_poisson,142.750120,244,343.000000,A,True,Forecast
22814,CARD PARTY GAMES,2011-11,2011-12,M2_gbm_poisson,95.042453,190,164.666667,C,True,Forecast
22815,CARD PSYCHEDELIC APPLES,2011-11,2011-12,M2_gbm_poisson,144.083944,290,282.000000,C,True,Forecast
22816,CARD MOTORBIKE SANTA,2011-11,2011-12,M2_gbm_poisson,626.005755,1482,987.000000,B,True,Forecast
22817,CARD SUKI BIRTHDAY,2011-11,2011-12,M2_gbm_poisson,157.221350,380,227.333333,C,True,Forecast
22818,CARD CHRISTMAS VILLAGE,2011-11,2011-12,M2_gbm_poisson,626.005755,1376,947.666667,B,True,Forecast
22819,"BIRTHDAY CARD, RETRO SPOT",2011-11,2011-12,M2_gbm_poisson,148.139579,337,294.333333,C,True,Forecast
22820,GIFT BAG BIRTHDAY,2011-11,2011-12,M2_gbm_poisson,39.640430,16,38.000000,C,True,Forecast
22821,GIFT BAG PSYCHEDELIC APPLES,2011-11,2011-12,M2_gbm_poisson,65.045420,106,91.000000,C,True,Forecast
22822,CREAM WALL PLANTER HEART SHAPED,2011-11,2011-12,M2_gbm_poisson,23.160331,11,9.333333,B,True,Forecast
22823,CHEST NATURAL WOOD 20 DRAWERS,2011-11,2011-12,M2_gbm_poisson,5.335741,4,2.333333,B,True,Forecast
22824,3 TIER SWEETHEART GARDEN SHELF,2011-11,2011-12,M2_gbm_poisson,5.639740,1,2.333333,B,True,Forecast
22825,DECORATIVE PLANT POT WITH FRIEZE,2011-11,2011-12,M2_gbm_poisson,11.552789,2,4.333333,C,True,Forecast
22826,LOVE SEAT ANTIQUE WHITE METAL,2011-11,2011-12,M2_gbm_poisson,19.129253,16,10.666667,B,True,Forecast
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2011-11,2011-12,M2_gbm_poisson,5.816505,2,3.333333,A,True,Forecast
22828,REGENCY MIRROR WITH SHUTTERS,2011-11,2011-12,M2_gbm_poisson,3.644177,2,1.000000,B,True,Forecast
22829,SWEETHEART WIRE WALL TIDY,2011-11,2011-12,M2_gbm_poisson,12.228805,1,8.333333,B,True,Forecast
22831,WHITE BROCANTE SOAP DISH,2011-11,2011-12,M2_gbm_poisson,41.616832,29,34.000000,B,True,Forecast
22832,BROCANTE SHELF WITH HOOKS,2011-11,2011-12,M2_gbm_poisson,25.975976,21,11.333333,B,True,Forecast
22834,HAND WARMER BABUSHKA DESIGN,2011-11,2011-12,M2_gbm_poisson,106.007189,252,177.000000,A,True,Forecast
22835,HOT WATER BOTTLE I AM SO POORLY,2011-11,2011-12,M2_gbm_poisson,544.007987,996,599.666667,A,True,Forecast
22837,HOT WATER BOTTLE BABUSHKA,2011-11,2011-12,M2_gbm_poisson,4.896730,0,3.000000,A,True,Forecast
22838,3 TIER CAKE TIN RED AND CREAM,2011-11,2011-12,M2_gbm_poisson,48.558032,95,64.666667,A,True,Forecast
22839,3 TIER CAKE TIN GREEN AND CREAM,2011-11,2011-12,M2_gbm_poisson,37.651939,40,43.666667,A,True,Forecast
22840,ROUND CAKE TIN VINTAGE RED,2011-11,2011-12,M2_gbm_poisson,65.179713,76,77.333333,A,True,Forecast
22841,ROUND CAKE TIN VINTAGE GREEN,2011-11,2011-12,M2_gbm_poisson,39.268562,38,47.333333,A,True,Forecast
22842,BISCUIT TIN VINTAGE RED,2011-11,2011-12,M2_gbm_poisson,43.518177,42,47.333333,A,True,Forecast
22843,BISCUIT TIN VINTAGE GREEN,2011-11,2011-12,M2_gbm_poisson,32.144271,17,30.333333,B,True,Forecast
22844,VINTAGE CREAM DOG FOOD CONTAINER,2011-11,2011-12,M2_gbm_poisson,66.911456,98,69.666667,A,True,Forecast
22845,VINTAGE CREAM CAT FOOD CONTAINER,2011-11,2011-12,M2_gbm_poisson,56.101816,64,53.333333,A,True,Forecast
22846,BREAD BIN DINER STYLE RED,2011-11,2011-12,M2_gbm_poisson,51.545529,69,66.000000,A,True,Forecast
22847,BREAD BIN DINER STYLE IVORY,2011-11,2011-12,M2_gbm_poisson,65.586476,91,108.333333,A,True,Forecast
22848,BREAD BIN DINER STYLE PINK,2011-11,2011-12,M2_gbm_poisson,8.542317,0,13.666667,A,True,Forecast
22849,BREAD BIN DINER STYLE MINT,2011-11,2011-12,M2_gbm_poisson,3.059523,0,0.333333,A,True,Forecast
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2011-11,2011-12,M2_gbm_poisson,121.310255,214,176.000000,B,True,Forecast
22852,DOG BOWL VINTAGE CREAM,2011-11,2011-12,M2_gbm_poisson,45.634011,33,33.666667,B,True,Forecast
22853,CAT BOWL VINTAGE CREAM,2011-11,2011-12,M2_gbm_poisson,46.182459,44,35.000000,B,True,Forecast
22854,CREAM SWEETHEART EGG HOLDER,2011-11,2011-12,M2_gbm_poisson,3.430904,0,0.666667,A,True,Forecast
22855,FINE WICKER HEART,2011-11,2011-12,M2_gbm_poisson,3.231829,0,0.000000,A,True,Forecast
22856,ASSORTED EASTER DECORATIONS  BELLS,2011-11,2011-12,M2_gbm_poisson,29.319613,26,16.000000,B,True,Forecast
22857,ASSORTED EASTER GIFT TAGS,2011-11,2011-12,M2_gbm_poisson,8.595807,0,4.000000,B,True,Forecast
22858,EASTER TIN KEEPSAKE,2011-11,2011-12,M2_gbm_poisson,4.989641,0,1.000000,B,True,Forecast
22859,EASTER TIN BUNNY BOUQUET,2011-11,2011-12,M2_gbm_poisson,40.063309,31,52.333333,B,True,Forecast
22860,EASTER TIN CHICKS PINK DAISY,2011-11,2011-12,M2_gbm_poisson,9.579525,6,3.000000,B,True,Forecast
22863,SOAP DISH BROCANTE,2011-11,2011-12,M2_gbm_poisson,47.512901,43,24.333333,B,True,Forecast
22865,HAND WARMER OWL DESIGN,2011-11,2011-12,M2_gbm_poisson,923.383134,2523,2092.000000,A,True,Forecast
22866,HAND WARMER SCOTTY DOG DESIGN,2011-11,2011-12,M2_gbm_poisson,838.067287,2360,1647.000000,A,True,Forecast
22867,HAND WARMER BIRD DESIGN,2011-11,2011-12,M2_gbm_poisson,808.506899,1655,1326.333333,A,True,Forecast
22868,NUMBER TILE COTTAGE GARDEN 0,2011-11,2011-12,M2_gbm_poisson,6.911924,3,2.000000,C,True,Forecast
22869,NUMBER TILE COTTAGE GARDEN 1,2011-11,2011-12,M2_gbm_poisson,7.285876,3,3.333333,C,True,Forecast
22870,NUMBER TILE COTTAGE GARDEN 2,2011-11,2011-12,M2_gbm_poisson,8.632645,3,3.333333,C,True,Forecast
22871,NUMBER TILE COTTAGE GARDEN 3,2011-11,2011-12,M2_gbm_poisson,5.256151,1,1.000000,C,True,Forecast
22872,NUMBER TILE COTTAGE GARDEN 4,2011-11,2011-12,M2_gbm_poisson,4.716900,1,1.000000,C,True,Forecast
22873,NUMBER TILE COTTAGE GARDEN 5,2011-11,2011-12,M2_gbm_poisson,3.996024,1,0.666667,C,True,Forecast
22874,NUMBER TILE COTTAGE GARDEN 6,2011-11,2011-12,M2_gbm_poisson,5.497853,1,1.333333,C,True,Forecast
22875,NUMBER TILE COTTAGE GARDEN 7,2011-11,2011-12,M2_gbm_poisson,2.851032,0,0.333333,C,True,Forecast
22876,NUMBER TILE COTTAGE GARDEN 8,2011-11,2011-12,M2_gbm_poisson,5.550114,0,0.666667,C,True,Forecast
22877,NUMBER TILE COTTAGE GARDEN 9,2011-11,2011-12,M2_gbm_poisson,3.859888,0,1.000000,C,True,Forecast
22878,NUMBER TILE COTTAGE GARDEN No,2011-11,2011-12,M2_gbm_poisson,4.969783,2,1.666667,C,True,Forecast
22879,NUMBER TILE VINTAGE FONT 0,2011-11,2011-12,M2_gbm_poisson,3.932092,0,1.666667,C,True,Forecast
22880,NUMBER TILE VINTAGE FONT 1,2011-11,2011-12,M2_gbm_poisson,9.512180,2,3.666667,C,True,Forecast
22881,NUMBER TILE VINTAGE FONT 2,2011-11,2011-12,M2_gbm_poisson,10.545002,2,4.000000,C,True,Forecast
22882,NUMBER TILE VINTAGE FONT 3,2011-11,2011-12,M2_gbm_poisson,8.810921,3,2.333333,C,True,Forecast
22883,NUMBER TILE VINTAGE FONT 4,2011-11,2011-12,M2_gbm_poisson,7.072212,2,2.333333,C,True,Forecast
22884,NUMBER TILE VINTAGE FONT 5,2011-11,2011-12,M2_gbm_poisson,9.676296,5,3.000000,C,True,Forecast
22885,NUMBER TILE VINTAGE FONT 6,2011-11,2011-12,M2_gbm_poisson,6.947015,3,2.000000,C,True,Forecast
22886,NUMBER TILE VINTAGE FONT 7,2011-11,2011-12,M2_gbm_poisson,6.264205,1,2.000000,C,True,Forecast
22887,NUMBER TILE VINTAGE FONT 8,2011-11,2011-12,M2_gbm_poisson,4.412604,0,1.666667,C,True,Forecast
22888,NUMBER TILE VINTAGE FONT 9,2011-11,2011-12,M2_gbm_poisson,6.949809,2,2.000000,C,True,Forecast
22889,NUMBER TILE VINTAGE FONT No,2011-11,2011-12,M2_gbm_poisson,11.766107,4,4.000000,C,True,Forecast
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2011-11,2011-12,M2_gbm_poisson,47.274352,60,35.666667,A,True,Forecast
22891,TEA FOR ONE POLKADOT,2011-11,2011-12,M2_gbm_poisson,44.702710,50,37.000000,B,True,Forecast
22892,SET OF SALT AND PEPPER TOADSTOOLS,2011-11,2011-12,M2_gbm_poisson,91.105516,78,178.666667,B,True,Forecast
22893,MINI CAKE STAND T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,61.188066,62,135.666667,C,True,Forecast
22894,TABLECLOTH RED APPLES DESIGN,2011-11,2011-12,M2_gbm_poisson,19.364630,11,13.000000,A,True,Forecast
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2011-11,2011-12,M2_gbm_poisson,106.991577,163,165.333333,A,True,Forecast
22896,PEG BAG APPLES DESIGN,2011-11,2011-12,M2_gbm_poisson,65.700926,106,88.666667,A,True,Forecast
22897,OVEN MITT APPLES DESIGN,2011-11,2011-12,M2_gbm_poisson,94.555764,187,146.333333,B,True,Forecast
22898,CHILDRENS APRON APPLES DESIGN,2011-11,2011-12,M2_gbm_poisson,190.721356,422,255.666667,A,True,Forecast
22899,CHILDREN'S APRON DOLLY GIRL,2011-11,2011-12,M2_gbm_poisson,161.902115,335,236.333333,A,True,Forecast
22900,SET 2 TEA TOWELS I LOVE LONDON,2011-11,2011-12,M2_gbm_poisson,223.368296,407,353.666667,A,True,Forecast
22902,TOTE BAG I LOVE LONDON,2011-11,2011-12,M2_gbm_poisson,69.367478,116,124.333333,B,True,Forecast
22903,CALENDAR FAMILY FAVOURITES,2011-11,2011-12,M2_gbm_poisson,44.973128,50,24.000000,B,True,Forecast
22904,CALENDAR PAPER CUT DESIGN,2011-11,2011-12,M2_gbm_poisson,102.178826,125,183.666667,A,True,Forecast
22905,CALENDAR IN SEASON DESIGN,2011-11,2011-12,M2_gbm_poisson,82.854161,151,95.000000,B,True,Forecast
22906,12 MESSAGE CARDS WITH ENVELOPES,2011-11,2011-12,M2_gbm_poisson,98.132488,235,161.333333,A,True,Forecast
22907,PACK OF 20 NAPKINS PANTRY DESIGN,2011-11,2011-12,M2_gbm_poisson,290.001964,288,467.000000,A,True,Forecast
22908,PACK OF 20 NAPKINS RED APPLES,2011-11,2011-12,M2_gbm_poisson,154.287664,148,215.000000,B,True,Forecast
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2011-11,2011-12,M2_gbm_poisson,919.936388,2395,2070.333333,A,True,Forecast
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,1954.887779,3822,2384.666667,A,True,Forecast
22911,PAPER CHAIN KIT LONDON,2011-11,2011-12,M2_gbm_poisson,63.056488,112,52.333333,B,True,Forecast
22912,YELLOW COAT RACK PARIS FASHION,2011-11,2011-12,M2_gbm_poisson,21.419950,13,13.333333,B,True,Forecast
22913,RED COAT RACK PARIS FASHION,2011-11,2011-12,M2_gbm_poisson,18.784331,8,9.000000,B,True,Forecast
22914,BLUE COAT RACK PARIS FASHION,2011-11,2011-12,M2_gbm_poisson,23.436801,11,13.000000,B,True,Forecast
22915,ASSORTED BOTTLE TOP  MAGNETS,2011-11,2011-12,M2_gbm_poisson,115.015902,285,190.666667,C,True,Forecast
22916,HERB MARKER THYME,2011-11,2011-12,M2_gbm_poisson,58.659018,75,66.666667,C,True,Forecast
22917,HERB MARKER ROSEMARY,2011-11,2011-12,M2_gbm_poisson,62.326052,90,71.000000,C,True,Forecast
22918,HERB MARKER PARSLEY,2011-11,2011-12,M2_gbm_poisson,59.596369,89,68.333333,C,True,Forecast
22919,HERB MARKER MINT,2011-11,2011-12,M2_gbm_poisson,56.039244,72,61.000000,C,True,Forecast
22920,HERB MARKER BASIL,2011-11,2011-12,M2_gbm_poisson,76.302065,81,59.333333,C,True,Forecast
22921,HERB MARKER CHIVES,2011-11,2011-12,M2_gbm_poisson,60.168499,72,72.333333,C,True,Forecast
22922,FRIDGE MAGNETS US DINER ASSORTED,2011-11,2011-12,M2_gbm_poisson,66.638502,88,115.000000,B,True,Forecast
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,2011-11,2011-12,M2_gbm_poisson,61.615507,87,83.000000,C,True,Forecast
22924,FRIDGE MAGNETS LA VIE EN ROSE,2011-11,2011-12,M2_gbm_poisson,65.413868,90,114.000000,C,True,Forecast
22925,BLUE GIANT GARDEN THERMOMETER,2011-11,2011-12,M2_gbm_poisson,12.183760,0,22.333333,B,True,Forecast
22927,GREEN GIANT GARDEN THERMOMETER,2011-11,2011-12,M2_gbm_poisson,6.530087,0,8.666667,B,True,Forecast
22928,YELLOW GIANT GARDEN THERMOMETER,2011-11,2011-12,M2_gbm_poisson,47.926823,53,34.333333,C,True,Forecast
22929,SCHOOL DESK AND CHAIR,2011-11,2011-12,M2_gbm_poisson,3.481676,0,2.000000,C,True,Forecast
22930,BAKING MOULD HEART MILK CHOCOLATE,2011-11,2011-12,M2_gbm_poisson,59.071199,92,66.000000,B,True,Forecast
22931,BAKING MOULD HEART WHITE CHOCOLATE,2011-11,2011-12,M2_gbm_poisson,34.112648,18,18.000000,B,True,Forecast
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,2011-11,2011-12,M2_gbm_poisson,20.934557,7,13.000000,B,True,Forecast
22933,BAKING MOULD EASTER EGG MILK CHOC,2011-11,2011-12,M2_gbm_poisson,5.018863,1,1.333333,B,True,Forecast
22934,BAKING MOULD EASTER EGG WHITE CHOC,2011-11,2011-12,M2_gbm_poisson,7.769519,1,3.000000,B,True,Forecast
22935,BAKING MOULD ROSE MILK CHOCOLATE,2011-11,2011-12,M2_gbm_poisson,27.052574,15,9.333333,B,True,Forecast
22936,BAKING MOULD ROSE WHITE CHOCOLATE,2011-11,2011-12,M2_gbm_poisson,15.995607,7,8.000000,C,True,Forecast
22937,BAKING MOULD CHOCOLATE CUPCAKES,2011-11,2011-12,M2_gbm_poisson,29.930923,12,38.000000,B,True,Forecast
22938,CUPCAKE LACE PAPER SET 6,2011-11,2011-12,M2_gbm_poisson,147.604582,398,222.000000,A,True,Forecast
22939,APRON APPLE DELIGHT,2011-11,2011-12,M2_gbm_poisson,50.415599,57,37.000000,B,True,Forecast
22940,FELTCRAFT CHRISTMAS FAIRY,2011-11,2011-12,M2_gbm_poisson,214.967118,395,366.000000,A,True,Forecast
22941,CHRISTMAS LIGHTS 10 REINDEER,2011-11,2011-12,M2_gbm_poisson,219.270012,432,441.000000,A,True,Forecast
22942,CHRISTMAS LIGHTS 10 SANTAS,2011-11,2011-12,M2_gbm_poisson,76.848021,134,134.666667,A,True,Forecast
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2011-11,2011-12,M2_gbm_poisson,97.047528,162,314.000000,A,True,Forecast
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2011-11,2011-12,M2_gbm_poisson,563.105750,1464,1063.666667,B,True,Forecast
22945,CHRISTMAS METAL TAGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,337.912903,772,647.000000,A,True,Forecast
22946,WOODEN ADVENT CALENDAR CREAM,2011-11,2011-12,M2_gbm_poisson,70.244174,109,95.000000,A,True,Forecast
22947,WOODEN ADVENT CALENDAR RED,2011-11,2011-12,M2_gbm_poisson,211.227518,511,236.000000,A,True,Forecast
22948,METAL DECORATION NAUGHTY CHILDREN,2011-11,2011-12,M2_gbm_poisson,97.490800,207,150.333333,B,True,Forecast
22949,36 DOILIES DOLLY GIRL,2011-11,2011-12,M2_gbm_poisson,57.320355,65,80.666667,B,True,Forecast
22950,36 DOILIES VINTAGE CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,308.228830,17,1113.666667,A,True,Forecast
22951,60 CAKE CASES DOLLY GIRL DESIGN,2011-11,2011-12,M2_gbm_poisson,338.341581,735,812.000000,A,True,Forecast
22952,60 CAKE CASES VINTAGE CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,1990.199409,4347,3952.000000,A,True,Forecast
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,2011-11,2011-12,M2_gbm_poisson,42.737856,39,31.333333,C,True,Forecast
22954,HEN PARTY CORDON BARRIER TAPE,2011-11,2011-12,M2_gbm_poisson,21.184196,7,12.333333,C,True,Forecast
22955,36 FOIL STAR CAKE CASES,2011-11,2011-12,M2_gbm_poisson,99.929912,271,149.000000,B,True,Forecast
22956,36 FOIL HEART CAKE CASES,2011-11,2011-12,M2_gbm_poisson,66.170435,73,101.666667,B,True,Forecast
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,2011-11,2011-12,M2_gbm_poisson,4.576549,0,2.000000,A,True,Forecast
22959,WRAP CHRISTMAS VILLAGE,2011-11,2011-12,M2_gbm_poisson,684.162820,1950,1316.666667,B,True,Forecast
22960,JAM MAKING SET WITH JARS,2011-11,2011-12,M2_gbm_poisson,491.393741,1036,858.333333,A,True,Forecast
22961,JAM MAKING SET PRINTED,2011-11,2011-12,M2_gbm_poisson,936.212830,1574,1607.333333,A,True,Forecast
22962,JAM JAR WITH PINK LID,2011-11,2011-12,M2_gbm_poisson,151.868136,311,255.666667,B,True,Forecast
22963,JAM JAR WITH GREEN LID,2011-11,2011-12,M2_gbm_poisson,107.537126,175,221.666667,B,True,Forecast
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2011-11,2011-12,M2_gbm_poisson,130.637451,276,230.666667,A,True,Forecast
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2011-11,2011-12,M2_gbm_poisson,87.546494,178,132.666667,B,True,Forecast
22966,GINGERBREAD MAN COOKIE CUTTER,2011-11,2011-12,M2_gbm_poisson,554.503171,1146,922.666667,A,True,Forecast
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,2.164536,0,0.000000,A,True,Forecast
22968,ROSE COTTAGE KEEPSAKE BOX,2011-11,2011-12,M2_gbm_poisson,39.367891,40,18.666667,A,True,Forecast
22969,HOMEMADE JAM SCENTED CANDLES,2011-11,2011-12,M2_gbm_poisson,435.326527,608,1132.000000,A,True,Forecast
22970,LONDON BUS COFFEE MUG,2011-11,2011-12,M2_gbm_poisson,177.584617,302,332.666667,A,True,Forecast
22971,QUEENS GUARD COFFEE MUG,2011-11,2011-12,M2_gbm_poisson,105.687712,231,162.000000,A,True,Forecast
22972,CHILDREN'S SPACEBOY MUG,2011-11,2011-12,M2_gbm_poisson,78.207328,122,146.666667,B,True,Forecast
22973,CHILDREN'S CIRCUS PARADE MUG,2011-11,2011-12,M2_gbm_poisson,67.983832,130,92.000000,B,True,Forecast
22974,CHILDRENS DOLLY GIRL MUG,2011-11,2011-12,M2_gbm_poisson,71.389663,121,101.000000,B,True,Forecast
22975,SPACEBOY CHILDRENS EGG CUP,2011-11,2011-12,M2_gbm_poisson,64.222342,96,69.000000,B,True,Forecast
22976,CIRCUS PARADE CHILDRENS EGG CUP,2011-11,2011-12,M2_gbm_poisson,58.923071,86,51.000000,B,True,Forecast
22977,DOLLY GIRL CHILDRENS EGG CUP,2011-11,2011-12,M2_gbm_poisson,49.231640,40,36.000000,B,True,Forecast
22978,PANTRY ROLLING PIN,2011-11,2011-12,M2_gbm_poisson,138.436571,88,359.333333,B,True,Forecast
22979,PANTRY WASHING UP BRUSH,2011-11,2011-12,M2_gbm_poisson,290.885122,379,488.000000,B,True,Forecast
22980,PANTRY SCRUBBING BRUSH,2011-11,2011-12,M2_gbm_poisson,94.550834,120,139.666667,B,True,Forecast
22981,PANTRY APPLE CORER,2011-11,2011-12,M2_gbm_poisson,48.024901,43,30.666667,C,True,Forecast
22982,PANTRY PASTRY BRUSH,2011-11,2011-12,M2_gbm_poisson,68.652354,103,82.666667,C,True,Forecast
22983,CARD BILLBOARD FONT,2011-11,2011-12,M2_gbm_poisson,263.983510,405,488.666667,B,True,Forecast
22984,CARD GINGHAM ROSE,2011-11,2011-12,M2_gbm_poisson,102.469405,113,226.333333,C,True,Forecast
22985,"WRAP, BILLBOARD FONTS DESIGN",2011-11,2011-12,M2_gbm_poisson,90.418016,175,183.333333,B,True,Forecast
22986,GINGHAM ROSE WRAP,2011-11,2011-12,M2_gbm_poisson,115.926541,400,341.666667,B,True,Forecast
22987,"WRAP , SUMMER ROSE DESIGN",2011-11,2011-12,M2_gbm_poisson,9.407218,0,9.000000,C,True,Forecast
22988,SOLDIERS EGG CUP,2011-11,2011-12,M2_gbm_poisson,419.520910,908,788.000000,A,True,Forecast
22989,SET 2 PANTRY DESIGN TEA TOWELS,2011-11,2011-12,M2_gbm_poisson,110.331621,104,181.666667,A,True,Forecast
22990,COTTON APRON PANTRY DESIGN,2011-11,2011-12,M2_gbm_poisson,44.818465,36,34.000000,B,True,Forecast
22991,GIRAFFE WOODEN RULER,2011-11,2011-12,M2_gbm_poisson,313.230788,430,510.000000,B,True,Forecast
22992,REVOLVER WOODEN RULER,2011-11,2011-12,M2_gbm_poisson,428.747704,901,751.333333,B,True,Forecast
22993,SET OF 4 PANTRY JELLY MOULDS,2011-11,2011-12,M2_gbm_poisson,863.978631,1687,1397.333333,A,True,Forecast
22994,TRAVEL CARD WALLET RETROSPOT,2011-11,2011-12,M2_gbm_poisson,135.111592,289,263.333333,C,True,Forecast
22995,TRAVEL CARD WALLET SUKI,2011-11,2011-12,M2_gbm_poisson,137.419499,192,203.000000,C,True,Forecast
22996,TRAVEL CARD WALLET VINTAGE TICKET,2011-11,2011-12,M2_gbm_poisson,271.901832,586,530.666667,C,True,Forecast
22997,TRAVEL CARD WALLET UNION JACK,2011-11,2011-12,M2_gbm_poisson,157.312635,373,302.000000,C,True,Forecast
22998,TRAVEL CARD WALLET KEEP CALM,2011-11,2011-12,M2_gbm_poisson,974.110770,1656,1519.000000,B,True,Forecast
22999,TRAVEL CARD WALLET VINTAGE LEAF,2011-11,2011-12,M2_gbm_poisson,97.846294,237,269.666667,C,True,Forecast
23000,TRAVEL CARD WALLET TRANSPORT,2011-11,2011-12,M2_gbm_poisson,181.628052,330,371.000000,C,True,Forecast
23002,TRAVEL CARD WALLET SKULLS,2011-11,2011-12,M2_gbm_poisson,135.276402,319,289.000000,C,True,Forecast
23003,TRAVEL CARD WALLET VINTAGE ROSE,2011-11,2011-12,M2_gbm_poisson,2.211038,0,0.000000,C,True,Forecast
23004,TRAVEL CARD WALLET PANTRY,2011-11,2011-12,M2_gbm_poisson,137.548105,270,231.333333,C,True,Forecast
23005,TRAVEL CARD WALLET I LOVE LONDON,2011-11,2011-12,M2_gbm_poisson,542.559478,1276,924.000000,C,True,Forecast
23006,TRAVEL CARD WALLET FLOWER MEADOW,2011-11,2011-12,M2_gbm_poisson,84.317278,156,179.333333,C,True,Forecast
23007,SPACEBOY BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,52.549863,61,58.666667,A,True,Forecast
23008,DOLLY GIRL BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,37.964525,37,37.333333,A,True,Forecast
23009,I LOVE LONDON BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,46.880396,54,42.333333,B,True,Forecast
23010,CIRCUS PARADE BABY GIFT SET,2011-11,2011-12,M2_gbm_poisson,41.877344,46,25.666667,B,True,Forecast
23012,GLASS APOTHECARY BOTTLE PERFUME,2011-11,2011-12,M2_gbm_poisson,116.832549,213,227.333333,C,True,Forecast
23013,GLASS APOTHECARY BOTTLE TONIC,2011-11,2011-12,M2_gbm_poisson,118.359651,180,196.000000,C,True,Forecast
23014,GLASS APOTHECARY BOTTLE ELIXIR,2011-11,2011-12,M2_gbm_poisson,79.926548,108,171.666667,C,True,Forecast
23015,CORDIAL GLASS JUG,2011-11,2011-12,M2_gbm_poisson,11.806274,4,3.666667,C,True,Forecast
23016,GLASS TWIST BON BON JAR,2011-11,2011-12,M2_gbm_poisson,22.041428,9,15.666667,C,True,Forecast
23017,APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,19.508958,11,12.333333,C,True,Forecast
23018,LARGE APOTHECARY MEASURING JAR,2011-11,2011-12,M2_gbm_poisson,13.134036,3,6.333333,C,True,Forecast
