stock_code,quarter,model,forecast_sum,actual_sum,n_months,complete,months_included,estimate_type
23136,2011-Q2,M2_gbm_poisson,120.270808,37.000000,2,False,2011-05;2011-06,
23137,2011-Q2,B2_ma3,21.666667,16.000000,2,False,2011-05;2011-06,
23137,2011-Q2,M2_gbm_poisson,88.100025,16.000000,2,False,2011-05;2011-06,
23138,2011-Q2,B2_ma3,86.666667,201.000000,2,False,2011-05;2011-06,
23138,2011-Q2,M2_gbm_poisson,295.850246,201.000000,2,False,2011-05;2011-06,
23139,2011-Q2,B2_ma3,14.666667,23.000000,2,False,2011-05;2011-06,
23139,2011-Q2,M2_gbm_poisson,57.272978,23.000000,2,False,2011-05;2011-06,
23140,2011-Q2,B2_ma3,36.333333,70.000000,2,False,2011-05;2011-06,
23140,2011-Q2,M2_gbm_poisson,122.795684,70.000000,2,False,2011-05;2011-06,
23141,2011-Q2,B2_ma3,8.000000,29.000000,2,False,2011-05;2011-06,
23141,2011-Q2,M2_gbm_poisson,64.078707,29.000000,2,False,2011-05;2011-06,
23142,2011-Q2,B2_ma3,26.333333,88.000000,2,False,2011-05;2011-06,
23142,2011-Q2,M2_gbm_poisson,110.977377,88.000000,2,False,2011-05;2011-06,
23143,2011-Q2,B2_ma3,1.666667,0.000000,1,False,2011-06,
23143,2011-Q2,M2_gbm_poisson,35.215613,0.000000,1,False,2011-06,
23144,2011-Q2,B2_ma3,664.333333,1723.000000,2,False,2011-05;2011-06,
23144,2011-Q2,M2_gbm_poisson,1706.652162,1723.000000,2,False,2011-05;2011-06,
23145,2011-Q2,B2_ma3,181.666666,620.000000,2,False,2011-05;2011-06,
23145,2011-Q2,M2_gbm_poisson,429.578711,620.000000,2,False,2011-05;2011-06,
23146,2011-Q2,B2_ma3,86.666666,289.000000,2,False,2011-05;2011-06,
23146,2011-Q2,M2_gbm_poisson,291.370076,289.000000,2,False,2011-05;2011-06,
23147,2011-Q2,B2_ma3,184.333333,724.000000,2,False,2011-05;2011-06,
23147,2011-Q2,M2_gbm_poisson,471.762801,724.000000,2,False,2011-05;2011-06,
23148,2011-Q2,B2_ma3,220.333333,737.000000,2,False,2011-05;2011-06,
23148,2011-Q2,M2_gbm_poisson,670.669183,737.000000,2,False,2011-05;2011-06,
23149,2011-Q2,B2_ma3,17.333333,9.000000,1,False,2011-06,
23149,2011-Q2,M2_gbm_poisson,126.562961,9.000000,1,False,2011-06,
23150,2011-Q2,B2_ma3,12.000000,35.000000,2,False,2011-05;2011-06,
23150,2011-Q2,M2_gbm_poisson,90.803938,35.000000,2,False,2011-05;2011-06,
23151,2011-Q2,B2_ma3,4.333333,1.000000,1,False,2011-06,
23151,2011-Q2,M2_gbm_poisson,36.822696,1.000000,1,False,2011-06,
23152,2011-Q2,B2_ma3,68.333333,190.000000,2,False,2011-05;2011-06,
23152,2011-Q2,M2_gbm_poisson,230.604237,190.000000,2,False,2011-05;2011-06,
23153,2011-Q2,B2_ma3,39.000000,46.000000,2,False,2011-05;2011-06,
23153,2011-Q2,M2_gbm_poisson,142.661908,46.000000,2,False,2011-05;2011-06,
23154,2011-Q2,B2_ma3,535.666667,825.000000,3,True,2011-04;2011-05;2011-06,
23154,2011-Q2,M2_gbm_poisson,823.399778,825.000000,3,True,2011-04;2011-05;2011-06,
23155,2011-Q2,B2_ma3,740.000000,1126.000000,3,True,2011-04;2011-05;2011-06,
23155,2011-Q2,M2_gbm_poisson,1356.466916,1126.000000,3,True,2011-04;2011-05;2011-06,
23156,2011-Q2,B2_ma3,447.000000,454.000000,3,True,2011-04;2011-05;2011-06,
23156,2011-Q2,M2_gbm_poisson,757.426499,454.000000,3,True,2011-04;2011-05;2011-06,
23157,2011-Q2,B2_ma3,6.999999,18.000000,3,True,2011-04;2011-05;2011-06,
23157,2011-Q2,M2_gbm_poisson,40.482940,18.000000,3,True,2011-04;2011-05;2011-06,
23158,2011-Q2,B2_ma3,655.000000,726.000000,3,True,2011-04;2011-05;2011-06,
23158,2011-Q2,M2_gbm_poisson,840.727300,726.000000,3,True,2011-04;2011-05;2011-06,
23159,2011-Q2,B2_ma3,546.000000,1008.000000,3,True,2011-04;2011-05;2011-06,
23159,2011-Q2,M2_gbm_poisson,870.034068,1008.000000,3,True,2011-04;2011-05;2011-06,
23160,2011-Q2,B2_ma3,117.000000,315.000000,1,False,2011-06,
23160,2011-Q2,M2_gbm_poisson,435.375155,315.000000,1,False,2011-06,
23161,2011-Q2,B2_ma3,141.000000,218.000000,1,False,2011-06,
23161,2011-Q2,M2_gbm_poisson,495.002719,218.000000,1,False,2011-06,
23162,2011-Q2,B2_ma3,114.666666,461.000000,2,False,2011-05;2011-06,
23162,2011-Q2,M2_gbm_poisson,265.221789,461.000000,2,False,2011-05;2011-06,
23163,2011-Q2,B2_ma3,114.666666,522.000000,2,False,2011-05;2011-06,
23163,2011-Q2,M2_gbm_poisson,305.047240,522.000000,2,False,2011-05;2011-06,
23164,2011-Q2,B2_ma3,50.666667,46.000000,1,False,2011-06,
23164,2011-Q2,M2_gbm_poisson,213.390534,46.000000,1,False,2011-06,
23165,2011-Q2,B2_ma3,193.333333,518.000000,1,False,2011-06,
23165,2011-Q2,M2_gbm_poisson,588.020132,518.000000,1,False,2011-06,
23166,2011-Q2,B2_ma3,25005.333333,1198.000000,3,True,2011-04;2011-05;2011-06,
23166,2011-Q2,M2_gbm_poisson,867.632725,1198.000000,3,True,2011-04;2011-05;2011-06,
23167,2011-Q2,B2_ma3,858.333333,489.000000,1,False,2011-06,
23167,2011-Q2,M2_gbm_poisson,1070.257869,489.000000,1,False,2011-06,
23168,2011-Q2,B2_ma3,160.333333,494.000000,1,False,2011-06,
23168,2011-Q2,M2_gbm_poisson,612.027183,494.000000,1,False,2011-06,
23169,2011-Q2,B2_ma3,47.666667,174.000000,1,False,2011-06,
23169,2011-Q2,M2_gbm_poisson,227.574547,174.000000,1,False,2011-06,
23170,2011-Q2,B2_ma3,544.333333,1624.000000,1,False,2011-06,
23170,2011-Q2,M2_gbm_poisson,1450.580801,1624.000000,1,False,2011-06,
23171,2011-Q2,B2_ma3,465.000000,1945.000000,1,False,2011-06,
23171,2011-Q2,M2_gbm_poisson,1524.273979,1945.000000,1,False,2011-06,
23172,2011-Q2,B2_ma3,429.666667,422.000000,1,False,2011-06,
23172,2011-Q2,M2_gbm_poisson,1480.572441,422.000000,1,False,2011-06,
23173,2011-Q2,B2_ma3,129.666667,856.000000,1,False,2011-06,
23173,2011-Q2,M2_gbm_poisson,394.725593,856.000000,1,False,2011-06,
23174,2011-Q2,B2_ma3,163.333333,1075.000000,1,False,2011-06,
23174,2011-Q2,M2_gbm_poisson,589.493477,1075.000000,1,False,2011-06,
23175,2011-Q2,B2_ma3,201.333333,1053.000000,1,False,2011-06,
23175,2011-Q2,M2_gbm_poisson,678.409312,1053.000000,1,False,2011-06,
23176,2011-Q2,B2_ma3,470.666667,603.000000,3,True,2011-04;2011-05;2011-06,
23176,2011-Q2,M2_gbm_poisson,776.772978,603.000000,3,True,2011-04;2011-05;2011-06,
23177,2011-Q2,B2_ma3,408.333333,459.000000,3,True,2011-04;2011-05;2011-06,
23177,2011-Q2,M2_gbm_poisson,653.773122,459.000000,3,True,2011-04;2011-05;2011-06,
23178,2011-Q2,B2_ma3,154.333333,49.000000,3,True,2011-04;2011-05;2011-06,
23178,2011-Q2,M2_gbm_poisson,332.691581,49.000000,3,True,2011-04;2011-05;2011-06,
23179,2011-Q2,B2_ma3,186.333334,76.000000,3,True,2011-04;2011-05;2011-06,
23179,2011-Q2,M2_gbm_poisson,408.571615,76.000000,3,True,2011-04;2011-05;2011-06,
23180,2011-Q2,B2_ma3,38.666667,24.000000,3,True,2011-04;2011-05;2011-06,
23180,2011-Q2,M2_gbm_poisson,102.247616,24.000000,3,True,2011-04;2011-05;2011-06,
23181,2011-Q2,B2_ma3,55.333334,63.000000,3,True,2011-04;2011-05;2011-06,
23181,2011-Q2,M2_gbm_poisson,138.021601,63.000000,3,True,2011-04;2011-05;2011-06,
23182,2011-Q2,B2_ma3,1160.000000,1270.000000,3,True,2011-04;2011-05;2011-06,
23182,2011-Q2,M2_gbm_poisson,1627.148971,1270.000000,3,True,2011-04;2011-05;2011-06,
23183,2011-Q2,B2_ma3,88.333333,52.000000,3,True,2011-04;2011-05;2011-06,
23183,2011-Q2,M2_gbm_poisson,221.767192,52.000000,3,True,2011-04;2011-05;2011-06,
23184,2011-Q2,B2_ma3,259.333334,325.000000,3,True,2011-04;2011-05;2011-06,
23184,2011-Q2,M2_gbm_poisson,471.615142,325.000000,3,True,2011-04;2011-05;2011-06,
23185,2011-Q2,B2_ma3,24.000000,12.000000,3,True,2011-04;2011-05;2011-06,
23185,2011-Q2,M2_gbm_poisson,210.218647,12.000000,3,True,2011-04;2011-05;2011-06,
23186,2011-Q2,B2_ma3,18.000000,60.000000,3,True,2011-04;2011-05;2011-06,
23186,2011-Q2,M2_gbm_poisson,119.840273,60.000000,3,True,2011-04;2011-05;2011-06,
23187,2011-Q2,B2_ma3,18.000000,120.000000,3,True,2011-04;2011-05;2011-06,
23187,2011-Q2,M2_gbm_poisson,119.840273,120.000000,3,True,2011-04;2011-05;2011-06,
23190,2011-Q2,B2_ma3,116.333333,388.000000,1,False,2011-06,
23190,2011-Q2,M2_gbm_poisson,443.443791,388.000000,1,False,2011-06,
23191,2011-Q2,B2_ma3,133.666667,203.000000,1,False,2011-06,
23191,2011-Q2,M2_gbm_poisson,492.068224,203.000000,1,False,2011-06,
23192,2011-Q2,B2_ma3,152.000000,424.000000,1,False,2011-06,
23192,2011-Q2,M2_gbm_poisson,592.234436,424.000000,1,False,2011-06,
23193,2011-Q2,B2_ma3,270.333333,296.000000,3,True,2011-04;2011-05;2011-06,
23193,2011-Q2,M2_gbm_poisson,538.821112,296.000000,3,True,2011-04;2011-05;2011-06,
23194,2011-Q2,B2_ma3,367.666666,423.000000,3,True,2011-04;2011-05;2011-06,
23194,2011-Q2,M2_gbm_poisson,594.435570,423.000000,3,True,2011-04;2011-05;2011-06,
23199,2011-Q2,B2_ma3,1632.666667,3996.000000,2,False,2011-05;2011-06,
23199,2011-Q2,M2_gbm_poisson,3455.696003,3996.000000,2,False,2011-05;2011-06,
23200,2011-Q2,B2_ma3,440.666667,1033.000000,1,False,2011-06,
23200,2011-Q2,M2_gbm_poisson,1480.572441,1033.000000,1,False,2011-06,
23201,2011-Q2,B2_ma3,1195.666667,3106.000000,2,False,2011-05;2011-06,
23201,2011-Q2,M2_gbm_poisson,2389.008093,3106.000000,2,False,2011-05;2011-06,
23202,2011-Q2,B2_ma3,617.333333,1390.000000,1,False,2011-06,
23202,2011-Q2,M2_gbm_poisson,1567.793255,1390.000000,1,False,2011-06,
23203,2011-Q2,B2_ma3,820.333333,1992.000000,1,False,2011-06,
23203,2011-Q2,M2_gbm_poisson,1710.505031,1992.000000,1,False,2011-06,
23204,2011-Q2,B2_ma3,943.666667,2759.000000,2,False,2011-05;2011-06,
23204,2011-Q2,M2_gbm_poisson,2058.451157,2759.000000,2,False,2011-05;2011-06,
23205,2011-Q2,B2_ma3,576.666667,1785.000000,2,False,2011-05;2011-06,
23205,2011-Q2,M2_gbm_poisson,1180.622716,1785.000000,2,False,2011-05;2011-06,
23206,2011-Q2,B2_ma3,1579.000000,3704.000000,2,False,2011-05;2011-06,
23206,2011-Q2,M2_gbm_poisson,2849.207930,3704.000000,2,False,2011-05;2011-06,
23207,2011-Q2,B2_ma3,907.333333,2252.000000,2,False,2011-05;2011-06,
23207,2011-Q2,M2_gbm_poisson,1806.883683,2252.000000,2,False,2011-05;2011-06,
23208,2011-Q2,B2_ma3,709.666666,1758.000000,2,False,2011-05;2011-06,
23208,2011-Q2,M2_gbm_poisson,1349.263819,1758.000000,2,False,2011-05;2011-06,
23209,2011-Q2,B2_ma3,769.000000,1647.000000,1,False,2011-06,
23209,2011-Q2,M2_gbm_poisson,1710.505031,1647.000000,1,False,2011-06,
23221,2011-Q2,B2_ma3,3.333333,16.000000,1,False,2011-06,
23221,2011-Q2,M2_gbm_poisson,29.698043,16.000000,1,False,2011-06,
23226,2011-Q2,B2_ma3,8.000000,312.000000,1,False,2011-06,
23226,2011-Q2,M2_gbm_poisson,99.992640,312.000000,1,False,2011-06,
23227,2011-Q2,B2_ma3,8.000000,422.000000,1,False,2011-06,
23227,2011-Q2,M2_gbm_poisson,99.992640,422.000000,1,False,2011-06,
23228,2011-Q2,B2_ma3,16.000000,327.000000,1,False,2011-06,
23228,2011-Q2,M2_gbm_poisson,111.985780,327.000000,1,False,2011-06,
23230,2011-Q2,B2_ma3,2542.666667,2225.000000,3,True,2011-04;2011-05;2011-06,
23230,2011-Q2,M2_gbm_poisson,2172.627178,2225.000000,3,True,2011-04;2011-05;2011-06,
23231,2011-Q2,B2_ma3,1835.333333,2078.000000,3,True,2011-04;2011-05;2011-06,
23231,2011-Q2,M2_gbm_poisson,1526.522482,2078.000000,3,True,2011-04;2011-05;2011-06,
23232,2011-Q2,B2_ma3,1683.333334,2100.000000,3,True,2011-04;2011-05;2011-06,
23232,2011-Q2,M2_gbm_poisson,1498.754675,2100.000000,3,True,2011-04;2011-05;2011-06,
23233,2011-Q2,B2_ma3,1158.333333,1575.000000,3,True,2011-04;2011-05;2011-06,
23233,2011-Q2,M2_gbm_poisson,1019.750455,1575.000000,3,True,2011-04;2011-05;2011-06,
23253,2011-Q2,B2_ma3,28.666667,124.000000,2,False,2011-05;2011-06,
23253,2011-Q2,M2_gbm_poisson,76.434535,124.000000,2,False,2011-05;2011-06,
23254,2011-Q2,B2_ma3,147.666666,633.000000,2,False,2011-05;2011-06,
23254,2011-Q2,M2_gbm_poisson,385.643243,633.000000,2,False,2011-05;2011-06,
23255,2011-Q2,B2_ma3,87.666667,349.000000,2,False,2011-05;2011-06,
23255,2011-Q2,M2_gbm_poisson,269.546592,349.000000,2,False,2011-05;2011-06,
23256,2011-Q2,B2_ma3,147.666666,699.000000,2,False,2011-05;2011-06,
23256,2011-Q2,M2_gbm_poisson,408.187154,699.000000,2,False,2011-05;2011-06,
23280,2011-Q2,B2_ma3,163.000000,323.000000,1,False,2011-06,
23280,2011-Q2,M2_gbm_poisson,605.959051,323.000000,1,False,2011-06,
23281,2011-Q2,B2_ma3,65.000000,357.000000,1,False,2011-06,
23281,2011-Q2,M2_gbm_poisson,511.139940,357.000000,1,False,2011-06,
23282,2011-Q2,B2_ma3,73.333333,151.000000,1,False,2011-06,
23282,2011-Q2,M2_gbm_poisson,388.750480,151.000000,1,False,2011-06,
23283,2011-Q2,B2_ma3,104.333334,407.000000,2,False,2011-05;2011-06,
23283,2011-Q2,M2_gbm_poisson,243.927964,407.000000,2,False,2011-05;2011-06,
23284,2011-Q2,B2_ma3,318.000000,1717.000000,2,False,2011-05;2011-06,
23284,2011-Q2,M2_gbm_poisson,611.321256,1717.000000,2,False,2011-05;2011-06,
23298,2011-Q2,B2_ma3,583.666667,1195.000000,1,False,2011-06,
23298,2011-Q2,M2_gbm_poisson,1739.220281,1195.000000,1,False,2011-06,
23299,2011-Q2,B2_ma3,155.666667,130.000000,1,False,2011-06,
23299,2011-Q2,M2_gbm_poisson,507.674958,130.000000,1,False,2011-06,
23300,2011-Q2,B2_ma3,267.000000,786.000000,1,False,2011-06,
23300,2011-Q2,M2_gbm_poisson,811.605021,786.000000,1,False,2011-06,
23301,2011-Q2,B2_ma3,228.000000,1060.000000,1,False,2011-06,
23301,2011-Q2,M2_gbm_poisson,767.410935,1060.000000,1,False,2011-06,
23302,2011-Q2,B2_ma3,51.333333,175.000000,1,False,2011-06,
23302,2011-Q2,M2_gbm_poisson,275.849692,175.000000,1,False,2011-06,
23348,2011-Q2,B2_ma3,4.666667,8.000000,2,False,2011-05;2011-06,
23348,2011-Q2,M2_gbm_poisson,27.337311,8.000000,2,False,2011-05;2011-06,
23444,2011-Q2,B2_ma3,0.333333,9.000000,1,False,2011-06,
23444,2011-Q2,M2_gbm_poisson,10.295583,9.000000,1,False,2011-06,
35001G,2011-Q2,B2_ma3,21.666666,37.000000,3,True,2011-04;2011-05;2011-06,
35001G,2011-Q2,M2_gbm_poisson,57.403888,37.000000,3,True,2011-04;2011-05;2011-06,
35001W,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35001W,2011-Q2,M2_gbm_poisson,6.531419,0.000000,3,True,2011-04;2011-05;2011-06,
35004B,2011-Q2,B2_ma3,203.000000,138.000000,3,True,2011-04;2011-05;2011-06,
35004B,2011-Q2,M2_gbm_poisson,158.928378,138.000000,3,True,2011-04;2011-05;2011-06,
35004C,2011-Q2,B2_ma3,34.333333,0.000000,3,True,2011-04;2011-05;2011-06,
35004C,2011-Q2,M2_gbm_poisson,37.972964,0.000000,3,True,2011-04;2011-05;2011-06,
35004G,2011-Q2,B2_ma3,25.666667,60.000000,3,True,2011-04;2011-05;2011-06,
35004G,2011-Q2,M2_gbm_poisson,54.007504,60.000000,3,True,2011-04;2011-05;2011-06,
35004P,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35004P,2011-Q2,M2_gbm_poisson,6.130903,0.000000,3,True,2011-04;2011-05;2011-06,
35015,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35015,2011-Q2,M2_gbm_poisson,3.822606,0.000000,2,False,2011-04;2011-05,
35095A,2011-Q2,B2_ma3,422.333334,135.000000,3,True,2011-04;2011-05;2011-06,
35095A,2011-Q2,M2_gbm_poisson,286.559312,135.000000,3,True,2011-04;2011-05;2011-06,
35095B,2011-Q2,B2_ma3,461.000000,96.000000,3,True,2011-04;2011-05;2011-06,
35095B,2011-Q2,M2_gbm_poisson,309.325284,96.000000,3,True,2011-04;2011-05;2011-06,
35160,2011-Q2,B2_ma3,0.000000,0.000000,1,False,2011-04,
35160,2011-Q2,M2_gbm_poisson,1.823187,0.000000,1,False,2011-04,
35240,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35240,2011-Q2,M2_gbm_poisson,3.907703,0.000000,2,False,2011-04;2011-05,
35241,2011-Q2,B2_ma3,66.000000,15.000000,3,True,2011-04;2011-05;2011-06,
35241,2011-Q2,M2_gbm_poisson,81.732139,15.000000,3,True,2011-04;2011-05;2011-06,
35265,2011-Q2,B2_ma3,6.666666,5.000000,3,True,2011-04;2011-05;2011-06,
35265,2011-Q2,M2_gbm_poisson,19.998798,5.000000,3,True,2011-04;2011-05;2011-06,
35271S,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35271S,2011-Q2,M2_gbm_poisson,7.881680,0.000000,3,True,2011-04;2011-05;2011-06,
35400,2011-Q2,B2_ma3,2.666666,0.000000,3,True,2011-04;2011-05;2011-06,
35400,2011-Q2,M2_gbm_poisson,8.705069,0.000000,3,True,2011-04;2011-05;2011-06,
35443,2011-Q2,B2_ma3,0.333333,1.000000,3,True,2011-04;2011-05;2011-06,
35443,2011-Q2,M2_gbm_poisson,11.004391,1.000000,3,True,2011-04;2011-05;2011-06,
35471A,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35471A,2011-Q2,M2_gbm_poisson,3.621382,0.000000,2,False,2011-04;2011-05,
35471D,2011-Q2,B2_ma3,51.666666,201.000000,3,True,2011-04;2011-05;2011-06,
35471D,2011-Q2,M2_gbm_poisson,102.052742,201.000000,3,True,2011-04;2011-05;2011-06,
35591T,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35591T,2011-Q2,M2_gbm_poisson,8.285975,0.000000,3,True,2011-04;2011-05;2011-06,
35594,2011-Q2,B2_ma3,0.000000,0.000000,1,False,2011-04,
35594,2011-Q2,M2_gbm_poisson,1.768659,0.000000,1,False,2011-04,
35596,2011-Q2,B2_ma3,0.000000,0.000000,1,False,2011-04,
35596,2011-Q2,M2_gbm_poisson,2.064538,0.000000,1,False,2011-04,
35597A,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35597A,2011-Q2,M2_gbm_poisson,7.914422,0.000000,3,True,2011-04;2011-05;2011-06,
35597B,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35597B,2011-Q2,M2_gbm_poisson,6.727339,0.000000,3,True,2011-04;2011-05;2011-06,
35597D,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35597D,2011-Q2,M2_gbm_poisson,3.706833,0.000000,2,False,2011-04;2011-05,
35598B,2011-Q2,B2_ma3,8.666667,26.000000,3,True,2011-04;2011-05;2011-06,
35598B,2011-Q2,M2_gbm_poisson,39.712579,26.000000,3,True,2011-04;2011-05;2011-06,
35598D,2011-Q2,B2_ma3,10.000000,51.000000,3,True,2011-04;2011-05;2011-06,
35598D,2011-Q2,M2_gbm_poisson,41.731352,51.000000,3,True,2011-04;2011-05;2011-06,
35599B,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35599B,2011-Q2,M2_gbm_poisson,6.328936,0.000000,3,True,2011-04;2011-05;2011-06,
35599D,2011-Q2,B2_ma3,8.666666,25.000000,3,True,2011-04;2011-05;2011-06,
35599D,2011-Q2,M2_gbm_poisson,26.040802,25.000000,3,True,2011-04;2011-05;2011-06,
35603C,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35603C,2011-Q2,M2_gbm_poisson,3.661198,0.000000,2,False,2011-04;2011-05,
35607A,2011-Q2,B2_ma3,0.666667,0.000000,3,True,2011-04;2011-05;2011-06,
35607A,2011-Q2,M2_gbm_poisson,8.889015,0.000000,3,True,2011-04;2011-05;2011-06,
35607B,2011-Q2,B2_ma3,8.999999,75.000000,3,True,2011-04;2011-05;2011-06,
35607B,2011-Q2,M2_gbm_poisson,36.869026,75.000000,3,True,2011-04;2011-05;2011-06,
35609A,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35609A,2011-Q2,M2_gbm_poisson,6.860596,0.000000,3,True,2011-04;2011-05;2011-06,
35610A,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35610A,2011-Q2,M2_gbm_poisson,6.647512,0.000000,3,True,2011-04;2011-05;2011-06,
35610B,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35610B,2011-Q2,M2_gbm_poisson,6.816860,0.000000,3,True,2011-04;2011-05;2011-06,
35610C,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35610C,2011-Q2,M2_gbm_poisson,6.916352,0.000000,3,True,2011-04;2011-05;2011-06,
35611B,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35611B,2011-Q2,M2_gbm_poisson,3.691993,0.000000,2,False,2011-04;2011-05,
35633B,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35633B,2011-Q2,M2_gbm_poisson,3.814604,0.000000,2,False,2011-04;2011-05,
35637A,2011-Q2,B2_ma3,4.666667,4.000000,3,True,2011-04;2011-05;2011-06,
35637A,2011-Q2,M2_gbm_poisson,10.960459,4.000000,3,True,2011-04;2011-05;2011-06,
35637C,2011-Q2,B2_ma3,1.666667,1.000000,3,True,2011-04;2011-05;2011-06,
35637C,2011-Q2,M2_gbm_poisson,8.200147,1.000000,3,True,2011-04;2011-05;2011-06,
35638A,2011-Q2,B2_ma3,1.666667,0.000000,3,True,2011-04;2011-05;2011-06,
35638A,2011-Q2,M2_gbm_poisson,9.380506,0.000000,3,True,2011-04;2011-05;2011-06,
35638B,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35638B,2011-Q2,M2_gbm_poisson,3.733964,0.000000,2,False,2011-04;2011-05,
35644,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35644,2011-Q2,M2_gbm_poisson,3.711937,0.000000,2,False,2011-04;2011-05,
35645,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35645,2011-Q2,M2_gbm_poisson,3.733964,0.000000,2,False,2011-04;2011-05,
35646,2011-Q2,B2_ma3,46.333333,57.000000,3,True,2011-04;2011-05;2011-06,
35646,2011-Q2,M2_gbm_poisson,49.103014,57.000000,3,True,2011-04;2011-05;2011-06,
35647,2011-Q2,B2_ma3,4.999999,0.000000,3,True,2011-04;2011-05;2011-06,
35647,2011-Q2,M2_gbm_poisson,16.650486,0.000000,3,True,2011-04;2011-05;2011-06,
35648,2011-Q2,B2_ma3,63.000000,165.000000,3,True,2011-04;2011-05;2011-06,
35648,2011-Q2,M2_gbm_poisson,77.283381,165.000000,3,True,2011-04;2011-05;2011-06,
35649,2011-Q2,B2_ma3,5.333334,15.000000,3,True,2011-04;2011-05;2011-06,
35649,2011-Q2,M2_gbm_poisson,18.144530,15.000000,3,True,2011-04;2011-05;2011-06,
35650,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35650,2011-Q2,M2_gbm_poisson,4.105846,0.000000,2,False,2011-04;2011-05,
35651,2011-Q2,B2_ma3,49.000000,67.000000,3,True,2011-04;2011-05;2011-06,
35651,2011-Q2,M2_gbm_poisson,23.107313,67.000000,3,True,2011-04;2011-05;2011-06,
35653,2011-Q2,B2_ma3,10.666667,57.000000,3,True,2011-04;2011-05;2011-06,
35653,2011-Q2,M2_gbm_poisson,22.856708,57.000000,3,True,2011-04;2011-05;2011-06,
35809A,2011-Q2,B2_ma3,228.000000,274.000000,3,True,2011-04;2011-05;2011-06,
35809A,2011-Q2,M2_gbm_poisson,283.673936,274.000000,3,True,2011-04;2011-05;2011-06,
35809B,2011-Q2,B2_ma3,5.333334,0.000000,2,False,2011-05;2011-06,
35809B,2011-Q2,M2_gbm_poisson,17.913753,0.000000,2,False,2011-05;2011-06,
35810A,2011-Q2,B2_ma3,192.000000,337.000000,3,True,2011-04;2011-05;2011-06,
35810A,2011-Q2,M2_gbm_poisson,260.605764,337.000000,3,True,2011-04;2011-05;2011-06,
35810B,2011-Q2,B2_ma3,98.333333,73.000000,3,True,2011-04;2011-05;2011-06,
35810B,2011-Q2,M2_gbm_poisson,151.510453,73.000000,3,True,2011-04;2011-05;2011-06,
35811A,2011-Q2,B2_ma3,0.000000,0.000000,1,False,2011-04,
35811A,2011-Q2,M2_gbm_poisson,1.810472,0.000000,1,False,2011-04,
35815P,2011-Q2,B2_ma3,16.666666,48.000000,3,True,2011-04;2011-05;2011-06,
35815P,2011-Q2,M2_gbm_poisson,52.383779,48.000000,3,True,2011-04;2011-05;2011-06,
35816P,2011-Q2,B2_ma3,0.000000,0.000000,1,False,2011-04,
35816P,2011-Q2,M2_gbm_poisson,1.823187,0.000000,1,False,2011-04,
35817P,2011-Q2,B2_ma3,0.000000,0.000000,3,True,2011-04;2011-05;2011-06,
35817P,2011-Q2,M2_gbm_poisson,6.959383,0.000000,3,True,2011-04;2011-05;2011-06,
35818B,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35818B,2011-Q2,M2_gbm_poisson,3.666355,0.000000,2,False,2011-04;2011-05,
35818P,2011-Q2,B2_ma3,0.666666,37.000000,3,True,2011-04;2011-05;2011-06,
35818P,2011-Q2,M2_gbm_poisson,8.832462,37.000000,3,True,2011-04;2011-05;2011-06,
35819B,2011-Q2,B2_ma3,0.666666,0.000000,3,True,2011-04;2011-05;2011-06,
35819B,2011-Q2,M2_gbm_poisson,10.833800,0.000000,3,True,2011-04;2011-05;2011-06,
35832,2011-Q2,B2_ma3,0.000000,0.000000,2,False,2011-04;2011-05,
35832,2011-Q2,M2_gbm_poisson,3.683329,0.000000,2,False,2011-04;2011-05,
