stock_code,description,forecast_origin,horizon,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,abc_class,status,run_id
22328,ROUND SNACK BOXES SET OF 4 FRUITS,2011-11,2,2012-01,M2_gbm_poisson,285.441181,211.091435,product,17,1.645000,347.245410,633,A,Forecast,20260824T181001Z-27103c
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2011-11,2,2012-01,M2_gbm_poisson,80.692127,116.379194,product,17,1.645000,191.443775,273,A,Forecast,20260824T181001Z-27103c
22331,WOODLAND PARTY BAG + STICKER SET,2011-11,2,2012-01,M2_gbm_poisson,119.314796,91.278965,product,17,1.645000,150.153898,270,A,Forecast,20260824T181001Z-27103c
22332,SKULLS PARTY BAG + STICKER SET,2011-11,2,2012-01,M2_gbm_poisson,79.504144,139.736786,product,17,1.645000,229.867014,310,A,Forecast,20260824T181001Z-27103c
22333,RETROSPOT PARTY BAG + STICKER SET,2011-11,2,2012-01,M2_gbm_poisson,211.849735,272.886525,product,17,1.645000,448.898334,661,A,Forecast,20260824T181001Z-27103c
22334,DINOSAUR PARTY BAG + STICKER SET,2011-11,2,2012-01,M2_gbm_poisson,53.693697,43.321132,product,17,1.645000,71.263263,125,B,Forecast,20260824T181001Z-27103c
22335,HEART DECORATION PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,154.698244,124.432332,product,17,1.645000,204.691185,360,A,Forecast,20260824T181001Z-27103c
22336,DOVE DECORATION PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,112.413892,367.543373,product,17,1.645000,604.608849,718,B,Forecast,20260824T181001Z-27103c
22337,ANGEL DECORATION PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,158.282382,110.484972,product,16,1.645000,181.747779,341,B,Forecast,20260824T181001Z-27103c
22338,STAR DECORATION PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,508.964845,119.799925,product,17,1.645000,197.070877,707,B,Forecast,20260824T181001Z-27103c
22339,CHRISTMAS TREE PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,310.251061,146.459013,product,17,1.645000,240.925077,552,C,Forecast,20260824T181001Z-27103c
22340,NOEL GARLAND PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,243.073637,47.038563,product,16,1.645000,77.378436,321,C,Forecast,20260824T181001Z-27103c
22341,LOVE GARLAND PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,40.557312,41.907623,product,17,1.645000,68.938040,110,A,Forecast,20260824T181001Z-27103c
22342,HOME GARLAND PAINTED ZINC,2011-11,2,2012-01,M2_gbm_poisson,73.670344,41.662956,product,17,1.645000,68.535562,143,B,Forecast,20260824T181001Z-27103c
22343,PARTY PIZZA DISH RED RETROSPOT,2011-11,2,2012-01,M2_gbm_poisson,56.295766,72.627166,product,17,1.645000,119.471688,176,B,Forecast,20260824T181001Z-27103c
22344,PARTY PIZZA DISH PINK POLKADOT,2011-11,2,2012-01,M2_gbm_poisson,36.029455,41.641093,product,17,1.645000,68.499598,105,C,Forecast,20260824T181001Z-27103c
22345,PARTY PIZZA DISH BLUE POLKADOT,2011-11,2,2012-01,M2_gbm_poisson,36.521030,19.090975,product,17,1.645000,31.404654,68,C,Forecast,20260824T181001Z-27103c
22346,PARTY PIZZA DISH GREEN POLKADOT,2011-11,2,2012-01,M2_gbm_poisson,31.894713,52.498431,product,17,1.645000,86.359919,119,C,Forecast,20260824T181001Z-27103c
22348,TEA BAG PLATE RED RETROSPOT,2011-11,2,2012-01,M2_gbm_poisson,219.176164,145.711464,product,17,1.645000,239.695359,459,A,Forecast,20260824T181001Z-27103c
22349,DOG BOWL CHASING BALL DESIGN,2011-11,2,2012-01,M2_gbm_poisson,53.436108,24.182470,product,17,1.645000,39.780164,94,A,Forecast,20260824T181001Z-27103c
22350,ILLUSTRATED CAT BOWL,2011-11,2,2012-01,M2_gbm_poisson,48.457846,45.996897,product,17,1.645000,75.664895,125,A,Forecast,20260824T181001Z-27103c
22351,DOTCOMGIFTSHOP TEA TOWEL,2011-11,2,2012-01,M2_gbm_poisson,4.694119,3.086546,product,14,1.645000,5.077368,10,C,Forecast,20260824T181001Z-27103c
22352,LUNCH BOX WITH CUTLERY RETROSPOT,2011-11,2,2012-01,M2_gbm_poisson,165.327329,141.005084,product,17,1.645000,231.953363,398,A,Forecast,20260824T181001Z-27103c
22354,RETROSPOT PADDED SEAT CUSHION,2011-11,2,2012-01,M2_gbm_poisson,35.088078,58.923772,product,17,1.645000,96.929606,133,A,Forecast,20260824T181001Z-27103c
22355,CHARLOTTE BAG SUKI DESIGN,2011-11,2,2012-01,M2_gbm_poisson,652.548433,339.862655,product,17,1.645000,559.074067,1212,A,Forecast,20260824T181001Z-27103c
22356,CHARLOTTE BAG PINK POLKADOT,2011-11,2,2012-01,M2_gbm_poisson,600.666386,412.983471,product,17,1.645000,679.357810,1281,A,Forecast,20260824T181001Z-27103c
22357,KINGS CHOICE BISCUIT TIN,2011-11,2,2012-01,M2_gbm_poisson,58.487114,28.735451,product,17,1.645000,47.269816,106,A,Forecast,20260824T181001Z-27103c
22358,KINGS CHOICE TEA CADDY,2011-11,2,2012-01,M2_gbm_poisson,54.387114,44.584278,product,17,1.645000,73.341138,128,A,Forecast,20260824T181001Z-27103c
22359,GLASS JAR KINGS CHOICE,2011-11,2,2012-01,M2_gbm_poisson,39.505413,24.488874,product,17,1.645000,40.284197,80,A,Forecast,20260824T181001Z-27103c
22360,GLASS JAR ENGLISH CONFECTIONERY,2011-11,2,2012-01,M2_gbm_poisson,65.206261,83.045113,product,17,1.645000,136.609211,202,A,Forecast,20260824T181001Z-27103c
22361,GLASS JAR DAISY FRESH COTTON WOOL,2011-11,2,2012-01,M2_gbm_poisson,63.955169,30.281672,product,17,1.645000,49.813350,114,A,Forecast,20260824T181001Z-27103c
22362,GLASS JAR PEACOCK BATH SALTS,2011-11,2,2012-01,M2_gbm_poisson,45.951991,14.646743,product,17,1.645000,24.093892,71,B,Forecast,20260824T181001Z-27103c
22363,GLASS JAR MARMALADE,2011-11,2,2012-01,M2_gbm_poisson,32.894878,26.109264,product,17,1.645000,42.949739,76,B,Forecast,20260824T181001Z-27103c
22364,GLASS JAR DIGESTIVE BISCUITS,2011-11,2,2012-01,M2_gbm_poisson,49.549492,40.131980,product,17,1.645000,66.017107,116,A,Forecast,20260824T181001Z-27103c
22365,DOORMAT RESPECTABLE HOUSE,2011-11,2,2012-01,M2_gbm_poisson,71.835964,52.138299,product,17,1.645000,85.767502,158,A,Forecast,20260824T181001Z-27103c
22366,DOORMAT AIRMAIL,2011-11,2,2012-01,M2_gbm_poisson,78.165704,83.241393,product,17,1.645000,136.932092,216,A,Forecast,20260824T181001Z-27103c
22367,CHILDRENS APRON SPACEBOY DESIGN,2011-11,2,2012-01,M2_gbm_poisson,304.695047,141.192502,product,17,1.645000,232.261666,537,A,Forecast,20260824T181001Z-27103c
22371,AIRLINE BAG VINTAGE TOKYO 78,2011-11,2,2012-01,M2_gbm_poisson,99.131046,39.712494,product,17,1.645000,65.327053,165,A,Forecast,20260824T181001Z-27103c
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2011-11,2,2012-01,M2_gbm_poisson,52.711013,20.659499,product,17,1.645000,33.984876,87,B,Forecast,20260824T181001Z-27103c
22374,AIRLINE BAG VINTAGE JET SET RED,2011-11,2,2012-01,M2_gbm_poisson,68.942327,34.397215,product,17,1.645000,56.583418,126,A,Forecast,20260824T181001Z-27103c
22375,AIRLINE BAG VINTAGE JET SET BROWN,2011-11,2,2012-01,M2_gbm_poisson,48.882684,35.311177,product,17,1.645000,58.086886,107,B,Forecast,20260824T181001Z-27103c
22376,AIRLINE BAG VINTAGE JET SET WHITE,2011-11,2,2012-01,M2_gbm_poisson,45.014296,38.500936,product,17,1.645000,63.334039,109,B,Forecast,20260824T181001Z-27103c
22377,BOTTLE BAG RETROSPOT,2011-11,2,2012-01,M2_gbm_poisson,44.040199,75.026611,product,17,1.645000,123.418774,168,A,Forecast,20260824T181001Z-27103c
22378,WALL TIDY RETROSPOT,2011-11,2,2012-01,M2_gbm_poisson,67.110687,102.435942,product,17,1.645000,168.507124,236,A,Forecast,20260824T181001Z-27103c
22379,RECYCLING BAG RETROSPOT,2011-11,2,2012-01,M2_gbm_poisson,355.754772,255.934614,product,17,1.645000,421.012439,777,A,Forecast,20260824T181001Z-27103c
22380,TOY TIDY SPACEBOY,2011-11,2,2012-01,M2_gbm_poisson,82.257938,32.558567,product,17,1.645000,53.558843,136,A,Forecast,20260824T181001Z-27103c
22381,TOY TIDY PINK POLKADOT,2011-11,2,2012-01,M2_gbm_poisson,187.810576,282.483012,product,17,1.645000,464.684555,653,A,Forecast,20260824T181001Z-27103c
22382,LUNCH BAG SPACEBOY DESIGN,2011-11,2,2012-01,M2_gbm_poisson,638.321952,369.496506,product,17,1.645000,607.821752,1247,A,Forecast,20260824T181001Z-27103c
22383,LUNCH BAG SUKI  DESIGN,2011-11,2,2012-01,M2_gbm_poisson,655.030964,668.511370,product,17,1.645000,1099.701204,1755,A,Forecast,20260824T181001Z-27103c
22384,LUNCH BAG PINK POLKADOT,2011-11,2,2012-01,M2_gbm_poisson,571.296431,823.265759,product,17,1.645000,1354.272173,1926,A,Forecast,20260824T181001Z-27103c
22385,JUMBO BAG SPACEBOY DESIGN,2011-11,2,2012-01,M2_gbm_poisson,424.582870,265.467985,product,17,1.645000,436.694835,862,A,Forecast,20260824T181001Z-27103c
22386,JUMBO BAG PINK POLKADOT,2011-11,2,2012-01,M2_gbm_poisson,1041.743474,987.593876,product,17,1.645000,1624.591927,2667,A,Forecast,20260824T181001Z-27103c
22389,PAPERWEIGHT SAVE THE PLANET,2011-11,2,2012-01,M2_gbm_poisson,41.981275,25.391413,product,17,1.645000,41.768875,84,C,Forecast,20260824T181001Z-27103c
22390,PAPERWEIGHT CHILDHOOD MEMORIES,2011-11,2,2012-01,M2_gbm_poisson,41.645932,34.980862,product,17,1.645000,57.543518,100,B,Forecast,20260824T181001Z-27103c
22391,PAPERWEIGHT HOME SWEET HOME,2011-11,2,2012-01,M2_gbm_poisson,23.970324,25.192215,product,17,1.645000,41.441194,66,C,Forecast,20260824T181001Z-27103c
22393,PAPERWEIGHT VINTAGE COLLAGE,2011-11,2,2012-01,M2_gbm_poisson,45.733087,32.406907,product,17,1.645000,53.309362,100,B,Forecast,20260824T181001Z-27103c
22394,PAPERWEIGHT KINGS CHOICE,2011-11,2,2012-01,M2_gbm_poisson,19.446285,8.871692,product,17,1.645000,14.593934,35,C,Forecast,20260824T181001Z-27103c
22395,PAPERWEIGHT VINTAGE PAISLEY,2011-11,2,2012-01,M2_gbm_poisson,24.094475,19.678339,product,17,1.645000,32.370867,57,C,Forecast,20260824T181001Z-27103c
22396,MAGNETS PACK OF 4 RETRO PHOTO,2011-11,2,2012-01,M2_gbm_poisson,96.278986,53.299659,product,17,1.645000,87.677940,184,B,Forecast,20260824T181001Z-27103c
22398,MAGNETS PACK OF 4 SWALLOWS,2011-11,2,2012-01,M2_gbm_poisson,245.932237,137.157008,product,17,1.645000,225.623279,472,B,Forecast,20260824T181001Z-27103c
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-11,2,2012-01,M2_gbm_poisson,41.557670,44.387056,product,17,1.645000,73.016706,115,A,Forecast,20260824T181001Z-27103c
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2011-11,2,2012-01,M2_gbm_poisson,160.281997,46.769940,product,17,1.645000,76.936551,238,B,Forecast,20260824T181001Z-27103c
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,2011-11,2,2012-01,M2_gbm_poisson,162.895589,43.453560,product,17,1.645000,71.481106,235,B,Forecast,20260824T181001Z-27103c
22403,MAGNETS PACK OF 4 VINTAGE LABELS,2011-11,2,2012-01,M2_gbm_poisson,102.529821,50.785451,product,17,1.645000,83.542066,187,C,Forecast,20260824T181001Z-27103c
22405,MONEY BOX POCKET MONEY DESIGN,2011-11,2,2012-01,M2_gbm_poisson,45.013451,12.006581,product,17,1.645000,19.750826,65,B,Forecast,20260824T181001Z-27103c
22406,MONEY BOX KINGS CHOICE DESIGN,2011-11,2,2012-01,M2_gbm_poisson,55.053071,32.480709,product,17,1.645000,53.430766,109,B,Forecast,20260824T181001Z-27103c
22407,MONEY BOX FIRST ADE DESIGN,2011-11,2,2012-01,M2_gbm_poisson,18.552458,19.129049,product,17,1.645000,31.467285,51,C,Forecast,20260824T181001Z-27103c
22408,MONEY BOX CONFECTIONERY DESIGN,2011-11,2,2012-01,M2_gbm_poisson,41.190749,31.789691,product,17,1.645000,52.294042,94,C,Forecast,20260824T181001Z-27103c
22409,MONEY BOX BISCUITS DESIGN,2011-11,2,2012-01,M2_gbm_poisson,37.410831,47.653751,product,17,1.645000,78.390421,116,B,Forecast,20260824T181001Z-27103c
22410,MONEY BOX HOUSEKEEPING DESIGN,2011-11,2,2012-01,M2_gbm_poisson,42.335595,22.578123,product,17,1.645000,37.141013,80,B,Forecast,20260824T181001Z-27103c
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2011-11,2,2012-01,M2_gbm_poisson,695.612261,604.445046,product,17,1.645000,994.312101,1690,A,Forecast,20260824T181001Z-27103c
22412,METAL SIGN NEIGHBOURHOOD WITCH,2011-11,2,2012-01,M2_gbm_poisson,43.694229,65.583682,product,17,1.645000,107.885157,152,A,Forecast,20260824T181001Z-27103c
22413,METAL SIGN TAKE IT OR LEAVE IT,2011-11,2,2012-01,M2_gbm_poisson,179.210782,98.744134,product,17,1.645000,162.434101,342,A,Forecast,20260824T181001Z-27103c
22414,DOORMAT NEIGHBOURHOOD WITCH,2011-11,2,2012-01,M2_gbm_poisson,35.131083,28.866424,product,17,1.645000,47.485267,83,A,Forecast,20260824T181001Z-27103c
22416,SET OF 36 DOILIES SPACEBOY DESIGN,2011-11,2,2012-01,M2_gbm_poisson,41.528534,49.574671,product,17,1.645000,81.550333,124,B,Forecast,20260824T181001Z-27103c
22417,PACK OF 60 SPACEBOY CAKE CASES,2011-11,2,2012-01,M2_gbm_poisson,375.900544,547.474872,product,17,1.645000,900.596165,1277,A,Forecast,20260824T181001Z-27103c
22418,10 COLOUR SPACEBOY PEN,2011-11,2,2012-01,M2_gbm_poisson,391.213640,317.180058,product,17,1.645000,521.761195,913,A,Forecast,20260824T181001Z-27103c
22419,LIPSTICK PEN RED,2011-11,2,2012-01,M2_gbm_poisson,248.311051,206.660735,product,17,1.645000,339.956909,589,B,Forecast,20260824T181001Z-27103c
22420,LIPSTICK PEN BABY PINK,2011-11,2,2012-01,M2_gbm_poisson,158.627990,181.109725,product,17,1.645000,297.925497,457,C,Forecast,20260824T181001Z-27103c
22421,LIPSTICK PEN FUSCHIA,2011-11,2,2012-01,M2_gbm_poisson,243.080396,285.675966,product,17,1.645000,469.936964,714,B,Forecast,20260824T181001Z-27103c
22422,TOOTHPASTE TUBE PEN,2011-11,2,2012-01,M2_gbm_poisson,106.463761,84.483076,product,17,1.645000,138.974659,246,B,Forecast,20260824T181001Z-27103c
22423,REGENCY CAKESTAND 3 TIER,2011-11,2,2012-01,M2_gbm_poisson,524.341047,615.274363,product,17,1.645000,1012.126328,1537,A,Forecast,20260824T181001Z-27103c
22424,ENAMEL BREAD BIN CREAM,2011-11,2,2012-01,M2_gbm_poisson,72.696987,31.463200,product,17,1.645000,51.756965,125,A,Forecast,20260824T181001Z-27103c
22425,ENAMEL COLANDER CREAM,2011-11,2,2012-01,M2_gbm_poisson,46.894035,7.386818,product,17,1.645000,12.151315,60,B,Forecast,20260824T181001Z-27103c
22426,ENAMEL WASH BOWL CREAM,2011-11,2,2012-01,M2_gbm_poisson,51.522157,22.142396,product,17,1.645000,36.424242,88,A,Forecast,20260824T181001Z-27103c
22427,ENAMEL FLOWER JUG CREAM,2011-11,2,2012-01,M2_gbm_poisson,32.678221,168.641778,product,17,1.645000,277.415725,311,A,Forecast,20260824T181001Z-27103c
22428,ENAMEL FIRE BUCKET CREAM,2011-11,2,2012-01,M2_gbm_poisson,36.713556,7.330582,product,17,1.645000,12.058807,49,B,Forecast,20260824T181001Z-27103c
22429,ENAMEL MEASURING JUG CREAM,2011-11,2,2012-01,M2_gbm_poisson,83.823253,58.779478,product,17,1.645000,96.692241,181,A,Forecast,20260824T181001Z-27103c
22430,ENAMEL WATERING CAN CREAM,2011-11,2,2012-01,M2_gbm_poisson,46.701152,59.613570,product,17,1.645000,98.064322,145,A,Forecast,20260824T181001Z-27103c
22431,WATERING CAN BLUE ELEPHANT,2011-11,2,2012-01,M2_gbm_poisson,91.095266,106.109999,product,17,1.645000,174.550948,266,A,Forecast,20260824T181001Z-27103c
22432,WATERING CAN PINK BUNNY,2011-11,2,2012-01,M2_gbm_poisson,47.774707,107.346663,product,17,1.645000,176.585261,225,A,Forecast,20260824T181001Z-27103c
22433,WATERING CAN GREEN DINOSAUR,2011-11,2,2012-01,M2_gbm_poisson,61.258814,161.890618,product,17,1.645000,266.310067,328,A,Forecast,20260824T181001Z-27103c
22434,BALLOON PUMP WITH 10 BALLOONS,2011-11,2,2012-01,M2_gbm_poisson,61.758386,61.539575,product,17,1.645000,101.232601,163,A,Forecast,20260824T181001Z-27103c
22435,SET OF 9 HEART SHAPED BALLOONS,2011-11,2,2012-01,M2_gbm_poisson,128.186486,106.413424,product,17,1.645000,175.050082,304,A,Forecast,20260824T181001Z-27103c
22436,12 COLOURED PARTY BALLOONS,2011-11,2,2012-01,M2_gbm_poisson,152.741183,125.306092,product,17,1.645000,206.128522,359,B,Forecast,20260824T181001Z-27103c
22437,SET OF 9 BLACK SKULL BALLOONS,2011-11,2,2012-01,M2_gbm_poisson,172.066422,263.313800,product,17,1.645000,433.151201,606,A,Forecast,20260824T181001Z-27103c
22438,BALLOON ART MAKE YOUR OWN FLOWERS,2011-11,2,2012-01,M2_gbm_poisson,54.032579,24.712256,product,17,1.645000,40.651661,95,B,Forecast,20260824T181001Z-27103c
22439,6 ROCKET BALLOONS,2011-11,2,2012-01,M2_gbm_poisson,114.224585,144.804452,product,17,1.645000,238.203324,353,B,Forecast,20260824T181001Z-27103c
22440,BALLOON WATER BOMB PACK OF 35,2011-11,2,2012-01,M2_gbm_poisson,157.228758,342.909919,product,17,1.645000,564.086817,722,B,Forecast,20260824T181001Z-27103c
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2011-11,2,2012-01,M2_gbm_poisson,94.510806,59.981328,product,17,1.645000,98.669284,194,A,Forecast,20260824T181001Z-27103c
22442,GROW YOUR OWN FLOWERS SET OF 3,2011-11,2,2012-01,M2_gbm_poisson,23.160945,19.761975,product,17,1.645000,32.508449,56,A,Forecast,20260824T181001Z-27103c
22443,GROW YOUR OWN HERBS SET OF 3,2011-11,2,2012-01,M2_gbm_poisson,3.807484,32.348170,product,17,1.645000,53.212740,58,A,Forecast,20260824T181001Z-27103c
22445,PENCIL CASE LIFE IS BEAUTIFUL,2011-11,2,2012-01,M2_gbm_poisson,54.726899,38.580118,product,17,1.645000,63.464294,119,A,Forecast,20260824T181001Z-27103c
22446,PIN CUSHION BABUSHKA PINK,2011-11,2,2012-01,M2_gbm_poisson,69.510939,24.013259,product,17,1.645000,39.501812,110,B,Forecast,20260824T181001Z-27103c
22447,PIN CUSHION BABUSHKA BLUE,2011-11,2,2012-01,M2_gbm_poisson,11.111349,19.479363,product,17,1.645000,32.043553,44,C,Forecast,20260824T181001Z-27103c
22448,PIN CUSHION BABUSHKA RED,2011-11,2,2012-01,M2_gbm_poisson,33.434316,19.958881,product,17,1.645000,32.832360,67,B,Forecast,20260824T181001Z-27103c
22449,SILK PURSE BABUSHKA PINK,2011-11,2,2012-01,M2_gbm_poisson,48.376643,44.966516,product,17,1.645000,73.969919,123,A,Forecast,20260824T181001Z-27103c
22450,SILK PURSE BABUSHKA BLUE,2011-11,2,2012-01,M2_gbm_poisson,39.190255,23.355414,product,17,1.645000,38.419655,78,B,Forecast,20260824T181001Z-27103c
22452,MEASURING TAPE BABUSHKA PINK,2011-11,2,2012-01,M2_gbm_poisson,53.593996,35.365993,product,17,1.645000,58.177058,112,B,Forecast,20260824T181001Z-27103c
22453,MEASURING TAPE BABUSHKA BLUE,2011-11,2,2012-01,M2_gbm_poisson,45.934377,22.925494,product,17,1.645000,37.712437,84,B,Forecast,20260824T181001Z-27103c
22454,MEASURING TAPE BABUSHKA RED,2011-11,2,2012-01,M2_gbm_poisson,38.164400,27.866646,product,17,1.645000,45.840633,85,A,Forecast,20260824T181001Z-27103c
22456,NATURAL SLATE CHALKBOARD LARGE,2011-11,2,2012-01,M2_gbm_poisson,118.318254,82.888833,product,17,1.645000,136.352130,255,A,Forecast,20260824T181001Z-27103c
22457,NATURAL SLATE HEART CHALKBOARD,2011-11,2,2012-01,M2_gbm_poisson,534.192366,269.704342,product,17,1.645000,443.663642,978,A,Forecast,20260824T181001Z-27103c
22460,EMBOSSED GLASS TEALIGHT HOLDER,2011-11,2,2012-01,M2_gbm_poisson,167.882829,204.767209,product,17,1.645000,336.842059,505,A,Forecast,20260824T181001Z-27103c
22461,SAVOY ART DECO CLOCK,2011-11,2,2012-01,M2_gbm_poisson,5.827717,14.864275,product,17,1.645000,24.451732,31,B,Forecast,20260824T181001Z-27103c
22464,HANGING METAL HEART LANTERN,2011-11,2,2012-01,M2_gbm_poisson,179.543899,88.660897,product,17,1.645000,145.847176,326,A,Forecast,20260824T181001Z-27103c
22465,HANGING METAL STAR LANTERN,2011-11,2,2012-01,M2_gbm_poisson,155.146287,102.727351,product,17,1.645000,168.986493,325,A,Forecast,20260824T181001Z-27103c
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2011-11,2,2012-01,M2_gbm_poisson,191.436949,123.108838,product,17,1.645000,202.514038,394,A,Forecast,20260824T181001Z-27103c
22467,GUMBALL COAT RACK,2011-11,2,2012-01,M2_gbm_poisson,533.808222,290.435279,product,17,1.645000,477.766034,1012,A,Forecast,20260824T181001Z-27103c
22468,BABUSHKA LIGHTS STRING OF 10,2011-11,2,2012-01,M2_gbm_poisson,56.486339,46.759121,product,17,1.645000,76.918753,134,A,Forecast,20260824T181001Z-27103c
22469,HEART OF WICKER SMALL,2011-11,2,2012-01,M2_gbm_poisson,689.197870,705.834929,product,17,1.645000,1161.098459,1851,A,Forecast,20260824T181001Z-27103c
22470,HEART OF WICKER LARGE,2011-11,2,2012-01,M2_gbm_poisson,597.148021,445.099015,product,17,1.645000,732.187879,1330,A,Forecast,20260824T181001Z-27103c
22471,TV DINNER TRAY AIR HOSTESS,2011-11,2,2012-01,M2_gbm_poisson,40.630331,21.920590,product,17,1.645000,36.059370,77,B,Forecast,20260824T181001Z-27103c
22472,TV DINNER TRAY DOLLY GIRL,2011-11,2,2012-01,M2_gbm_poisson,36.580620,18.654036,product,17,1.645000,30.685889,68,A,Forecast,20260824T181001Z-27103c
22473,TV DINNER TRAY VINTAGE PAISLEY,2011-11,2,2012-01,M2_gbm_poisson,40.054804,14.911538,product,17,1.645000,24.529480,65,B,Forecast,20260824T181001Z-27103c
22474,SPACEBOY TV DINNER TRAY,2011-11,2,2012-01,M2_gbm_poisson,45.368358,18.131804,product,17,1.645000,29.826818,76,A,Forecast,20260824T181001Z-27103c
22475,SKULL DESIGN TV DINNER TRAY,2011-11,2,2012-01,M2_gbm_poisson,55.484505,17.545571,product,17,1.645000,28.862465,85,B,Forecast,20260824T181001Z-27103c
22476,EMPIRE UNION JACK TV DINNER TRAY,2011-11,2,2012-01,M2_gbm_poisson,43.439153,13.517902,product,17,1.645000,22.236948,66,A,Forecast,20260824T181001Z-27103c
22477,WATERING CAN GARDEN MARKER,2011-11,2,2012-01,M2_gbm_poisson,66.342570,73.738769,product,17,1.645000,121.300275,188,B,Forecast,20260824T181001Z-27103c
22478,BIRDHOUSE GARDEN MARKER,2011-11,2,2012-01,M2_gbm_poisson,57.559871,70.359409,product,17,1.645000,115.741227,174,A,Forecast,20260824T181001Z-27103c
22479,DAISY GARDEN MARKER,2011-11,2,2012-01,M2_gbm_poisson,43.110669,41.173419,product,17,1.645000,67.730274,111,B,Forecast,20260824T181001Z-27103c
22480,RED TEA TOWEL CLASSIC DESIGN,2011-11,2,2012-01,M2_gbm_poisson,5.949407,50.069621,product,17,1.645000,82.364527,89,B,Forecast,20260824T181001Z-27103c
22481,BLACK TEA TOWEL CLASSIC DESIGN,2011-11,2,2012-01,M2_gbm_poisson,57.683616,47.146673,product,17,1.645000,77.556277,136,C,Forecast,20260824T181001Z-27103c
22482,BLUE TEA TOWEL CLASSIC DESIGN,2011-11,2,2012-01,M2_gbm_poisson,4.277245,56.902046,product,17,1.645000,93.603865,98,B,Forecast,20260824T181001Z-27103c
22483,RED GINGHAM TEDDY BEAR,2011-11,2,2012-01,M2_gbm_poisson,76.707756,38.604634,product,17,1.645000,63.504623,141,A,Forecast,20260824T181001Z-27103c
22485,SET OF 2 WOODEN MARKET CRATES,2011-11,2,2012-01,M2_gbm_poisson,46.164065,30.097481,product,17,1.645000,49.510357,96,A,Forecast,20260824T181001Z-27103c
22486,PLASMATRONIC LAMP,2011-11,2,2012-01,M2_gbm_poisson,12.133876,6.785926,product,17,1.645000,11.162849,24,C,Forecast,20260824T181001Z-27103c
22487,WHITE WOOD GARDEN PLANT LADDER,2011-11,2,2012-01,M2_gbm_poisson,52.186542,39.418539,product,17,1.645000,64.843497,118,A,Forecast,20260824T181001Z-27103c
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-11,2,2012-01,M2_gbm_poisson,219.733089,85.660457,product,17,1.645000,140.911452,361,A,Forecast,20260824T181001Z-27103c
22489,PACK OF 12 TRADITIONAL CRAYONS,2011-11,2,2012-01,M2_gbm_poisson,436.475884,402.974192,product,17,1.645000,662.892546,1100,A,Forecast,20260824T181001Z-27103c
22491,PACK OF 12 COLOURED PENCILS,2011-11,2,2012-01,M2_gbm_poisson,225.948195,293.584041,product,17,1.645000,482.945748,709,A,Forecast,20260824T181001Z-27103c
22492,MINI PAINT SET VINTAGE,2011-11,2,2012-01,M2_gbm_poisson,1241.155921,925.988985,product,17,1.645000,1523.251880,2765,A,Forecast,20260824T181001Z-27103c
22493,PAINT YOUR OWN CANVAS SET,2011-11,2,2012-01,M2_gbm_poisson,194.306524,135.926717,product,17,1.645000,223.599449,418,A,Forecast,20260824T181001Z-27103c
22494,EMERGENCY FIRST AID TIN,2011-11,2,2012-01,M2_gbm_poisson,80.379396,40.639781,product,17,1.645000,66.852440,148,B,Forecast,20260824T181001Z-27103c
22495,SET OF 2 ROUND TINS CAMEMBERT,2011-11,2,2012-01,M2_gbm_poisson,45.389477,23.145895,product,17,1.645000,38.074998,84,B,Forecast,20260824T181001Z-27103c
22496,SET OF 2 ROUND TINS DUTCH CHEESE,2011-11,2,2012-01,M2_gbm_poisson,44.246247,14.673489,product,17,1.645000,24.137890,69,B,Forecast,20260824T181001Z-27103c
22497,SET OF 2 TINS VINTAGE BATHROOM,2011-11,2,2012-01,M2_gbm_poisson,25.472612,12.235906,product,17,1.645000,20.128065,46,A,Forecast,20260824T181001Z-27103c
22498,WOODEN REGATTA BUNTING,2011-11,2,2012-01,M2_gbm_poisson,35.630677,35.988979,product,17,1.645000,59.201870,95,A,Forecast,20260824T181001Z-27103c
22499,WOODEN UNION JACK BUNTING,2011-11,2,2012-01,M2_gbm_poisson,50.403223,108.687934,product,17,1.645000,178.791652,230,A,Forecast,20260824T181001Z-27103c
22500,SET OF 2 TINS JARDIN DE PROVENCE,2011-11,2,2012-01,M2_gbm_poisson,23.622373,10.469328,product,17,1.645000,17.222045,41,B,Forecast,20260824T181001Z-27103c
