stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
22559,SEASIDE FLYING DISC,2011-11,2011-12,M2_gbm_poisson,36.249678,32.473812,product,18,1.645000,53.419420,90,0.895837,B,28,15.666667,1,21,Forecast,20260824T181001Z-27103c
22560,TRADITIONAL MODELLING CLAY,2011-11,2011-12,M2_gbm_poisson,591.788477,329.577601,product,18,1.645000,542.155154,1134,0.556918,A,1307,972.666667,1,21,Forecast,20260824T181001Z-27103c
22561,WOODEN SCHOOL COLOURING SET,2011-11,2011-12,M2_gbm_poisson,410.800291,123.732932,product,18,1.645000,203.540674,615,0.301200,A,847,703.666667,1,21,Forecast,20260824T181001Z-27103c
22562,MONSTERS STENCIL CRAFT,2011-11,2011-12,M2_gbm_poisson,108.217686,99.435104,product,18,1.645000,163.570746,272,0.918843,A,223,206.333333,1,21,Forecast,20260824T181001Z-27103c
22563,HAPPY STENCIL CRAFT,2011-11,2011-12,M2_gbm_poisson,169.446561,206.961300,product,18,1.645000,340.451338,510,1.221396,A,306,281.666667,1,21,Forecast,20260824T181001Z-27103c
22564,ALPHABET STENCIL CRAFT,2011-11,2011-12,M2_gbm_poisson,272.296140,226.793513,product,18,1.645000,373.075330,646,0.832893,B,556,256.000000,1,21,Forecast,20260824T181001Z-27103c
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,2011-11,2011-12,M2_gbm_poisson,90.116021,51.037817,product,18,1.645000,83.957210,175,0.566357,B,179,104.000000,1,21,Forecast,20260824T181001Z-27103c
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2011-11,2011-12,M2_gbm_poisson,96.312633,56.777838,product,18,1.645000,93.399543,190,0.589516,B,243,122.333333,1,21,Forecast,20260824T181001Z-27103c
22567,20 DOLLY PEGS RETROSPOT,2011-11,2011-12,M2_gbm_poisson,84.000288,147.240619,product,18,1.645000,242.210819,327,1.752858,A,120,149.333333,1,21,Forecast,20260824T181001Z-27103c
22568,FELTCRAFT CUSHION OWL,2011-11,2011-12,M2_gbm_poisson,276.904355,167.235603,product,18,1.645000,275.102568,553,0.603947,A,468,519.333333,1,21,Forecast,20260824T181001Z-27103c
22569,FELTCRAFT CUSHION BUTTERFLY,2011-11,2011-12,M2_gbm_poisson,45.691557,132.951443,product,18,1.645000,218.705124,265,2.909759,A,0,264.333333,2,21,Forecast,20260824T181001Z-27103c
22570,FELTCRAFT CUSHION RABBIT,2011-11,2011-12,M2_gbm_poisson,73.684219,157.080567,product,18,1.645000,258.397532,333,2.131807,A,41,320.333333,1,21,Forecast,20260824T181001Z-27103c
22571,ROCKING HORSE RED CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,304.868478,168.800923,product,16,1.645000,277.677519,583,0.553684,A,757,510.666667,1,17,Forecast,20260824T181001Z-27103c
22572,ROCKING HORSE GREEN CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,226.928986,107.834300,product,16,1.645000,177.387424,405,0.475190,B,486,344.000000,1,17,Forecast,20260824T181001Z-27103c
22573,STAR WOODEN CHRISTMAS DECORATION,2011-11,2011-12,M2_gbm_poisson,294.820291,208.258346,product,16,1.645000,342.584980,638,0.706391,B,731,672.666667,1,17,Forecast,20260824T181001Z-27103c
22574,HEART WOODEN CHRISTMAS DECORATION,2011-11,2011-12,M2_gbm_poisson,372.135295,218.149008,product,16,1.645000,358.855119,731,0.586209,B,918,490.333333,1,17,Forecast,20260824T181001Z-27103c
22575,METAL MERRY CHRISTMAS WREATH,2011-11,2011-12,M2_gbm_poisson,76.896051,173.443971,product,16,1.645000,285.315332,363,2.255564,A,146,158.333333,1,17,Forecast,20260824T181001Z-27103c
22576,SWALLOW WOODEN CHRISTMAS DECORATION,2011-11,2011-12,M2_gbm_poisson,242.392170,149.121807,product,16,1.645000,245.305373,488,0.615209,B,542,317.333333,1,17,Forecast,20260824T181001Z-27103c
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2011-11,2011-12,M2_gbm_poisson,1977.514272,271.943548,product,16,1.645000,447.347137,2425,0.137518,A,5001,3109.666667,1,17,Forecast,20260824T181001Z-27103c
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-11,2011-12,M2_gbm_poisson,1924.634885,310.767713,product,16,1.645000,511.212888,2436,0.161468,B,5365,2982.666667,1,17,Forecast,20260824T181001Z-27103c
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-11,2011-12,M2_gbm_poisson,822.031063,177.860761,product,16,1.645000,292.580952,1115,0.216367,B,2503,1643.333333,1,17,Forecast,20260824T181001Z-27103c
22580,ADVENT CALENDAR GINGHAM SACK,2011-11,2011-12,M2_gbm_poisson,263.376409,38.013175,product,16,1.645000,62.531672,326,0.144330,A,559,372.333333,1,17,Forecast,20260824T181001Z-27103c
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,2011-11,2011-12,M2_gbm_poisson,234.104847,176.547224,product,16,1.645000,290.420184,525,0.754137,B,521,342.000000,1,17,Forecast,20260824T181001Z-27103c
22582,PACK OF 6 SWEETIE GIFT BOXES,2011-11,2011-12,M2_gbm_poisson,58.165577,62.895548,product,18,1.645000,103.463177,162,1.081319,A,37,119.000000,1,21,Forecast,20260824T181001Z-27103c
22583,PACK OF 6 HANDBAG GIFT BOXES,2011-11,2011-12,M2_gbm_poisson,42.277980,20.898946,product,18,1.645000,34.378766,77,0.494322,A,29,30.333333,1,21,Forecast,20260824T181001Z-27103c
22584,PACK OF 6 PANNETONE GIFT BOXES,2011-11,2011-12,M2_gbm_poisson,137.681061,147.830573,product,18,1.645000,243.181293,381,1.073718,A,270,271.333333,1,21,Forecast,20260824T181001Z-27103c
22585,PACK OF 6 BIRDY GIFT TAGS,2011-11,2011-12,M2_gbm_poisson,387.443637,521.491377,product,18,1.645000,857.853315,1246,1.345980,A,790,792.000000,1,21,Forecast,20260824T181001Z-27103c
22586,FELTCRAFT HAIRBAND PINK AND BLUE,2011-11,2011-12,M2_gbm_poisson,73.955002,63.606445,product,18,1.645000,104.632603,179,0.860070,B,101,92.666667,1,21,Forecast,20260824T181001Z-27103c
22587,FELTCRAFT HAIRBAND RED AND BLUE,2011-11,2011-12,M2_gbm_poisson,101.636180,44.106928,product,18,1.645000,72.555897,175,0.433969,B,248,152.333333,1,21,Forecast,20260824T181001Z-27103c
22588,CARD HOLDER GINGHAM HEART,2011-11,2011-12,M2_gbm_poisson,77.845178,77.682237,product,16,1.645000,127.787280,206,0.997907,A,131,124.000000,1,17,Forecast,20260824T181001Z-27103c
22589,CARDHOLDER GINGHAM STAR,2011-11,2011-12,M2_gbm_poisson,66.811487,45.880177,product,16,1.645000,75.472892,143,0.686711,B,126,90.666667,1,17,Forecast,20260824T181001Z-27103c
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,2011-11,2011-12,M2_gbm_poisson,88.642692,32.288054,product,16,1.645000,53.113848,142,0.364249,B,175,121.666667,1,17,Forecast,20260824T181001Z-27103c
22592,CARDHOLDER HOLLY WREATH METAL,2011-11,2011-12,M2_gbm_poisson,120.683026,69.569232,product,16,1.645000,114.441387,236,0.576462,A,271,174.333333,1,17,Forecast,20260824T181001Z-27103c
22593,CHRISTMAS GINGHAM STAR,2011-11,2011-12,M2_gbm_poisson,290.263993,264.698854,product,16,1.645000,435.429615,726,0.911925,B,694,513.666667,1,17,Forecast,20260824T181001Z-27103c
22594,CHRISTMAS GINGHAM TREE,2011-11,2011-12,M2_gbm_poisson,360.635180,139.584219,product,16,1.645000,229.616040,591,0.387051,B,773,453.333333,1,17,Forecast,20260824T181001Z-27103c
22595,GINGHAM HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,565.534642,561.702583,product,16,1.645000,924.000749,1490,0.993224,A,953,1429.333333,1,17,Forecast,20260824T181001Z-27103c
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,2011-11,2011-12,M2_gbm_poisson,356.860829,245.417758,product,15,1.645000,403.712213,761,0.687713,B,890,787.333333,1,17,Forecast,20260824T181001Z-27103c
22597,MUSICAL ZINC HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,622.540201,157.358666,product,16,1.645000,258.855006,882,0.252769,B,1275,748.666667,1,17,Forecast,20260824T181001Z-27103c
22598,CHRISTMAS MUSICAL ZINC TREE,2011-11,2011-12,M2_gbm_poisson,155.198343,44.115216,product,16,1.645000,72.569531,228,0.284251,C,392,288.333333,1,17,Forecast,20260824T181001Z-27103c
22599,CHRISTMAS MUSICAL ZINC STAR,2011-11,2011-12,M2_gbm_poisson,326.627358,70.428104,product,16,1.645000,115.854231,443,0.215622,B,836,562.333333,1,17,Forecast,20260824T181001Z-27103c
22600,CHRISTMAS RETROSPOT STAR WOOD,2011-11,2011-12,M2_gbm_poisson,226.023763,249.921944,product,16,1.645000,411.121597,638,1.105733,B,455,379.666667,1,17,Forecast,20260824T181001Z-27103c
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2011-11,2011-12,M2_gbm_poisson,245.856934,254.594234,product,16,1.645000,418.807514,665,1.035538,B,455,621.000000,1,17,Forecast,20260824T181001Z-27103c
22602,CHRISTMAS RETROSPOT HEART WOOD,2011-11,2011-12,M2_gbm_poisson,196.270820,174.008512,product,16,1.645000,286.244002,483,0.886574,A,399,370.666667,1,17,Forecast,20260824T181001Z-27103c
22603,CHRISTMAS RETROSPOT TREE WOOD,2011-11,2011-12,M2_gbm_poisson,191.266568,117.584204,product,16,1.645000,193.426015,385,0.614766,B,426,320.333333,1,17,Forecast,20260824T181001Z-27103c
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2011-11,2011-12,M2_gbm_poisson,58.175511,70.632227,product,16,1.645000,116.190014,175,1.214123,A,91,60.666667,1,17,Forecast,20260824T181001Z-27103c
22605,WOODEN CROQUET GARDEN SET,2011-11,2011-12,M2_gbm_poisson,49.262707,47.343429,product,18,1.645000,77.879941,128,0.961040,A,54,36.333333,1,20,Forecast,20260824T181001Z-27103c
22606,WOODEN SKITTLES GARDEN SET,2011-11,2011-12,M2_gbm_poisson,9.609310,26.148270,product,18,1.645000,43.013904,53,2.721139,A,1,6.333333,1,20,Forecast,20260824T181001Z-27103c
22607,WOODEN ROUNDERS GARDEN SET,2011-11,2011-12,M2_gbm_poisson,56.004736,89.681775,product,18,1.645000,147.526520,204,1.601325,A,67,37.333333,1,20,Forecast,20260824T181001Z-27103c
22608,PENS ASSORTED FUNKY JEWELED,2011-11,2011-12,M2_gbm_poisson,256.342253,106.777164,product,18,1.645000,175.648434,432,0.416541,C,681,541.000000,1,22,Forecast,20260824T181001Z-27103c
22609,PENS ASSORTED SPACEBALL,2011-11,2011-12,M2_gbm_poisson,469.079152,239.852868,product,18,1.645000,394.557968,864,0.511327,B,1228,752.333333,1,22,Forecast,20260824T181001Z-27103c
22610,PENS ASSORTED FUNNY FACE,2011-11,2011-12,M2_gbm_poisson,877.839155,567.124065,product,18,1.645000,932.919088,1811,0.646046,A,1658,1345.000000,1,22,Forecast,20260824T181001Z-27103c
22611,VINTAGE UNION JACK SHOPPING BAG,2011-11,2011-12,M2_gbm_poisson,20.574512,30.184200,product,18,1.645000,49.653010,71,1.467068,A,5,19.333333,1,21,Forecast,20260824T181001Z-27103c
22612,TEA COSY VINTAGE UNION JACK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22613,PACK OF 20 SPACEBOY NAPKINS,2011-11,2011-12,M2_gbm_poisson,59.318729,133.838248,product,18,1.645000,220.163919,280,2.256256,B,54,85.000000,1,19,Forecast,20260824T181001Z-27103c
22614,PACK OF 12 SPACEBOY TISSUES,2011-11,2011-12,M2_gbm_poisson,177.961344,121.181237,product,18,1.645000,199.343134,378,0.680941,B,298,396.666667,1,19,Forecast,20260824T181001Z-27103c
22615,PACK OF 12 CIRCUS PARADE TISSUES,2011-11,2011-12,M2_gbm_poisson,86.520363,130.326113,product,18,1.645000,214.386456,301,1.506306,C,80,195.666667,1,19,Forecast,20260824T181001Z-27103c
22616,PACK OF 12 LONDON TISSUES,2011-11,2011-12,M2_gbm_poisson,1013.895663,942.653405,product,18,1.645000,1550.664852,2565,0.929734,A,2979,2044.000000,1,19,Forecast,20260824T181001Z-27103c
22617,BAKING SET SPACEBOY DESIGN,2011-11,2011-12,M2_gbm_poisson,343.606357,124.481747,product,18,1.645000,204.772474,549,0.362280,A,679,337.000000,1,21,Forecast,20260824T181001Z-27103c
22618,COOKING SET RETROSPOT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22619,SET OF 6 SOLDIER SKITTLES,2011-11,2011-12,M2_gbm_poisson,195.460086,84.365812,product,18,1.645000,138.781762,335,0.431627,A,419,297.000000,1,19,Forecast,20260824T181001Z-27103c
22620,4 TRADITIONAL SPINNING TOPS,2011-11,2011-12,M2_gbm_poisson,284.153123,170.641657,product,18,1.645000,280.705526,565,0.600527,A,674,468.333333,1,19,Forecast,20260824T181001Z-27103c
22621,TRADITIONAL KNITTING NANCY,2011-11,2011-12,M2_gbm_poisson,690.049190,149.062424,product,18,1.645000,245.207687,936,0.216017,A,1425,907.666667,1,19,Forecast,20260824T181001Z-27103c
22622,BOX OF VINTAGE ALPHABET BLOCKS,2011-11,2011-12,M2_gbm_poisson,89.121420,62.457930,product,18,1.645000,102.743296,192,0.700818,A,194,152.666667,1,19,Forecast,20260824T181001Z-27103c
22623,BOX OF VINTAGE JIGSAW BLOCKS,2011-11,2011-12,M2_gbm_poisson,85.304429,53.195303,product,18,1.645000,87.506273,173,0.623594,A,126,137.333333,1,19,Forecast,20260824T181001Z-27103c
22624,IVORY KITCHEN SCALES,2011-11,2011-12,M2_gbm_poisson,130.548006,106.025485,product,18,1.645000,174.411923,305,0.812157,A,154,197.000000,1,19,Forecast,20260824T181001Z-27103c
22625,RED KITCHEN SCALES,2011-11,2011-12,M2_gbm_poisson,102.082461,92.182517,product,18,1.645000,151.640240,254,0.903020,A,147,162.333333,1,19,Forecast,20260824T181001Z-27103c
22626,BLACK KITCHEN SCALES,2011-11,2011-12,M2_gbm_poisson,42.467796,17.555379,product,18,1.645000,28.878599,72,0.413381,A,26,36.000000,1,20,Forecast,20260824T181001Z-27103c
22627,MINT KITCHEN SCALES,2011-11,2011-12,M2_gbm_poisson,72.615785,48.635302,product,18,1.645000,80.005071,153,0.669762,A,104,109.000000,1,19,Forecast,20260824T181001Z-27103c
22628,PICNIC BOXES SET OF 3 RETROSPOT,2011-11,2011-12,M2_gbm_poisson,45.358758,45.640090,product,16,1.645000,75.077947,121,1.006202,A,51,46.333333,1,17,Forecast,20260824T181001Z-27103c
22629,SPACEBOY LUNCH BOX,2011-11,2011-12,M2_gbm_poisson,663.492725,638.545018,product,16,1.645000,1050.406554,1714,0.962399,A,1460,1140.000000,1,17,Forecast,20260824T181001Z-27103c
22630,DOLLY GIRL LUNCH BOX,2011-11,2011-12,M2_gbm_poisson,516.122331,542.538530,product,16,1.645000,892.475881,1409,1.051182,A,884,929.000000,1,17,Forecast,20260824T181001Z-27103c
22631,CIRCUS PARADE LUNCH BOX,2011-11,2011-12,M2_gbm_poisson,236.843118,231.709889,product,18,1.645000,381.162767,619,0.978326,A,410,385.666667,1,21,Forecast,20260824T181001Z-27103c
22632,HAND WARMER RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,639.365506,477.537263,product,14,1.645000,785.548797,1425,0.746892,A,1352,1035.000000,1,15,Forecast,20260824T181001Z-27103c
22633,HAND WARMER UNION JACK,2011-11,2011-12,M2_gbm_poisson,688.690037,229.407904,product,13,1.645000,377.376002,1067,0.333108,A,1129,1086.666667,1,14,Forecast,20260824T181001Z-27103c
22634,CHILDS BREAKFAST SET SPACEBOY,2011-11,2011-12,M2_gbm_poisson,66.540614,25.395698,product,18,1.645000,41.775924,109,0.381657,A,107,69.000000,1,19,Forecast,20260824T181001Z-27103c
22635,CHILDS BREAKFAST SET DOLLY GIRL,2011-11,2011-12,M2_gbm_poisson,56.754117,31.224133,product,18,1.645000,51.363699,109,0.550165,A,86,55.333333,1,19,Forecast,20260824T181001Z-27103c
22636,CHILDS BREAKFAST SET CIRCUS PARADE,2011-11,2011-12,M2_gbm_poisson,57.807301,19.438657,product,18,1.645000,31.976590,90,0.336266,A,89,52.333333,1,19,Forecast,20260824T181001Z-27103c
22637,PIGGY BANK RETROSPOT,2011-11,2011-12,M2_gbm_poisson,148.375235,105.483970,product,18,1.645000,173.521130,322,0.710927,A,124,470.666667,1,19,Forecast,20260824T181001Z-27103c
22638,SET OF 4 NAPKIN CHARMS CROWNS,2011-11,2011-12,M2_gbm_poisson,32.825902,12.683943,product,16,1.645000,20.865086,54,0.386400,C,20,16.666667,1,17,Forecast,20260824T181001Z-27103c
22639,SET OF 4 NAPKIN CHARMS HEARTS,2011-11,2011-12,M2_gbm_poisson,63.484267,58.537932,product,16,1.645000,96.294898,160,0.922086,B,85,81.666667,1,17,Forecast,20260824T181001Z-27103c
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,2011-11,2011-12,M2_gbm_poisson,27.311196,12.722973,product,17,1.645000,20.929290,49,0.465852,C,17,13.666667,1,18,Forecast,20260824T181001Z-27103c
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,2011-11,2011-12,M2_gbm_poisson,21.121715,18.257510,product,16,1.645000,30.033604,52,0.864395,C,11,13.333333,1,17,Forecast,20260824T181001Z-27103c
22642,SET OF 4 NAPKIN CHARMS STARS,2011-11,2011-12,M2_gbm_poisson,46.194959,24.334810,product,16,1.645000,40.030762,87,0.526785,B,37,40.666667,1,17,Forecast,20260824T181001Z-27103c
22643,SET OF 4 NAPKIN CHARMS LEAVES,2011-11,2011-12,M2_gbm_poisson,31.774264,18.199859,product,16,1.645000,29.938768,62,0.572786,C,32,14.333333,1,17,Forecast,20260824T181001Z-27103c
22644,CERAMIC CHERRY CAKE MONEY BANK,2011-11,2011-12,M2_gbm_poisson,99.210098,97.815085,product,18,1.645000,160.905815,261,0.985939,A,214,145.333333,1,19,Forecast,20260824T181001Z-27103c
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2011-11,2011-12,M2_gbm_poisson,114.921169,121.684370,product,18,1.645000,200.170789,316,1.058851,A,257,193.333333,1,19,Forecast,20260824T181001Z-27103c
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2011-11,2011-12,M2_gbm_poisson,261.075148,122.021704,product,18,1.645000,200.725704,462,0.467382,A,581,409.666667,1,19,Forecast,20260824T181001Z-27103c
22647,CERAMIC LOVE HEART MONEY BANK,2011-11,2011-12,M2_gbm_poisson,23.884016,25.910235,product,18,1.645000,42.622337,67,1.084836,C,15,12.666667,1,19,Forecast,20260824T181001Z-27103c
22649,STRAWBERRY FAIRY CAKE TEAPOT,2011-11,2011-12,M2_gbm_poisson,52.015955,33.208112,product,18,1.645000,54.627344,107,0.638422,A,55,45.333333,1,19,Forecast,20260824T181001Z-27103c
22650,CERAMIC PIRATE CHEST MONEY BANK,2011-11,2011-12,M2_gbm_poisson,84.670168,31.432239,product,18,1.645000,51.706033,137,0.371232,B,153,102.000000,1,19,Forecast,20260824T181001Z-27103c
22651,GENTLEMAN SHIRT REPAIR KIT,2011-11,2011-12,M2_gbm_poisson,90.289208,190.151425,product,16,1.645000,312.799094,404,2.106026,B,136,175.333333,1,17,Forecast,20260824T181001Z-27103c
22652,TRAVEL SEWING KIT,2011-11,2011-12,M2_gbm_poisson,77.781843,497.076721,product,16,1.645000,817.691205,896,6.390652,A,40,419.666667,1,17,Forecast,20260824T181001Z-27103c
22653,BUTTON BOX,2011-11,2011-12,M2_gbm_poisson,161.663649,133.321098,product,16,1.645000,219.313207,381,0.824682,A,325,257.333333,1,17,Forecast,20260824T181001Z-27103c
22654,DELUXE SEWING KIT,2011-11,2011-12,M2_gbm_poisson,90.163971,72.848222,product,16,1.645000,119.835326,210,0.807953,A,177,120.333333,1,17,Forecast,20260824T181001Z-27103c
22655,VINTAGE RED KITCHEN CABINET,2011-11,2011-12,M2_gbm_poisson,5.629861,4.706265,product,16,1.645000,7.741805,14,0.835947,A,1,2.333333,1,17,Forecast,20260824T181001Z-27103c
22656,VINTAGE BLUE KITCHEN CABINET,2011-11,2011-12,M2_gbm_poisson,2.547010,3.586617,product,16,1.645000,5.899984,9,1.408167,A,0,0.333333,2,17,Forecast,20260824T181001Z-27103c
22657,HEN & 2 CHICKS IN BASKET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22659,LUNCH BOX I LOVE LONDON,2011-11,2011-12,M2_gbm_poisson,401.938298,556.658659,product,18,1.645000,915.703494,1318,1.384936,A,965,899.333333,1,21,Forecast,20260824T181001Z-27103c
22660,DOORMAT I LOVE LONDON,2011-11,2011-12,M2_gbm_poisson,52.162306,24.151926,product,17,1.645000,39.729918,92,0.463015,A,66,69.000000,1,18,Forecast,20260824T181001Z-27103c
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2011-11,2011-12,M2_gbm_poisson,296.209238,284.225189,product,16,1.645000,467.550435,764,0.959542,A,424,416.333333,1,17,Forecast,20260824T181001Z-27103c
22662,LUNCH BAG DOLLY GIRL DESIGN,2011-11,2011-12,M2_gbm_poisson,340.803538,443.171143,product,16,1.645000,729.016530,1070,1.300371,A,551,507.000000,1,17,Forecast,20260824T181001Z-27103c
22663,JUMBO BAG DOLLY GIRL DESIGN,2011-11,2011-12,M2_gbm_poisson,199.519083,270.087392,product,16,1.645000,444.293759,644,1.353692,A,290,283.666667,1,17,Forecast,20260824T181001Z-27103c
22664,TOY TIDY DOLLY GIRL DESIGN,2011-11,2011-12,M2_gbm_poisson,53.734260,45.127122,product,16,1.645000,74.234116,128,0.839820,B,65,46.333333,1,17,Forecast,20260824T181001Z-27103c
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2011-11,2011-12,M2_gbm_poisson,61.312008,85.898640,product,16,1.645000,141.303262,203,1.401008,A,57,105.666667,1,17,Forecast,20260824T181001Z-27103c
22666,RECIPE BOX PANTRY YELLOW DESIGN,2011-11,2011-12,M2_gbm_poisson,748.034847,346.407852,product,16,1.645000,569.840916,1318,0.463091,A,1219,1011.333333,1,17,Forecast,20260824T181001Z-27103c
22667,RECIPE BOX RETROSPOT,2011-11,2011-12,M2_gbm_poisson,202.625570,136.127442,product,16,1.645000,223.929642,427,0.671818,A,328,296.333333,1,17,Forecast,20260824T181001Z-27103c
22668,PINK BABY BUNTING,2011-11,2011-12,M2_gbm_poisson,87.364977,134.684087,product,16,1.645000,221.555323,309,1.541626,A,76,166.666667,1,17,Forecast,20260824T181001Z-27103c
22669,RED BABY BUNTING,2011-11,2011-12,M2_gbm_poisson,66.445290,47.234971,product,16,1.645000,77.701527,145,0.710885,A,86,111.000000,1,17,Forecast,20260824T181001Z-27103c
22670,FRENCH WC SIGN BLUE METAL,2011-11,2011-12,M2_gbm_poisson,101.458855,63.010396,product,15,1.645000,103.652101,206,0.621044,A,154,149.333333,1,16,Forecast,20260824T181001Z-27103c
22671,FRENCH LAUNDRY SIGN BLUE METAL,2011-11,2011-12,M2_gbm_poisson,51.820547,61.076721,product,15,1.645000,100.471206,153,1.178620,B,39,43.000000,1,16,Forecast,20260824T181001Z-27103c
22672,FRENCH BATHROOM SIGN BLUE METAL,2011-11,2011-12,M2_gbm_poisson,64.122315,122.073077,product,15,1.645000,200.810212,265,1.903753,A,80,70.000000,1,16,Forecast,20260824T181001Z-27103c
22673,FRENCH GARDEN SIGN BLUE METAL,2011-11,2011-12,M2_gbm_poisson,42.607984,22.283967,product,15,1.645000,36.657126,80,0.523000,B,33,45.666667,1,16,Forecast,20260824T181001Z-27103c
22674,FRENCH TOILET SIGN BLUE METAL,2011-11,2011-12,M2_gbm_poisson,61.349379,117.191444,product,15,1.645000,192.779926,255,1.910230,B,66,52.333333,1,16,Forecast,20260824T181001Z-27103c
22675,FRENCH KITCHEN SIGN BLUE METAL,2011-11,2011-12,M2_gbm_poisson,55.106993,99.612916,product,15,1.645000,163.863247,219,1.807627,B,43,42.666667,1,16,Forecast,20260824T181001Z-27103c
22676,FRENCH BLUE METAL DOOR SIGN 1,2011-11,2011-12,M2_gbm_poisson,72.003699,50.616962,product,15,1.645000,83.264902,156,0.702977,B,141,116.333333,1,16,Forecast,20260824T181001Z-27103c
22677,FRENCH BLUE METAL DOOR SIGN 2,2011-11,2011-12,M2_gbm_poisson,64.812523,53.365838,product,15,1.645000,87.786804,153,0.823388,B,82,94.666667,1,16,Forecast,20260824T181001Z-27103c
22678,FRENCH BLUE METAL DOOR SIGN 3,2011-11,2011-12,M2_gbm_poisson,58.350974,53.068477,product,15,1.645000,87.297645,146,0.909470,B,57,73.666667,1,16,Forecast,20260824T181001Z-27103c
22679,FRENCH BLUE METAL DOOR SIGN 4,2011-11,2011-12,M2_gbm_poisson,54.327106,57.521881,product,15,1.645000,94.623495,149,1.058806,B,61,61.666667,1,16,Forecast,20260824T181001Z-27103c
22680,FRENCH BLUE METAL DOOR SIGN 5,2011-11,2011-12,M2_gbm_poisson,63.331356,50.132742,product,15,1.645000,82.468361,146,0.791594,B,101,78.333333,1,16,Forecast,20260824T181001Z-27103c
22681,FRENCH BLUE METAL DOOR SIGN 6,2011-11,2011-12,M2_gbm_poisson,60.168153,41.325693,product,15,1.645000,67.980765,129,0.686837,B,95,61.333333,1,16,Forecast,20260824T181001Z-27103c
22682,FRENCH BLUE METAL DOOR SIGN 7,2011-11,2011-12,M2_gbm_poisson,55.446289,42.483405,product,15,1.645000,69.885202,126,0.766208,B,68,54.333333,1,16,Forecast,20260824T181001Z-27103c
22683,FRENCH BLUE METAL DOOR SIGN 8,2011-11,2011-12,M2_gbm_poisson,51.734332,48.109157,product,15,1.645000,79.139564,131,0.929927,B,47,51.666667,1,16,Forecast,20260824T181001Z-27103c
22684,FRENCH BLUE METAL DOOR SIGN 9,2011-11,2011-12,M2_gbm_poisson,49.212288,35.811991,product,15,1.645000,58.910725,109,0.727704,B,44,35.333333,1,16,Forecast,20260824T181001Z-27103c
22685,FRENCH BLUE METAL DOOR SIGN 0,2011-11,2011-12,M2_gbm_poisson,45.830336,40.100067,product,15,1.645000,65.964610,112,0.874968,B,54,35.666667,1,16,Forecast,20260824T181001Z-27103c
22686,FRENCH BLUE METAL DOOR SIGN No,2011-11,2011-12,M2_gbm_poisson,60.752134,72.396318,product,15,1.645000,119.091943,180,1.191667,B,52,97.666667,1,16,Forecast,20260824T181001Z-27103c
22687,DOORMAT CHRISTMAS VILLAGE,2011-11,2011-12,M2_gbm_poisson,120.438490,16.470440,product,17,1.645000,27.093875,148,0.136754,B,22,178.666667,1,18,Forecast,20260824T181001Z-27103c
22688,DOORMAT PEACE ON EARTH BLUE,2011-11,2011-12,M2_gbm_poisson,53.413386,17.526896,product,16,1.645000,28.831744,83,0.328137,B,12,217.333333,1,18,Forecast,20260824T181001Z-27103c
22689,DOORMAT MERRY CHRISTMAS RED,2011-11,2011-12,M2_gbm_poisson,81.718150,54.556627,product,17,1.645000,89.745651,172,0.667619,A,72,185.666667,1,18,Forecast,20260824T181001Z-27103c
22690,DOORMAT HOME SWEET HOME BLUE,2011-11,2011-12,M2_gbm_poisson,79.023528,193.545473,product,17,1.645000,318.382304,398,2.449213,A,74,140.000000,1,18,Forecast,20260824T181001Z-27103c
22691,DOORMAT WELCOME SUNRISE,2011-11,2011-12,M2_gbm_poisson,38.199023,21.145651,product,17,1.645000,34.784595,73,0.553565,A,35,62.333333,1,18,Forecast,20260824T181001Z-27103c
