stock_code,selling_months,mean_price,std_price,price_cv
22173,22,3.2370,0.4611,0.1425
22174,23,2.1389,0.4952,0.2315
22175,25,3.0200,0.2705,0.0896
22176,23,3.0552,0.2031,0.0665
22177,7,10.2427,1.6516,0.1612
22178,25,1.3347,0.2008,0.1505
22179,25,7.3026,0.9002,0.1233
22180,24,10.8741,2.2768,0.2094
22181,24,0.8907,0.1645,0.1846
22182,25,4.9866,1.9750,0.3961
22183,20,6.5283,1.3349,0.2045
22184,14,9.8681,2.9226,0.2962
22185,25,1.6842,0.2843,0.1688
22186,21,3.3080,1.0097,0.3052
22187,19,4.4825,1.3995,0.3122
22188,24,3.1268,0.7765,0.2483
22189,24,3.2191,0.4959,0.1540
22190,25,2.0724,0.4751,0.2293
22191,23,8.4195,0.2893,0.0344
22192,23,8.3435,1.0503,0.1259
22193,20,8.5415,0.4094,0.0479
22194,21,9.3686,1.9523,0.2084
22195,25,1.8155,0.1649,0.0908
22196,25,0.9427,0.0604,0.0641
22197,25,0.8545,0.1211,0.1418
22198,15,1.7525,0.1822,0.1039
22199,25,4.4903,0.8719,0.1942
22200,25,4.7081,0.8818,0.1873
22201,25,4.3987,0.7836,0.1781
22202,17,4.3740,0.7233,0.1654
22203,25,4.0245,0.6273,0.1559
22204,25,4.0825,1.0579,0.2591
22206,8,0.8400,0.0107,0.0127
22207,25,4.3581,0.4574,0.1049
22208,25,1.4959,0.4261,0.2848
22209,25,1.4723,0.4116,0.2795
22210,25,1.5104,0.5304,0.3511
22211,25,1.5844,0.4877,0.3078
22212,25,2.2300,0.2408,0.1080
22214,25,2.7805,0.7982,0.2871
22215,25,8.4286,1.1445,0.1358
22216,25,1.0466,0.3163,0.3022
22217,25,1.3620,0.2719,0.1996
22218,13,4.3739,0.2845,0.0651
22219,25,0.9672,0.0635,0.0657
22220,24,10.1710,2.0756,0.2041
22221,25,9.5878,2.1567,0.2249
22222,25,5.2111,1.1597,0.2225
22223,25,5.5985,1.7582,0.3140
22224,25,3.2512,0.3498,0.1076
22227,25,0.7188,0.0364,0.0506
22228,24,0.8782,0.3360,0.3825
22229,21,0.8163,0.3202,0.3922
22230,25,0.8525,0.3081,0.3614
22231,25,1.3043,0.3335,0.2557
22232,25,1.4899,0.6381,0.4282
22233,24,1.4154,0.5189,0.3666
22236,24,12.3636,0.5173,0.0418
22241,24,1.4563,0.3429,0.2355
22242,15,1.6236,0.0837,0.0516
22243,22,1.5945,0.0681,0.0427
22244,21,1.9896,0.2522,0.1267
22245,21,0.8765,0.0650,0.0741
22246,24,2.3969,0.7810,0.3258
22247,17,0.9756,0.2185,0.2240
22248,23,1.0064,0.2626,0.2610
22249,21,0.9843,0.2386,0.2424
22250,25,1.1119,0.3112,0.2799
22251,25,1.4467,0.3864,0.2671
22252,25,1.2982,0.2943,0.2267
22253,5,1.1930,0.1109,0.0930
22254,25,1.3503,0.2472,0.1831
22255,25,1.0237,0.2206,0.2155
22256,15,1.5117,0.4200,0.2779
22257,11,1.3047,0.5072,0.3888
22258,14,1.3720,0.5442,0.3966
22259,12,1.3642,0.5375,0.3940
22260,25,1.1822,0.2801,0.2369
22261,23,1.1746,0.3261,0.2776
22262,25,1.0678,0.2330,0.2182
22263,23,1.1356,0.3931,0.3461
22264,21,1.1177,0.4421,0.3955
22265,22,0.6695,0.0344,0.0514
22266,19,0.5662,0.3422,0.6044
22267,16,0.8438,0.4276,0.5067
22268,22,0.7614,0.4131,0.5426
22269,25,1.1066,0.4323,0.3907
22270,20,3.9439,0.4810,0.1220
22271,24,2.9306,0.2003,0.0684
22272,18,2.9209,0.3297,0.1129
22273,25,2.9080,0.1844,0.0634
22274,25,2.9077,0.2083,0.0716
22275,13,8.4039,0.3552,0.0423
22276,25,2.7044,0.2755,0.1019
22277,25,2.2285,0.2654,0.1191
22278,25,6.2130,1.4295,0.2301
22279,25,1.6469,0.4602,0.2794
22280,25,1.6444,0.5098,0.3100
22281,16,7.2544,2.3300,0.3212
22282,25,15.2995,2.7807,0.1818
22283,25,8.7020,0.9895,0.1137
22284,25,1.7076,0.1329,0.0778
22285,25,1.6673,0.0994,0.0596
22286,19,1.2751,0.6850,0.5372
22287,18,1.3658,0.9349,0.6845
22288,20,1.6283,0.6015,0.3694
22289,20,1.5253,0.5220,0.3422
22290,4,2.0810,0.3744,0.1799
22291,23,1.4995,0.1649,0.1099
22292,24,1.4387,0.1098,0.0763
22293,22,1.7201,0.5443,0.3164
22294,25,1.2529,0.0410,0.0327
22295,23,1.6671,0.0576,0.0346
22296,24,1.6684,0.0592,0.0355
22297,25,1.3190,0.0778,0.0590
22299,25,1.3493,0.3878,0.2874
22300,25,2.5434,0.2719,0.1069
22301,25,2.5148,0.2820,0.1122
22302,24,2.3760,0.3001,0.1263
22303,25,2.4399,0.2211,0.0906
22304,24,2.4086,0.4148,0.1722
22305,25,2.4404,0.3363,0.1378
22306,15,1.9355,1.3685,0.7071
22307,14,2.8949,2.6843,0.9272
22308,25,3.3818,0.7415,0.2193
22309,24,2.9569,0.6660,0.2252
22310,24,2.0592,0.5640,0.2739
22311,25,4.0964,1.3484,0.3292
22312,25,3.9838,1.3104,0.3289
22313,24,3.8968,1.3486,0.3461
22314,25,3.9127,1.0487,0.2680
22315,25,1.3244,0.1557,0.1176
22316,25,1.2965,0.2803,0.2162
22317,24,3.2726,0.3586,0.1096
22318,25,3.2333,0.2482,0.0768
22319,25,0.6426,0.1028,0.1600
22320,25,5.9920,0.1791,0.0299
22321,25,0.9786,0.1693,0.1730
22322,24,1.0053,0.1367,0.1359
22323,13,2.7472,1.1974,0.4359
22324,25,3.0105,1.1264,0.3742
22325,24,5.0384,0.5769,0.1145
22326,24,2.9183,0.2041,0.0699
22327,24,3.4836,0.5978,0.1716
22328,24,2.8555,0.1642,0.0575
22329,24,1.7692,0.3503,0.1980
22330,3,1.4880,0.0658,0.0442
22331,25,1.6951,0.1122,0.0662
22332,25,1.6328,0.0799,0.0489
22333,25,1.5917,0.0634,0.0399
22334,25,1.6524,0.0614,0.0372
22335,25,0.7017,0.1071,0.1526
22336,22,0.6713,0.2143,0.3192
22337,13,0.6805,0.1771,0.2602
22338,19,0.6786,0.3122,0.4600
22339,16,0.6508,0.2975,0.4572
22340,16,1.8589,1.0299,0.5540
22341,25,1.8774,0.3816,0.2032
22342,25,1.5728,0.5347,0.3400
22343,25,0.7621,0.2110,0.2769
22344,24,0.8938,0.3326,0.3721
22345,25,0.8393,0.2730,0.3253
22346,22,0.8545,0.3115,0.3646
22347,9,1.2200,0.1659,0.1360
22348,25,0.8751,0.0840,0.0959
22349,25,4.0661,0.8185,0.2013
22350,25,2.8530,0.6331,0.2219
22351,3,2.7667,0.9677,0.3498
22352,25,2.5866,0.2284,0.0883
22353,16,3.0392,1.1433,0.3762
22354,25,4.0769,0.9008,0.2210
22355,25,1.3349,0.3879,0.2906
22356,25,1.0814,0.2640,0.2441
22357,24,4.6521,0.4600,0.0989
22358,24,3.5191,0.6331,0.1799
22359,22,3.2921,0.2960,0.0899
22360,23,3.2233,0.5606,0.1739
22361,22,3.6308,0.7533,0.2075
22362,22,3.4339,0.4403,0.1282
22363,22,3.2955,0.6424,0.1949
22364,22,3.4122,0.5760,0.1688
22365,24,7.7398,1.4323,0.1851
22366,24,7.6737,1.1922,0.1554
22367,24,1.9956,0.2460,0.1233
22371,23,5.1151,0.9312,0.1821
22372,23,5.1398,0.8682,0.1689
22374,23,5.0904,0.9276,0.1822
22375,23,5.3133,1.0413,0.1960
22376,23,5.0834,0.9545,0.1878
22377,24,2.1403,0.4738,0.2214
22378,24,2.3332,0.6793,0.2912
22379,24,2.2476,0.2281,0.1015
22380,24,2.1012,0.2774,0.1320
22381,24,2.1611,0.1622,0.0751
22382,24,1.6880,0.0878,0.0520
22383,24,1.7579,0.1855,0.1055
22384,24,1.6643,0.0850,0.0511
22385,24,1.9337,0.1229,0.0636
22386,24,1.9397,0.1411,0.0727
22389,20,2.2864,0.6452,0.2822
22390,22,2.2755,0.7030,0.3090
22391,20,2.5881,1.0867,0.4199
22393,22,2.5020,0.8723,0.3487
22394,19,2.3577,1.0442,0.4429
22395,19,2.9103,1.3156,0.4520
22396,22,0.9547,0.4050,0.4242
22398,22,1.0295,0.3905,0.3793
22399,22,1.2256,0.0855,0.0698
22400,22,1.0235,0.3797,0.3709
22402,22,1.0187,0.3767,0.3698
22403,22,1.0420,0.4600,0.4415
22405,22,1.2811,0.2369,0.1849
22406,22,1.3490,0.2878,0.2133
22407,19,1.2482,0.2360,0.1891
22408,20,1.3232,0.3237,0.2446
22409,22,1.4195,0.2752,0.1939
22410,22,1.2912,0.2144,0.1660
22411,24,2.1334,0.3005,0.1409
22412,23,2.1829,0.1320,0.0605
22413,24,2.9301,0.2458,0.0839
22414,24,8.1964,1.9637,0.2396
22415,14,7.9500,0.0000,0.0000
22416,23,1.4510,0.0755,0.0520
22417,24,0.5340,0.0327,0.0613
22418,20,0.8559,0.0426,0.0498
22419,20,0.4871,0.0727,0.1492
22420,20,0.4802,0.0706,0.1470
22421,20,0.5053,0.0885,0.1751
22422,20,0.7960,0.2317,0.2911
22423,22,12.5075,0.4087,0.0327
22424,20,14.0001,1.1885,0.0849
22425,20,5.2972,0.8093,0.1528
22426,21,4.0079,0.5416,0.1351
22427,19,6.0702,0.3799,0.0626
22428,21,7.5556,0.8049,0.1065
22429,21,4.4327,0.3439,0.0776
22430,20,5.1716,0.5271,0.1019
22431,23,2.0553,0.1803,0.0877
22432,23,1.9497,0.1469,0.0753
22433,23,1.9983,0.2018,0.1010
22434,21,1.9558,0.1109,0.0567
22435,21,1.2685,0.0617,0.0486
22436,21,0.6492,0.0184,0.0284
22437,21,0.8588,0.0400,0.0466
22438,21,1.9982,0.5365,0.2685
22439,21,0.6794,0.0415,0.0611
22440,21,0.4172,0.0182,0.0436
22441,22,2.1902,0.0984,0.0449
22442,20,7.5968,1.5142,0.1993
22443,18,8.1489,0.5930,0.0728
22444,15,1.9040,2.2325,1.1725
22445,22,3.2714,0.6684,0.2043
22446,21,3.2161,0.5969,0.1856
22447,21,3.6929,0.9890,0.2678
22448,22,3.6065,0.8648,0.2398
22449,21,3.3214,0.1919,0.0578
22450,19,3.3650,0.0705,0.0209
22451,15,3.3697,0.1542,0.0458
22452,22,2.8659,0.3457,0.1206
22453,22,2.9457,0.2476,0.0841
22454,20,2.9383,0.1182,0.0402
22456,22,5.3004,0.9119,0.1720
22457,22,3.0572,0.2060,0.0674
22458,14,2.6308,0.3495,0.1328
22459,14,2.6468,0.5376,0.2031
22460,22,1.3540,0.1383,0.1021
22461,18,11.8135,3.7258,0.3154
22464,22,1.6818,0.1982,0.1178
22465,22,1.6757,0.2077,0.1239
22466,22,1.9176,0.1451,0.0757
22467,21,2.3890,0.1020,0.0427
22468,22,6.9548,0.5568,0.0801
22469,21,1.7636,0.1307,0.0741
22470,21,3.0129,0.1500,0.0498
22471,20,4.9537,1.2018,0.2426
22472,22,5.4530,1.4825,0.2719
22473,22,5.0554,1.8938,0.3746
22474,22,5.7055,1.4638,0.2566
22475,22,5.4940,0.8827,0.1607
22476,22,5.8678,1.5295,0.2607
22477,22,1.4922,0.2679,0.1796
22478,22,1.4167,0.1670,0.1179
22479,22,1.4250,0.2233,0.1567
22480,18,1.2273,0.0519,0.0423
22481,22,1.1438,0.2540,0.2221
22482,17,1.2080,0.0546,0.0452
22483,22,3.0091,0.2769,0.0920
22485,22,13.8251,1.7573,0.1271
22486,13,9.5699,3.4003,0.3553
22487,22,10.2123,0.7583,0.0743
22488,22,1.7303,0.1107,0.0640
22489,21,0.4230,0.0300,0.0708
22491,20,0.8220,0.0440,0.0535
22492,20,0.6381,0.0318,0.0498
22493,20,1.6533,0.0717,0.0434
22494,24,1.4358,0.2522,0.1756
22495,24,3.0728,0.6155,0.2003
22496,24,2.9847,0.5272,0.1766
22497,24,4.7687,0.8030,0.1684
22498,23,6.4815,0.8098,0.1249
22499,23,6.2381,0.5134,0.0823
22500,24,5.2910,1.4807,0.2798
22501,19,12.7889,3.4450,0.2694
22502,17,17.7463,48.5801,2.7375
22503,17,25.7089,5.3908,0.2097
22504,18,26.2082,7.4309,0.2835
22505,22,4.9748,0.4986,0.1002
22507,22,4.9165,0.6149,0.1251
22508,22,4.0550,0.1886,0.0465
22509,22,16.5684,3.0760,0.1857
22510,19,3.5989,1.1587,0.3220
22511,18,3.4342,0.8853,0.2578
22512,18,3.5964,1.5219,0.4232
22513,21,4.1784,1.2776,0.3058
22514,22,2.3496,0.5885,0.2505
22515,22,2.4124,0.5499,0.2279
22516,20,2.4098,0.6178,0.2564
22517,22,2.3192,0.4281,0.1846
22518,15,2.2616,0.2786,0.1232
22519,16,2.2728,0.3833,0.1686
22520,15,0.9142,0.0937,0.1025
22521,15,0.9011,0.1064,0.1180
22522,22,0.8649,0.0429,0.0496
22523,22,0.8827,0.0806,0.0913
22524,15,1.4948,0.3347,0.2239
22525,14,1.5095,0.3702,0.2453
22526,22,13.9303,3.0485,0.2188
22528,10,1.8912,0.9029,0.4774
22529,22,0.4343,0.0930,0.2140
22530,22,0.4273,0.0440,0.1029
22531,22,0.4326,0.0524,0.1212
22532,22,0.4064,0.0485,0.1194
22533,22,0.4105,0.0625,0.1522
22534,22,0.4359,0.0527,0.1209
22535,22,0.4279,0.0703,0.1644
22536,22,0.3993,0.0305,0.0764
22537,22,0.4341,0.0284,0.0655
22538,21,0.4635,0.1086,0.2343
22539,22,0.4139,0.0531,0.1284
22540,22,0.4155,0.0689,0.1658
22541,21,0.5222,0.1655,0.3169
22543,21,0.4357,0.0916,0.2102
22544,22,0.4129,0.0557,0.1348
22545,22,0.4397,0.0777,0.1767
22546,22,0.4102,0.0519,0.1265
22547,22,0.4590,0.0797,0.1737
22548,21,1.3164,0.2567,0.1950
22549,22,1.5199,0.1091,0.0718
22550,22,3.8415,0.4262,0.1110
22551,22,1.6678,0.1515,0.0908
22553,22,1.6699,0.0675,0.0404
22554,22,1.7211,0.2678,0.1556
22555,22,1.6380,0.0549,0.0335
22556,22,1.6433,0.0460,0.0280
22557,22,1.6647,0.1027,0.0617
22558,19,1.4603,0.1713,0.1173
22559,22,1.3505,0.3078,0.2279
22560,22,1.1972,0.0855,0.0714
22561,22,1.6699,0.1369,0.0820
22562,22,1.2268,0.0631,0.0514
22563,22,1.1990,0.0648,0.0541
22564,22,1.2075,0.0803,0.0665
22565,22,0.9314,0.1557,0.1672
22566,22,0.8864,0.0706,0.0796
22567,21,1.3186,0.1453,0.1102
22568,22,3.7487,0.1270,0.0339
22569,20,3.7294,0.2728,0.0731
22570,21,3.7573,0.2870,0.0764
22571,14,0.9193,0.1205,0.1311
22572,14,1.0481,0.3232,0.3083
22573,15,1.0185,0.2696,0.2647
22574,17,1.0850,0.3210,0.2959
22575,13,2.1634,0.6311,0.2917
22576,15,0.9891,0.2656,0.2686
22577,18,0.7780,0.2176,0.2796
22578,13,0.7857,0.3529,0.4491
22579,13,0.8654,0.3643,0.4210
22580,15,6.2808,1.6871,0.2686
22581,13,0.8942,0.2706,0.3026
22582,22,2.6599,0.3073,0.1155
22583,22,2.8192,0.4598,0.1631
22584,22,2.6122,0.2160,0.0827
22585,22,1.2571,0.1039,0.0827
22586,22,0.8941,0.0833,0.0932
22587,22,0.8858,0.0535,0.0604
22588,15,2.9364,0.4593,0.1564
22589,13,2.9042,0.6833,0.2353
22591,13,3.5212,1.4531,0.4127
22592,13,4.3501,1.2056,0.2771
22593,16,1.0205,0.2947,0.2888
22594,16,1.0138,0.2688,0.2651
22595,18,0.8767,0.0648,0.0740
22596,12,1.0496,0.2937,0.2798
22597,18,0.8154,0.2964,0.3635
22598,12,0.8371,0.3591,0.4290
22599,12,0.8202,0.3166,0.3861
22600,15,1.0323,0.3189,0.3089
22601,16,1.0691,0.3484,0.3259
22602,18,0.9494,0.2015,0.2122
22603,14,0.9834,0.2930,0.2980
22604,18,2.7100,0.5586,0.2061
22605,21,13.9274,1.4688,0.1055
22606,21,15.1626,1.6361,0.1079
22607,19,9.4833,0.6865,0.0724
22608,22,0.6156,0.4669,0.7583
22609,22,0.5940,0.3943,0.6639
22610,23,0.5717,0.3206,0.5608
22611,18,4.8957,0.3876,0.0792
22612,7,3.8449,0.1547,0.0402
22613,20,0.8399,0.0771,0.0918
22614,20,0.3341,0.0740,0.2216
22615,20,0.3261,0.0616,0.1890
22616,20,0.3093,0.0475,0.1537
22617,22,4.9094,0.2438,0.0497
22618,14,9.9825,1.0195,0.1021
22619,20,3.8496,0.2339,0.0608
22620,20,1.3759,0.1478,0.1074
22621,20,1.5619,0.1368,0.0876
22622,20,10.2209,0.8512,0.0833
22623,20,5.4875,0.7265,0.1324
22624,20,8.8018,0.5233,0.0595
22625,20,8.6929,0.6992,0.0804
22626,21,8.6523,0.3653,0.0422
22627,20,8.4266,1.8779,0.2229
22628,18,5.1143,0.7761,0.1518
22629,18,1.8370,0.0612,0.0333
22630,18,1.8796,0.1040,0.0553
22631,19,2.0060,0.1548,0.0772
22632,11,2.0306,0.0871,0.0429
22633,12,2.2536,0.5984,0.2655
22634,20,9.4594,0.3371,0.0356
22635,20,9.5832,0.5030,0.0525
22636,20,8.3734,0.3659,0.0437
22637,19,2.6077,0.3029,0.1162
22638,16,2.3618,0.7028,0.2976
22639,18,2.4680,0.4328,0.1754
22640,19,2.4751,0.6143,0.2482
22641,17,2.4158,0.6408,0.2653
22642,15,2.5852,0.7933,0.3069
22643,17,2.3278,0.5216,0.2241
22644,20,1.5873,0.3306,0.2082
22645,20,1.9180,0.4759,0.2481
22646,20,1.4778,0.2413,0.1633
22647,18,1.3773,0.6387,0.4637
22649,20,5.0840,0.2432,0.0478
22650,20,1.5587,0.1996,0.1280
22651,18,0.8832,0.0940,0.1064
22652,17,1.7021,0.1220,0.0717
22653,18,1.9117,0.1659,0.0868
22654,18,6.9158,1.2812,0.1853
22655,16,182.1652,83.1893,0.4567
22656,13,194.8901,89.5400,0.4594
22657,3,0.8500,0.0000,0.0000
22659,19,1.8805,0.1521,0.0809
22660,19,8.0777,1.2909,0.1598
22661,18,0.8164,0.0418,0.0512
22662,18,1.6585,0.0949,0.0572
22663,18,2.0577,0.1768,0.0859
22664,18,2.1934,0.4098,0.1868
22665,17,3.5005,0.7692,0.2197
22666,18,3.1561,0.1623,0.0514
22667,17,2.8150,0.0996,0.0354
22668,18,3.2385,0.5493,0.1696
22669,18,3.2063,0.3993,0.1245
22670,17,1.3085,0.0765,0.0584
22671,17,1.7734,0.2078,0.1172
22672,17,1.7282,0.1251,0.0724
22673,17,1.2775,0.0534,0.0418
22674,17,1.2964,0.1167,0.0900
22675,17,1.2919,0.1018,0.0788
22676,17,1.3559,0.1040,0.0767
22677,17,1.3762,0.1175,0.0854
22678,17,1.3589,0.1000,0.0736
22679,17,1.3844,0.0973,0.0703
22680,17,1.3541,0.1146,0.0846
22681,17,1.3691,0.1226,0.0896
22682,17,1.3270,0.0718,0.0541
22683,17,1.3462,0.0854,0.0634
22684,17,1.3760,0.1499,0.1089
22685,17,1.3035,0.0494,0.0379
22686,17,1.4488,0.3147,0.2172
22687,13,9.4278,3.7741,0.4003
22688,13,7.8501,1.4702,0.1873
22689,15,9.6140,3.4928,0.3633
22690,19,7.2281,1.2706,0.1758
22691,18,8.2498,1.8927,0.2294
22692,19,8.3760,1.4866,0.1775
22693,17,1.2178,0.1750,0.1437
22694,18,2.3583,0.3454,0.1465
22695,17,1.5873,0.3690,0.2325
22696,18,2.0047,0.1965,0.0980
22697,17,3.1315,0.1688,0.0539
22698,16,3.0524,0.2253,0.0738
22699,17,2.9709,0.1805,0.0607
22700,15,2.6087,0.8356,0.3203
22701,19,2.5174,0.7944,0.3156
22702,19,2.0998,0.7008,0.3337
22703,19,2.1062,0.5327,0.2529
22704,20,0.4149,0.0113,0.0272
22705,20,0.4200,0.0000,0.0000
22706,19,0.4118,0.0166,0.0403
22707,20,0.4200,0.0000,0.0000
22708,19,0.4133,0.0162,0.0392
22709,17,0.4064,0.0223,0.0548
22710,20,0.4023,0.0229,0.0568
22711,20,0.4156,0.0138,0.0333
22712,19,0.4186,0.0249,0.0596
22713,20,0.4348,0.0501,0.1152
22714,20,0.4243,0.0348,0.0821
22715,18,0.4435,0.1022,0.2305
22716,19,0.4284,0.0195,0.0455
22717,19,0.4535,0.0932,0.2054
22718,19,0.4419,0.0254,0.0574
22719,14,1.4331,0.3196,0.2230
22720,13,5.3923,0.6072,0.1126
22721,13,4.9890,0.9114,0.1827
22722,13,4.1474,0.4091,0.0986
22723,13,3.8706,0.8339,0.2154
22725,16,4.1253,0.3232,0.0783
22726,16,4.4368,1.1001,0.2480
22727,16,3.9636,0.2686,0.0678
22728,16,3.9728,0.2286,0.0575
22729,16,4.5008,1.4920,0.3315
22730,16,3.9947,0.1952,0.0489
22731,11,1.4105,0.2523,0.1788
22732,14,1.4536,0.2150,0.1479
22733,13,1.3896,0.1525,0.1097
22734,13,3.5757,1.3297,0.3719
22735,11,2.1111,0.8546,0.4048
22736,15,2.2062,0.7962,0.3609
22737,16,2.0923,0.6258,0.2991
22738,14,2.1377,0.7733,0.3617
22739,16,2.2053,0.7476,0.3390
22740,12,0.8572,0.0341,0.0398
22741,16,0.8697,0.0421,0.0484
22742,17,2.9412,0.6067,0.2063
22743,17,3.1947,0.7240,0.2266
22744,17,2.9663,0.6221,0.2097
22745,16,2.3223,0.3528,0.1519
22746,16,2.2527,0.2483,0.1102
22747,16,2.2319,0.2097,0.0940
22748,16,2.3103,0.3566,0.1544
22749,16,3.9130,0.4912,0.1255
22750,16,3.7550,0.1478,0.0394
22751,16,3.7907,0.2561,0.0675
22752,17,8.3401,1.0408,0.1248
22753,17,0.8652,0.1730,0.2000
22754,17,0.8529,0.1747,0.2048
22755,17,0.8565,0.1738,0.2029
22756,17,1.3127,0.2817,0.2146
22757,17,1.3008,0.3004,0.2309
22758,17,1.2678,0.2404,0.1897
22759,16,1.6915,0.1314,0.0777
22760,12,12.9589,1.4525,0.1121
22761,14,26.1618,6.6639,0.2547
22762,15,16.4236,2.3920,0.1456
22763,15,10.3946,1.3477,0.1297
22764,4,28.0891,14.8946,0.5303
22765,3,11.3939,0.3888,0.0341
22766,15,2.9842,0.1165,0.0390
22767,15,9.8027,0.6633,0.0677
22768,15,9.8558,0.7256,0.0736
22769,4,32.6676,13.3845,0.4097
22770,15,16.0153,1.9357,0.1209
22771,15,1.3698,0.1265,0.0924
22772,15,1.4326,0.2510,0.1752
22773,15,1.3525,0.1141,0.0844
22774,15,1.3444,0.1878,0.1397
22775,15,1.4771,0.1914,0.1296
22776,15,10.6768,1.3120,0.1229
22777,8,8.6481,0.8871,0.1026
22778,14,4.0656,0.6499,0.1599
22779,15,3.9208,0.2921,0.0745
22780,15,3.9492,0.2972,0.0753
22781,15,8.5083,1.3338,0.1568
22782,15,21.9766,5.6150,0.2555
22783,8,14.7530,3.6658,0.2485
22784,15,5.0532,0.4046,0.0801
22785,14,6.8484,1.8189,0.2656
22786,13,6.7104,2.1970,0.3274
22788,9,9.8021,1.6057,0.1638
22789,15,2.0146,0.1580,0.0784
22790,1,19.4200,0.0000,
22791,14,1.2316,0.0838,0.0680
22792,15,0.9688,0.1007,0.1039
22794,15,8.4058,0.4696,0.0559
22795,13,7.0190,0.5098,0.0726
22796,15,9.9840,0.5167,0.0518
22797,15,18.4110,2.9117,0.1582
22798,15,3.1018,0.1681,0.0542
22799,15,8.3175,1.5649,0.1881
22800,15,4.1823,0.3508,0.0839
22801,15,4.0984,0.2702,0.0659
22802,14,18.8156,3.1382,0.1668
22803,13,39.8123,3.7267,0.0936
22804,16,2.8340,0.3432,0.1211
22805,15,1.4175,0.1655,0.1168
22806,16,3.3623,1.1756,0.3496
22807,16,3.0646,0.4242,0.1384
22808,12,3.2943,1.1623,0.3528
22809,11,3.0054,0.1731,0.0576
22810,13,3.2911,0.8204,0.2493
22811,16,3.2387,0.9827,0.3034
22812,12,2.3518,0.7232,0.3075
22813,16,2.0405,0.2070,0.1014
22814,16,0.4270,0.0273,0.0639
22815,16,0.4306,0.0168,0.0390
22816,14,0.5163,0.1736,0.3362
22817,16,0.4230,0.0134,0.0318
22818,14,0.5182,0.1701,0.3283
22819,16,0.4257,0.0183,0.0429
22820,16,0.6417,0.0467,0.0728
22821,16,0.6627,0.0604,0.0911
22822,14,6.1994,0.7823,0.1262
22823,12,117.7500,6.6623,0.0566
22824,13,35.5646,0.8550,0.0240
22825,14,8.0631,0.5622,0.0697
22826,10,138.0000,56.1842,0.4071
22827,13,156.8388,7.5515,0.0481
22828,8,153.8333,9.5336,0.0620
22829,13,10.4469,1.0110,0.0968
22830,4,19.9001,7.1851,0.3611
22831,14,3.0364,0.1666,0.0549
22832,13,11.8553,2.7577,0.2326
22833,4,48.3266,19.2840,0.3990
22834,16,2.1444,0.4131,0.1926
22835,16,5.1981,0.4526,0.0871
22837,12,5.3774,1.3839,0.2574
22838,14,15.2300,2.5144,0.1651
22839,15,16.5375,2.8786,0.1741
22840,15,7.8399,0.7414,0.0946
22841,15,8.1782,1.1810,0.1444
22842,15,7.0666,1.7630,0.2495
22843,15,7.1243,1.7815,0.2501
22844,15,9.6045,0.8260,0.0860
22845,15,6.8807,0.6100,0.0887
22846,15,15.9686,1.7113,0.1072
22847,14,16.1637,0.7233,0.0447
22848,13,16.6327,1.6537,0.0994
22849,12,15.9653,0.9589,0.0601
22850,1,15.4500,0.0000,
22851,17,0.8612,0.0718,0.0834
22852,15,4.4020,0.2540,0.0577
22853,15,3.4878,0.4776,0.1369
22854,13,4.9453,0.3630,0.0734
22855,12,1.2632,0.0610,0.0483
22856,10,1.4102,0.4047,0.2870
22857,9,0.9053,0.1466,0.1619
22858,8,1.6910,0.1436,0.0849
22859,13,1.6814,0.1356,0.0806
22860,9,1.7565,0.1881,0.1071
22861,5,1.7304,0.1146,0.0663
22862,5,4.5372,0.3746,0.0826
22863,16,2.9478,0.2067,0.0701
22864,1,0.4200,0.0000,
22865,15,2.2231,0.2294,0.1032
22866,13,2.2124,0.3051,0.1379
22867,13,2.4094,0.6018,0.2498
22868,13,2.6591,0.9214,0.3465
22869,14,2.7110,0.5778,0.2131
22870,14,2.6992,0.7224,0.2677
22871,12,2.6578,0.9213,0.3467
22872,14,2.8194,0.9799,0.3475
22873,13,2.7550,0.9788,0.3553
22874,12,2.6830,0.9638,0.3592
22875,13,2.6640,0.9544,0.3583
22876,11,2.5071,0.8574,0.3420
22877,12,2.5214,0.9720,0.3855
22878,14,3.0986,0.8487,0.2739
22879,12,2.7107,1.1365,0.4193
22880,14,2.7428,1.0897,0.3973
22881,15,2.8334,1.1724,0.4138
22882,15,2.6466,0.9436,0.3565
22883,14,2.7767,1.1012,0.3966
22884,14,2.5896,0.9280,0.3583
22885,14,2.7611,1.1159,0.4041
22886,14,2.6880,1.0862,0.4041
22887,14,2.7121,1.0895,0.4017
22888,13,2.9151,1.1986,0.4112
22889,13,3.1260,1.1187,0.3579
22890,15,10.4609,1.2677,0.1212
22891,15,4.8759,0.7395,0.1517
22892,14,1.2297,0.0266,0.0216
22893,15,0.5214,0.1225,0.2350
22894,16,9.7106,0.9546,0.0983
22895,16,3.1848,0.4227,0.1327
22896,16,2.6491,0.3836,0.1448
22897,16,1.5307,0.1618,0.1057
22898,16,2.1384,0.3371,0.1577
22899,16,2.1098,0.1404,0.0665
22900,16,3.2076,0.5534,0.1725
22902,16,2.1194,0.2252,0.1062
22903,13,2.8539,0.3893,0.1364
22904,15,3.0628,0.2893,0.0945
22905,16,2.8535,0.3734,0.1309
22906,16,1.7374,0.1570,0.0904
22907,16,0.8444,0.0570,0.0675
22908,16,0.8299,0.0721,0.0869
22909,15,1.0132,0.2890,0.2852
