rank,stock_code,cum_product_share,revenue,revenue_share,cum_revenue_share,abc_class
2349,23225,0.4975,1111.1400,0.0001,0.9531,C
2350,84678,0.4977,1108.2800,0.0001,0.9532,C
2351,22255,0.4979,1106.7100,0.0001,0.9532,C
2352,84631,0.4981,1106.1600,0.0001,0.9533,C
2353,23269,0.4983,1104.9900,0.0001,0.9533,C
2354,21202,0.4985,1103.4800,0.0001,0.9534,C
2355,23510,0.4987,1102.9400,0.0001,0.9535,C
2356,84638,0.4989,1101.5500,0.0001,0.9535,C
2357,21650,0.4992,1101.1400,0.0001,0.9536,C
2358,47587A,0.4994,1099.8800,0.0001,0.9536,C
2359,72598,0.4996,1099.5000,0.0001,0.9537,C
2360,21779,0.4998,1097.8000,0.0001,0.9537,C
2361,84358,0.5000,1097.4800,0.0001,0.9538,C
2362,23418,0.5002,1097.3900,0.0001,0.9539,C
2363,37479B,0.5004,1095.8500,0.0001,0.9539,C
2364,20892,0.5006,1095.3500,0.0001,0.9540,C
2365,20669,0.5008,1094.6700,0.0001,0.9540,C
2366,72819,0.5011,1094.0100,0.0001,0.9541,C
2367,85093,0.5013,1091.2100,0.0001,0.9542,C
2368,85212,0.5015,1089.6000,0.0001,0.9542,C
2369,21666,0.5017,1089.5500,0.0001,0.9543,C
2370,23513,0.5019,1089.3300,0.0001,0.9543,C
2371,22709,0.5021,1089.0800,0.0001,0.9544,C
2372,23411,0.5023,1088.9100,0.0001,0.9544,C
2373,20867,0.5025,1088.1800,0.0001,0.9545,C
2374,22116,0.5028,1087.7300,0.0001,0.9546,C
2375,85124A,0.5030,1087.7300,0.0001,0.9546,C
2376,22532,0.5032,1086.8200,0.0001,0.9547,C
2377,84791,0.5034,1086.1300,0.0001,0.9547,C
2378,21839,0.5036,1085.5900,0.0001,0.9548,C
2379,23433,0.5038,1085.3400,0.0001,0.9548,C
2380,72815,0.5040,1083.3600,0.0001,0.9549,C
2381,20932,0.5042,1082.8000,0.0001,0.9550,C
2382,21944,0.5044,1081.4800,0.0001,0.9550,C
2383,20755,0.5047,1079.5300,0.0001,0.9551,C
2384,21817,0.5049,1077.1900,0.0001,0.9551,C
2385,21632,0.5051,1076.2200,0.0001,0.9552,C
2386,85136A,0.5053,1073.5800,0.0001,0.9552,C
2387,23506,0.5055,1073.3400,0.0001,0.9553,C
2388,20615,0.5057,1072.9300,0.0001,0.9553,C
2389,85131D,0.5059,1072.7300,0.0001,0.9554,C
2390,20832,0.5061,1070.8100,0.0001,0.9555,C
2391,23102,0.5064,1070.0500,0.0001,0.9555,C
2392,85126,0.5066,1069.1600,0.0001,0.9556,C
2393,21827,0.5068,1068.8900,0.0001,0.9556,C
2394,23087,0.5070,1068.5200,0.0001,0.9557,C
2395,23041,0.5072,1066.5100,0.0001,0.9557,C
2396,23375,0.5074,1066.2900,0.0001,0.9558,C
2397,22814,0.5076,1062.7500,0.0001,0.9559,C
2398,21131,0.5078,1061.3600,0.0001,0.9559,C
2399,22598,0.5080,1060.9300,0.0001,0.9560,C
2400,22860,0.5083,1060.8500,0.0001,0.9560,C
2401,21815,0.5085,1060.2400,0.0001,0.9561,C
2402,72800F,0.5087,1060.1900,0.0001,0.9561,C
2403,22856,0.5089,1059.8500,0.0001,0.9562,C
2404,85008,0.5091,1058.7200,0.0001,0.9562,C
2405,85163A,0.5093,1058.1700,0.0001,0.9563,C
2406,35651,0.5095,1057.6200,0.0001,0.9564,C
2407,23033,0.5097,1057.4500,0.0001,0.9564,C
2408,21758,0.5100,1057.3000,0.0001,0.9565,C
2409,84247E,0.5102,1056.6700,0.0001,0.9565,C
2410,85179B,0.5104,1056.6000,0.0001,0.9566,C
2411,22806,0.5106,1056.3200,0.0001,0.9566,C
2412,16047,0.5108,1054.7000,0.0001,0.9567,C
2413,23402,0.5110,1053.8100,0.0001,0.9567,C
2414,21825,0.5112,1053.1900,0.0001,0.9568,C
2415,84908B,0.5114,1052.2900,0.0001,0.9569,C
2416,85078,0.5116,1052.0200,0.0001,0.9569,C
2417,37327,0.5119,1051.6900,0.0001,0.9570,C
2418,20783,0.5121,1051.4000,0.0001,0.9570,C
2419,23444,0.5123,1050.0000,0.0001,0.9571,C
2420,84965A,0.5125,1050.0000,0.0001,0.9571,C
2421,85160B,0.5127,1048.8300,0.0001,0.9572,C
2422,23327,0.5129,1048.6200,0.0001,0.9572,C
2423,23432,0.5131,1048.5200,0.0001,0.9573,C
2424,22857,0.5133,1048.2800,0.0001,0.9573,C
2425,84985A,0.5136,1047.9300,0.0001,0.9574,C
2426,72750B,0.5138,1047.2000,0.0001,0.9575,C
2427,85144,0.5140,1046.8500,0.0001,0.9575,C
2428,21850,0.5142,1046.5000,0.0001,0.9576,C
2429,84908A,0.5144,1045.1600,0.0001,0.9576,C
2430,22997,0.5146,1044.6200,0.0001,0.9577,C
2431,46775A,0.5148,1044.2300,0.0001,0.9577,C
2432,18007,0.5150,1043.2200,0.0001,0.9578,C
2433,84405A,0.5152,1042.1600,0.0001,0.9578,C
2434,20671,0.5155,1038.7200,0.0001,0.9579,C
2435,21269,0.5157,1036.8400,0.0001,0.9580,C
2436,21725,0.5159,1036.4300,0.0001,0.9580,C
2437,21061,0.5161,1034.6600,0.0001,0.9581,C
2438,21664,0.5163,1031.0700,0.0001,0.9581,C
2439,84686,0.5165,1027.7900,0.0001,0.9582,C
2440,23347,0.5167,1027.5800,0.0001,0.9582,C
2441,22821,0.5169,1025.9000,0.0001,0.9583,C
2442,22266,0.5172,1025.6700,0.0001,0.9583,C
2443,84625C,0.5174,1024.1500,0.0001,0.9584,C
2444,20652,0.5176,1023.5800,0.0001,0.9584,C
2445,22247,0.5178,1022.7900,0.0001,0.9585,C
2446,22995,0.5180,1020.2400,0.0001,0.9585,C
2447,72800D,0.5182,1020.2100,0.0001,0.9586,C
2448,85031C,0.5184,1017.4800,0.0001,0.9587,C
2449,82613B,0.5186,1016.9000,0.0001,0.9587,C
2450,21814,0.5188,1016.5300,0.0001,0.9588,C
2451,84596L,0.5191,1016.4200,0.0001,0.9588,C
2452,22717,0.5193,1015.9300,0.0001,0.9589,C
2453,22049,0.5195,1015.7500,0.0001,0.9589,C
2454,84709B,0.5197,1014.4800,0.0001,0.9590,C
2455,35923,0.5199,1014.4100,0.0001,0.9590,C
2456,20730,0.5201,1011.7000,0.0001,0.9591,C
2457,47504H,0.5203,1010.7800,0.0001,0.9591,C
2458,23516,0.5205,1009.8500,0.0001,0.9592,C
2459,22511,0.5208,1009.6200,0.0001,0.9592,C
2460,72586,0.5210,1009.2700,0.0001,0.9593,C
2461,47589,0.5212,1008.7300,0.0001,0.9593,C
2462,84905,0.5214,1007.9100,0.0001,0.9594,C
2463,84929,0.5216,1007.5200,0.0001,0.9595,C
2464,85104,0.5218,1006.9900,0.0001,0.9595,C
2465,35646,0.5220,1006.5400,0.0001,0.9596,C
2466,21836,0.5222,1003.8900,0.0001,0.9596,C
2467,84907,0.5224,999.1700,0.0001,0.9597,C
2468,21127,0.5227,998.0300,0.0001,0.9597,C
2469,20619,0.5229,997.9000,0.0001,0.9598,C
2470,22420,0.5231,997.6300,0.0001,0.9598,C
2471,21250,0.5233,997.5500,0.0001,0.9599,C
2472,23121,0.5235,997.0800,0.0001,0.9599,C
2473,82616C,0.5237,996.8000,0.0001,0.9600,C
2474,84918,0.5239,995.1200,0.0001,0.9600,C
2475,72484,0.5241,991.3800,0.0001,0.9601,C
2476,21690,0.5244,990.8400,0.0001,0.9601,C
2477,23153,0.5246,990.7300,0.0001,0.9602,C
2478,84964B,0.5248,990.0000,0.0001,0.9602,C
2479,21335,0.5250,989.6200,0.0001,0.9603,C
2480,21084,0.5252,989.4900,0.0001,0.9603,C
2481,21721,0.5254,988.8700,0.0001,0.9604,C
2482,20617,0.5256,988.8600,0.0001,0.9604,C
2483,21427,0.5258,986.4600,0.0001,0.9605,C
2484,21303,0.5260,985.5400,0.0001,0.9605,C
2485,85170C,0.5263,984.7700,0.0001,0.9606,C
2486,35958,0.5265,984.6300,0.0001,0.9607,C
2487,84707A,0.5267,983.4800,0.0001,0.9607,C
2488,23544,0.5269,983.1300,0.0001,0.9608,C
2489,23331,0.5271,983.0800,0.0001,0.9608,C
2490,35653,0.5273,982.5300,0.0001,0.9609,C
2491,85019B,0.5275,979.9700,0.0001,0.9609,C
2492,23419,0.5277,979.4500,0.0001,0.9610,C
2493,85180B,0.5280,975.6600,0.0001,0.9610,C
2494,85025B,0.5282,975.5200,0.0001,0.9611,C
2495,20661,0.5284,974.2700,0.0001,0.9611,C
2496,17021,0.5286,973.4400,0.0001,0.9612,C
2497,84923,0.5288,972.2100,0.0001,0.9612,C
2498,71279,0.5290,972.1100,0.0001,0.9613,C
2499,84800L,0.5292,970.7900,0.0001,0.9613,C
2500,23517,0.5294,970.3600,0.0001,0.9614,C
2501,21562,0.5296,970.2800,0.0001,0.9614,C
2502,85018D,0.5299,969.9000,0.0001,0.9615,C
2503,78124,0.5301,969.6100,0.0001,0.9615,C
2504,23088,0.5303,969.0000,0.0001,0.9616,C
2505,85189,0.5305,967.9500,0.0001,0.9616,C
2506,72814,0.5307,967.9200,0.0001,0.9617,C
2507,21299,0.5309,966.3500,0.0001,0.9617,C
2508,20830,0.5311,964.6100,0.0001,0.9618,C
2509,21636,0.5313,963.9900,0.0001,0.9618,C
2510,20773,0.5316,963.9800,0.0001,0.9619,C
2511,20839,0.5318,963.2200,0.0001,0.9619,C
2512,23518,0.5320,963.0700,0.0001,0.9620,C
2513,20774,0.5322,962.4800,0.0001,0.9620,C
2514,21208,0.5324,962.0900,0.0001,0.9621,C
2515,22529,0.5326,961.3500,0.0001,0.9621,C
2516,21691,0.5328,960.9900,0.0001,0.9622,C
2517,22643,0.5330,959.9800,0.0001,0.9622,C
2518,85197,0.5332,959.4600,0.0001,0.9623,C
2519,23107,0.5335,958.4800,0.0001,0.9623,C
2520,47310M,0.5337,958.1500,0.0001,0.9624,C
2521,72753B,0.5339,957.7300,0.0001,0.9624,C
2522,21805,0.5341,957.6300,0.0001,0.9625,C
2523,82616B,0.5343,956.5800,0.0001,0.9625,C
2524,84664,0.5345,955.3500,0.0001,0.9626,C
2525,84660B,0.5347,952.6600,0.0001,0.9626,C
2526,85130D,0.5349,952.5300,0.0001,0.9627,C
2527,20878,0.5352,952.5100,0.0001,0.9627,C
2528,23545,0.5354,952.1000,0.0001,0.9628,C
2529,20705,0.5356,950.8400,0.0000,0.9628,C
2530,23514,0.5358,950.3500,0.0000,0.9629,C
2531,22104,0.5360,950.1500,0.0000,0.9629,C
2532,21129,0.5362,949.4400,0.0000,0.9630,C
2533,85124B,0.5364,948.7000,0.0000,0.9630,C
2534,85111,0.5366,948.6500,0.0000,0.9631,C
2535,23512,0.5368,948.2300,0.0000,0.9631,C
2536,23533,0.5371,947.6400,0.0000,0.9632,C
2537,20758,0.5373,947.4700,0.0000,0.9632,C
2538,22953,0.5375,947.3000,0.0000,0.9633,C
2539,37492B,0.5377,946.7200,0.0000,0.9633,C
2540,21331,0.5379,946.6800,0.0000,0.9634,C
2541,21641,0.5381,946.3100,0.0000,0.9634,C
2542,23566,0.5383,945.3100,0.0000,0.9635,C
2543,84360,0.5385,944.9900,0.0000,0.9635,C
2544,20782,0.5388,944.8800,0.0000,0.9636,C
2545,23540,0.5390,944.5100,0.0000,0.9636,C
2546,20778,0.5392,944.3600,0.0000,0.9637,C
2547,85031A,0.5394,943.4400,0.0000,0.9637,C
2548,22143,0.5396,942.8800,0.0000,0.9638,C
2549,20998,0.5398,942.2600,0.0000,0.9638,C
2550,37482P,0.5400,941.0100,0.0000,0.9639,C
2551,90147,0.5402,937.4500,0.0000,0.9639,C
2552,85121B,0.5404,936.7400,0.0000,0.9640,C
2553,85226A,0.5407,933.0700,0.0000,0.9640,C
2554,21060,0.5409,932.5000,0.0000,0.9641,C
2555,47504E,0.5411,931.8600,0.0000,0.9641,C
2556,21720,0.5413,929.8100,0.0000,0.9642,C
2557,22512,0.5415,929.7100,0.0000,0.9642,C
2558,21014,0.5417,928.0900,0.0000,0.9643,C
2559,37330,0.5419,927.4600,0.0000,0.9643,C
2560,17012C,0.5421,925.3500,0.0000,0.9644,C
2561,22134,0.5424,924.0700,0.0000,0.9644,C
2562,23380,0.5426,923.7700,0.0000,0.9645,C
2563,82607A,0.5428,923.7200,0.0000,0.9645,C
2564,72529W,0.5430,923.0500,0.0000,0.9646,C
2565,23183,0.5432,922.4100,0.0000,0.9646,C
2566,23179,0.5434,922.1900,0.0000,0.9647,C
2567,84341B,0.5436,922.1800,0.0000,0.9647,C
2568,20775,0.5438,921.6500,0.0000,0.9648,C
2569,21726,0.5440,919.9400,0.0000,0.9648,C
2570,20903,0.5443,919.8000,0.0000,0.9649,C
2571,85121C,0.5445,918.9100,0.0000,0.9649,C
2572,90175A,0.5447,918.7000,0.0000,0.9650,C
2573,21702,0.5449,918.6800,0.0000,0.9650,C
2574,72045D,0.5451,918.6500,0.0000,0.9650,C
2575,85130B,0.5453,917.5400,0.0000,0.9651,C
2576,21007,0.5455,914.6700,0.0000,0.9651,C
2577,21320,0.5457,913.3400,0.0000,0.9652,C
2578,85032B,0.5460,909.4300,0.0000,0.9652,C
2579,84660A,0.5462,907.9600,0.0000,0.9653,C
2580,21417,0.5464,907.5900,0.0000,0.9653,C
2581,23178,0.5466,905.3100,0.0000,0.9654,C
2582,46000P,0.5468,905.2500,0.0000,0.9654,C
2583,85032C,0.5470,903.6100,0.0000,0.9655,C
2584,21444,0.5472,902.0300,0.0000,0.9655,C
2585,22994,0.5474,901.1900,0.0000,0.9656,C
2586,21318,0.5476,900.4200,0.0000,0.9656,C
2587,22248,0.5479,899.8700,0.0000,0.9657,C
2588,21480,0.5481,899.5200,0.0000,0.9657,C
2589,20913,0.5483,898.7200,0.0000,0.9658,C
2590,17109B,0.5485,896.3400,0.0000,0.9658,C
2591,20941,0.5487,896.2800,0.0000,0.9659,C
2592,85031B,0.5489,896.0900,0.0000,0.9659,C
2593,84760L,0.5491,896.0000,0.0000,0.9659,C
2594,22707,0.5493,895.4400,0.0000,0.9660,C
2595,84666,0.5496,892.7000,0.0000,0.9660,C
2596,22108,0.5498,890.7700,0.0000,0.9661,C
2597,20757,0.5500,890.7000,0.0000,0.9661,C
2598,21676,0.5502,890.4600,0.0000,0.9662,C
2599,20759,0.5504,890.2800,0.0000,0.9662,C
2600,23452,0.5506,890.1900,0.0000,0.9663,C
2601,20831,0.5508,890.0400,0.0000,0.9663,C
2602,21264,0.5510,888.6000,0.0000,0.9664,C
2603,23281,0.5512,887.7400,0.0000,0.9664,C
2604,85214,0.5515,886.2300,0.0000,0.9665,C
2605,72800C,0.5517,886.1300,0.0000,0.9665,C
2606,84086C,0.5519,884.7500,0.0000,0.9666,C
2607,20991,0.5521,884.5600,0.0000,0.9666,C
2608,21724,0.5523,884.2300,0.0000,0.9667,C
2609,22164,0.5525,883.2200,0.0000,0.9667,C
2610,85019A,0.5527,882.5400,0.0000,0.9667,C
2611,84974,0.5529,879.5500,0.0000,0.9668,C
2612,72799A,0.5532,877.8000,0.0000,0.9668,C
2613,85194S,0.5534,877.1100,0.0000,0.9669,C
2614,21185,0.5536,876.2900,0.0000,0.9669,C
2615,23002,0.5538,875.4000,0.0000,0.9670,C
2616,35598B,0.5540,874.6500,0.0000,0.9670,C
2617,90200C,0.5542,874.6300,0.0000,0.9671,C
2618,20803,0.5544,874.4600,0.0000,0.9671,C
2619,21338,0.5546,873.2500,0.0000,0.9672,C
2620,84925F,0.5548,873.1100,0.0000,0.9672,C
2621,85165,0.5551,872.7600,0.0000,0.9672,C
2622,21414,0.5553,870.8900,0.0000,0.9673,C
2623,84600,0.5555,870.5700,0.0000,0.9673,C
2624,22936,0.5557,869.7100,0.0000,0.9674,C
2625,21293,0.5559,868.2100,0.0000,0.9674,C
2626,17033,0.5561,867.8400,0.0000,0.9675,C
2627,17012B,0.5563,867.4500,0.0000,0.9675,C
2628,22647,0.5565,867.2000,0.0000,0.9676,C
2629,21062,0.5568,865.6700,0.0000,0.9676,C
2630,23532,0.5570,865.4400,0.0000,0.9677,C
2631,85166B,0.5572,864.1000,0.0000,0.9677,C
2632,85161,0.5574,863.8500,0.0000,0.9678,C
2633,21220,0.5576,862.7900,0.0000,0.9678,C
2634,23461,0.5578,862.4800,0.0000,0.9678,C
2635,21270,0.5580,861.6800,0.0000,0.9679,C
2636,21255,0.5582,860.0800,0.0000,0.9679,C
2637,84632,0.5584,859.2500,0.0000,0.9680,C
2638,21147,0.5587,858.2400,0.0000,0.9680,C
2639,21635,0.5589,855.2400,0.0000,0.9681,C
2640,84578,0.5591,854.9100,0.0000,0.9681,C
2641,21478,0.5593,854.2300,0.0000,0.9682,C
2642,84817,0.5595,853.4400,0.0000,0.9682,C
2643,23502,0.5597,852.6600,0.0000,0.9682,C
2644,23099,0.5599,852.2200,0.0000,0.9683,C
2645,84826,0.5601,851.6000,0.0000,0.9683,C
2646,20756,0.5604,851.5600,0.0000,0.9684,C
2647,22096,0.5606,851.5000,0.0000,0.9684,C
2648,35954,0.5608,850.4900,0.0000,0.9685,C
2649,82613C,0.5610,850.0300,0.0000,0.9685,C
2650,21458,0.5612,849.2400,0.0000,0.9686,C
2651,20897,0.5614,848.7000,0.0000,0.9686,C
2652,23004,0.5616,848.3100,0.0000,0.9686,C
2653,84820,0.5618,847.9700,0.0000,0.9687,C
2654,21376,0.5620,847.4100,0.0000,0.9687,C
2655,22229,0.5623,844.1300,0.0000,0.9688,C
2656,37423,0.5625,843.8800,0.0000,0.9688,C
2657,21300,0.5627,841.7000,0.0000,0.9689,C
2658,46776C,0.5629,841.5100,0.0000,0.9689,C
2659,84951A,0.5631,841.3800,0.0000,0.9690,C
2660,84782A,0.5633,840.4500,0.0000,0.9690,C
2661,79342B,0.5635,838.5200,0.0000,0.9690,C
2662,85231L,0.5637,838.3500,0.0000,0.9691,C
2663,17039,0.5640,837.8800,0.0000,0.9691,C
2664,84762B,0.5642,837.7700,0.0000,0.9692,C
2665,21552,0.5644,837.6000,0.0000,0.9692,C
2666,40018E,0.5646,837.0200,0.0000,0.9693,C
2667,85208,0.5648,836.9400,0.0000,0.9693,C
2668,22820,0.5650,836.5000,0.0000,0.9694,C
2669,47367B,0.5652,834.9500,0.0000,0.9694,C
2670,35599B,0.5654,834.4100,0.0000,0.9694,C
2671,84849A,0.5657,833.5700,0.0000,0.9695,C
2672,20776,0.5659,832.6600,0.0000,0.9695,C
2673,85196,0.5661,831.0400,0.0000,0.9696,C
2674,20936,0.5663,830.5600,0.0000,0.9696,C
2675,84951B,0.5665,830.2000,0.0000,0.9697,C
2676,85071C,0.5667,829.5400,0.0000,0.9697,C
2677,85213,0.5669,829.0000,0.0000,0.9697,C
2678,23413,0.5671,828.9200,0.0000,0.9698,C
2679,23423,0.5673,828.2700,0.0000,0.9698,C
2680,22703,0.5676,827.7600,0.0000,0.9699,C
2681,21128,0.5678,826.0300,0.0000,0.9699,C
2682,85188A,0.5680,824.9700,0.0000,0.9700,C
2683,21551,0.5682,824.9500,0.0000,0.9700,C
2684,20894,0.5684,824.3500,0.0000,0.9701,C
2685,72801G,0.5686,821.2200,0.0000,0.9701,C
2686,21654,0.5688,820.2100,0.0000,0.9701,C
2687,90200E,0.5690,819.1200,0.0000,0.9702,C
2688,37494A,0.5693,817.6000,0.0000,0.9702,C
2689,22289,0.5695,817.4800,0.0000,0.9703,C
2690,85187,0.5697,816.4800,0.0000,0.9703,C
2691,21375,0.5699,813.8500,0.0000,0.9704,C
2692,23220,0.5701,813.0700,0.0000,0.9704,C
2693,20833,0.5703,811.8000,0.0000,0.9704,C
2694,90161C,0.5705,809.2000,0.0000,0.9705,C
2695,85145,0.5707,809.0500,0.0000,0.9705,C
2696,47594B,0.5709,808.3900,0.0000,0.9706,C
2697,23324,0.5712,807.7800,0.0000,0.9706,C
2698,21719,0.5714,806.6200,0.0000,0.9707,C
2699,20901,0.5716,806.5800,0.0000,0.9707,C
2700,84767,0.5718,806.2200,0.0000,0.9707,C
2701,37333,0.5720,805.1000,0.0000,0.9708,C
2702,84922,0.5722,803.9700,0.0000,0.9708,C
2703,23186,0.5724,803.8000,0.0000,0.9709,C
2704,22547,0.5726,803.7100,0.0000,0.9709,C
2705,23479,0.5729,802.4700,0.0000,0.9709,C
2706,17012A,0.5731,801.9100,0.0000,0.9710,C
2707,85044,0.5733,801.4000,0.0000,0.9710,C
2708,21454,0.5735,800.8700,0.0000,0.9711,C
2709,22510,0.5737,799.4500,0.0000,0.9711,C
2710,22825,0.5739,799.0200,0.0000,0.9712,C
2711,23106,0.5741,797.4200,0.0000,0.9712,C
2712,22058,0.5743,795.7200,0.0000,0.9712,C
2713,20699,0.5745,795.4100,0.0000,0.9713,C
2714,84920,0.5748,794.1300,0.0000,0.9713,C
2715,16011,0.5750,794.0700,0.0000,0.9714,C
2716,84625D,0.5752,793.3400,0.0000,0.9714,C
2717,35915C,0.5754,793.3200,0.0000,0.9714,C
2718,47574A,0.5756,792.7300,0.0000,0.9715,C
2719,23519,0.5758,792.3100,0.0000,0.9715,C
2720,21455,0.5760,792.1700,0.0000,0.9716,C
2721,85017A,0.5762,792.1500,0.0000,0.9716,C
2722,45008C,0.5765,792.0700,0.0000,0.9717,C
2723,20769,0.5767,790.9600,0.0000,0.9717,C
2724,17107D,0.5769,790.5000,0.0000,0.9717,C
2725,23564,0.5771,789.2900,0.0000,0.9718,C
2726,21222,0.5773,788.6400,0.0000,0.9718,C
2727,23551,0.5775,787.6100,0.0000,0.9719,C
2728,22408,0.5777,784.6300,0.0000,0.9719,C
2729,22135,0.5779,783.6700,0.0000,0.9719,C
2730,84534B,0.5781,783.0100,0.0000,0.9720,C
2731,20989,0.5784,782.1800,0.0000,0.9720,C
2732,37461,0.5786,778.6400,0.0000,0.9721,C
2733,20997,0.5788,776.0900,0.0000,0.9721,C
2734,23472,0.5790,774.8200,0.0000,0.9722,C
2735,84029C,0.5792,773.9700,0.0000,0.9722,C
2736,47563A,0.5794,771.9400,0.0000,0.9722,C
2737,20910,0.5796,769.1200,0.0000,0.9723,C
2738,84761,0.5798,768.8500,0.0000,0.9723,C
2739,21554,0.5801,767.7500,0.0000,0.9724,C
2740,84712B,0.5803,767.1600,0.0000,0.9724,C
2741,72755C,0.5805,767.0000,0.0000,0.9724,C
2742,72750A,0.5807,766.8500,0.0000,0.9725,C
2743,21723,0.5809,766.6500,0.0000,0.9725,C
2744,23140,0.5811,766.1000,0.0000,0.9726,C
2745,16259,0.5813,766.0900,0.0000,0.9726,C
2746,23487,0.5815,765.7300,0.0000,0.9726,C
2747,16244B,0.5817,765.0200,0.0000,0.9727,C
2748,21374,0.5820,764.6700,0.0000,0.9727,C
2749,22344,0.5822,764.5700,0.0000,0.9728,C
2750,84963A,0.5824,763.3500,0.0000,0.9728,C
2751,23521,0.5826,763.1700,0.0000,0.9728,C
2752,35811A,0.5828,762.9700,0.0000,0.9729,C
2753,84762C,0.5830,761.2500,0.0000,0.9729,C
2754,21456,0.5832,761.0500,0.0000,0.9730,C
2755,22486,0.5834,760.4300,0.0000,0.9730,C
2756,22447,0.5837,759.9900,0.0000,0.9730,C
2757,23006,0.5839,758.5900,0.0000,0.9731,C
2758,23409,0.5841,756.6800,0.0000,0.9731,C
2759,21298,0.5843,755.8000,0.0000,0.9732,C
2760,85135A,0.5845,754.5900,0.0000,0.9732,C
2761,35095B,0.5847,754.5800,0.0000,0.9732,C
2762,90209C,0.5849,754.4600,0.0000,0.9733,C
2763,47581B,0.5851,753.7700,0.0000,0.9733,C
2764,23550,0.5853,752.6000,0.0000,0.9734,C
2765,17165B,0.5856,751.6800,0.0000,0.9734,C
2766,23017,0.5858,751.4000,0.0000,0.9734,C
2767,23124,0.5860,751.3800,0.0000,0.9735,C
2768,84653,0.5862,750.4800,0.0000,0.9735,C
2769,84615,0.5864,748.4800,0.0000,0.9736,C
2770,35647,0.5866,748.2400,0.0000,0.9736,C
2771,84620,0.5868,746.6100,0.0000,0.9736,C
2772,84663A,0.5870,746.3900,0.0000,0.9737,C
2773,84842,0.5873,744.1500,0.0000,0.9737,C
2774,21319,0.5875,743.6100,0.0000,0.9737,C
2775,72800A,0.5877,743.2600,0.0000,0.9738,C
2776,84689,0.5879,742.9000,0.0000,0.9738,C
2777,23325,0.5881,740.9400,0.0000,0.9739,C
2778,21503,0.5883,740.4200,0.0000,0.9739,C
2779,23282,0.5885,739.7500,0.0000,0.9739,C
2780,23025,0.5887,735.8400,0.0000,0.9740,C
2781,84033,0.5889,735.3800,0.0000,0.9740,C
2782,84715,0.5892,734.8900,0.0000,0.9741,C
2783,23123,0.5894,733.0700,0.0000,0.9741,C
2784,84821,0.5896,732.6200,0.0000,0.9741,C
2785,85130C,0.5898,731.5700,0.0000,0.9742,C
2786,23022,0.5900,731.2000,0.0000,0.9742,C
2787,90209B,0.5902,730.6600,0.0000,0.9743,C
2788,23335,0.5904,730.5500,0.0000,0.9743,C
2789,47503F,0.5906,729.9500,0.0000,0.9743,C
2790,21377,0.5909,729.9100,0.0000,0.9744,C
2791,90200B,0.5911,728.9000,0.0000,0.9744,C
2792,21194,0.5913,728.7500,0.0000,0.9744,C
2793,84971L,0.5915,728.4300,0.0000,0.9745,C
2794,21443,0.5917,727.9300,0.0000,0.9745,C
2795,20657,0.5919,726.4700,0.0000,0.9746,C
2796,22640,0.5921,726.4600,0.0000,0.9746,C
2797,23460,0.5923,726.3500,0.0000,0.9746,C
2798,85230F,0.5925,725.7000,0.0000,0.9747,C
2799,23498,0.5928,724.8500,0.0000,0.9747,C
2800,85088,0.5930,723.8500,0.0000,0.9747,C
2801,84595E,0.5932,723.5700,0.0000,0.9748,C
2802,20701,0.5934,721.4900,0.0000,0.9748,C
2803,10134,0.5936,721.1300,0.0000,0.9749,C
2804,84684,0.5938,720.7000,0.0000,0.9749,C
2805,21344,0.5940,719.9700,0.0000,0.9749,C
2806,85017C,0.5942,719.6700,0.0000,0.9750,C
2807,72799C,0.5945,718.5300,0.0000,0.9750,C
2808,85131B,0.5947,718.2900,0.0000,0.9751,C
2809,35951,0.5949,717.9900,0.0000,0.9751,C
2810,21457,0.5951,716.0000,0.0000,0.9751,C
2811,21076,0.5953,714.5500,0.0000,0.9752,C
2812,23338,0.5955,714.4900,0.0000,0.9752,C
2813,20850,0.5957,713.8000,0.0000,0.9752,C
2814,35915B,0.5959,713.7300,0.0000,0.9753,C
2815,21001,0.5961,713.6700,0.0000,0.9753,C
2816,21133,0.5964,712.9100,0.0000,0.9754,C
2817,79030D,0.5966,711.6400,0.0000,0.9754,C
2818,16015,0.5968,711.3800,0.0000,0.9754,C
2819,20854,0.5970,711.3700,0.0000,0.9755,C
2820,84708B,0.5972,708.0400,0.0000,0.9755,C
2821,21221,0.5974,705.9500,0.0000,0.9755,C
2822,21308,0.5976,705.9000,0.0000,0.9756,C
2823,23522,0.5978,705.4000,0.0000,0.9756,C
2824,84952C,0.5981,705.0100,0.0000,0.9756,C
2825,84976,0.5983,704.3300,0.0000,0.9757,C
2826,84869,0.5985,703.5400,0.0000,0.9757,C
2827,22641,0.5987,702.5300,0.0000,0.9758,C
2828,21015,0.5989,701.3900,0.0000,0.9758,C
2829,21378,0.5991,700.8200,0.0000,0.9758,C
2830,21026,0.5993,699.5100,0.0000,0.9759,C
2831,23115,0.5995,699.2400,0.0000,0.9759,C
2832,20763,0.5997,699.1100,0.0000,0.9759,C
2833,21740,0.6000,698.0100,0.0000,0.9760,C
2834,84569A,0.6002,697.5000,0.0000,0.9760,C
2835,21415,0.6004,696.9300,0.0000,0.9761,C
2836,85231E,0.6006,696.8900,0.0000,0.9761,C
2837,35095A,0.6008,696.7800,0.0000,0.9761,C
