stock_code,abc_class,revenue_share,cum_share,abc_source
23182,B,0.000114,0.905343,training_window
23183,C,0.000033,0.982523,training_window
23184,B,0.000142,0.877015,training_window
23185,C,0.000002,0.999729,training_window
23186,C,0.000002,0.999823,training_window
23187,C,0.000002,0.999825,training_window
23188,C,0.000000,0.000000,default_no_train_history
23189,C,0.000000,0.000000,default_no_train_history
23190,C,0.000042,0.975271,training_window
23191,C,0.000049,0.968124,training_window
23192,C,0.000056,0.961736,training_window
23193,B,0.000075,0.942550,training_window
23194,B,0.000095,0.922856,training_window
23196,C,0.000000,0.000000,default_no_train_history
23197,C,0.000000,0.000000,default_no_train_history
23198,C,0.000000,0.000000,default_no_train_history
23199,A,0.000519,0.639055,training_window
23200,B,0.000192,0.834677,training_window
23201,A,0.000397,0.699795,training_window
23202,A,0.000268,0.780304,training_window
23203,A,0.000356,0.720511,training_window
23204,B,0.000134,0.885308,training_window
23205,B,0.000081,0.935051,training_window
23206,A,0.000407,0.694574,training_window
23207,B,0.000237,0.803833,training_window
23208,B,0.000190,0.836202,training_window
23209,A,0.000275,0.773258,training_window
23210,C,0.000000,0.000000,default_no_train_history
23211,C,0.000000,0.000000,default_no_train_history
23212,C,0.000000,0.000000,default_no_train_history
23213,C,0.000000,0.000000,default_no_train_history
23214,C,0.000000,0.000000,default_no_train_history
23215,C,0.000000,0.000000,default_no_train_history
23216,C,0.000000,0.000000,default_no_train_history
23217,C,0.000000,0.000000,default_no_train_history
23218,C,0.000000,0.000000,default_no_train_history
23219,C,0.000000,0.000000,default_no_train_history
23220,C,0.000000,0.000000,default_no_train_history
23221,C,0.000001,0.999892,training_window
23222,C,0.000000,0.000000,default_no_train_history
23223,C,0.000000,0.000000,default_no_train_history
23224,C,0.000000,0.000000,default_no_train_history
23225,C,0.000000,0.000000,default_no_train_history
23226,C,0.000002,0.999731,training_window
23227,C,0.000002,0.999734,training_window
23228,C,0.000005,0.999036,training_window
23229,C,0.000000,0.000000,default_no_train_history
23230,B,0.000121,0.898428,training_window
23231,B,0.000094,0.923610,training_window
23232,B,0.000086,0.930878,training_window
23233,C,0.000065,0.952759,training_window
23234,C,0.000000,0.000000,default_no_train_history
23235,C,0.000000,0.000000,default_no_train_history
23236,C,0.000000,0.000000,default_no_train_history
23237,C,0.000000,0.000000,default_no_train_history
23238,C,0.000000,0.000000,default_no_train_history
23239,C,0.000000,0.000000,default_no_train_history
23240,C,0.000000,0.000000,default_no_train_history
23241,C,0.000000,0.000000,default_no_train_history
23242,C,0.000000,0.000000,default_no_train_history
23243,C,0.000000,0.000000,default_no_train_history
23244,C,0.000000,0.000000,default_no_train_history
23245,C,0.000000,0.000000,default_no_train_history
23247,C,0.000000,0.000000,default_no_train_history
23249,C,0.000000,0.000000,default_no_train_history
23250,C,0.000000,0.000000,default_no_train_history
23251,C,0.000000,0.000000,default_no_train_history
23252,C,0.000000,0.000000,default_no_train_history
23253,B,0.000091,0.925738,training_window
23254,B,0.000117,0.902116,training_window
23255,B,0.000068,0.949699,training_window
23256,B,0.000114,0.904545,training_window
23263,C,0.000000,0.000000,default_no_train_history
23264,C,0.000000,0.000000,default_no_train_history
23265,C,0.000000,0.000000,default_no_train_history
23266,C,0.000000,0.000000,default_no_train_history
23267,C,0.000000,0.000000,default_no_train_history
23268,C,0.000000,0.000000,default_no_train_history
23269,C,0.000000,0.000000,default_no_train_history
23270,C,0.000000,0.000000,default_no_train_history
23271,C,0.000000,0.000000,default_no_train_history
23272,C,0.000000,0.000000,default_no_train_history
23273,C,0.000000,0.000000,default_no_train_history
23274,C,0.000000,0.000000,default_no_train_history
23275,C,0.000000,0.000000,default_no_train_history
23280,C,0.000029,0.985762,training_window
23281,C,0.000012,0.996022,training_window
23282,C,0.000013,0.995158,training_window
23283,B,0.000149,0.868575,training_window
23284,A,0.000464,0.663120,training_window
23285,C,0.000000,0.000000,default_no_train_history
23286,C,0.000000,0.000000,default_no_train_history
23287,C,0.000000,0.000000,default_no_train_history
23288,C,0.000000,0.000000,default_no_train_history
23289,C,0.000000,0.000000,default_no_train_history
23290,C,0.000000,0.000000,default_no_train_history
23291,C,0.000000,0.000000,default_no_train_history
23292,C,0.000000,0.000000,default_no_train_history
23293,C,0.000000,0.000000,default_no_train_history
23294,C,0.000000,0.000000,default_no_train_history
23295,C,0.000000,0.000000,default_no_train_history
23296,C,0.000000,0.000000,default_no_train_history
23297,C,0.000000,0.000000,default_no_train_history
23298,A,0.000624,0.586973,training_window
23299,B,0.000126,0.893990,training_window
23300,B,0.000091,0.926102,training_window
23301,B,0.000080,0.936421,training_window
23302,C,0.000018,0.992833,training_window
23303,C,0.000000,0.000000,default_no_train_history
23304,C,0.000000,0.000000,default_no_train_history
23305,C,0.000000,0.000000,default_no_train_history
23306,C,0.000000,0.000000,default_no_train_history
23307,C,0.000000,0.000000,default_no_train_history
23308,C,0.000000,0.000000,default_no_train_history
23309,C,0.000000,0.000000,default_no_train_history
23310,C,0.000000,0.000000,default_no_train_history
23311,C,0.000000,0.000000,default_no_train_history
23312,C,0.000000,0.000000,default_no_train_history
23313,C,0.000000,0.000000,default_no_train_history
23314,C,0.000000,0.000000,default_no_train_history
23315,C,0.000000,0.000000,default_no_train_history
23316,C,0.000000,0.000000,default_no_train_history
23317,C,0.000000,0.000000,default_no_train_history
23318,C,0.000000,0.000000,default_no_train_history
23319,C,0.000000,0.000000,default_no_train_history
23320,C,0.000000,0.000000,default_no_train_history
23321,C,0.000000,0.000000,default_no_train_history
23322,C,0.000000,0.000000,default_no_train_history
23323,C,0.000000,0.000000,default_no_train_history
23324,C,0.000000,0.000000,default_no_train_history
23325,C,0.000000,0.000000,default_no_train_history
23326,C,0.000000,0.000000,default_no_train_history
23327,C,0.000000,0.000000,default_no_train_history
23328,C,0.000000,0.000000,default_no_train_history
23329,C,0.000000,0.000000,default_no_train_history
23330,C,0.000000,0.000000,default_no_train_history
23331,C,0.000000,0.000000,default_no_train_history
23332,C,0.000000,0.000000,default_no_train_history
23333,C,0.000000,0.000000,default_no_train_history
23334,C,0.000000,0.000000,default_no_train_history
23335,C,0.000000,0.000000,default_no_train_history
23336,C,0.000000,0.000000,default_no_train_history
23337,C,0.000000,0.000000,default_no_train_history
23338,C,0.000000,0.000000,default_no_train_history
23339,C,0.000000,0.000000,default_no_train_history
23340,C,0.000000,0.000000,default_no_train_history
23341,C,0.000000,0.000000,default_no_train_history
23342,C,0.000000,0.000000,default_no_train_history
23343,C,0.000000,0.000000,default_no_train_history
23344,C,0.000000,0.000000,default_no_train_history
23345,C,0.000000,0.000000,default_no_train_history
23346,C,0.000000,0.000000,default_no_train_history
23347,C,0.000000,0.000000,default_no_train_history
23348,C,0.000003,0.999607,training_window
23349,C,0.000000,0.000000,default_no_train_history
23350,C,0.000000,0.000000,default_no_train_history
23351,C,0.000000,0.000000,default_no_train_history
23352,C,0.000000,0.000000,default_no_train_history
23353,C,0.000000,0.000000,default_no_train_history
23354,C,0.000000,0.000000,default_no_train_history
23355,C,0.000000,0.000000,default_no_train_history
23356,C,0.000000,0.000000,default_no_train_history
23357,C,0.000000,0.000000,default_no_train_history
23358,C,0.000000,0.000000,default_no_train_history
23359,C,0.000000,0.000000,default_no_train_history
23360,C,0.000000,0.000000,default_no_train_history
23365,C,0.000000,0.000000,default_no_train_history
23366,C,0.000000,0.000000,default_no_train_history
23367,C,0.000000,0.000000,default_no_train_history
23368,C,0.000000,0.000000,default_no_train_history
23369,C,0.000000,0.000000,default_no_train_history
23370,C,0.000000,0.000000,default_no_train_history
23371,C,0.000000,0.000000,default_no_train_history
23372,C,0.000000,0.000000,default_no_train_history
23373,C,0.000000,0.000000,default_no_train_history
23374,C,0.000000,0.000000,default_no_train_history
23375,C,0.000000,0.000000,default_no_train_history
23376,C,0.000000,0.000000,default_no_train_history
23377,C,0.000000,0.000000,default_no_train_history
23378,C,0.000000,0.000000,default_no_train_history
23379,C,0.000000,0.000000,default_no_train_history
23380,C,0.000000,0.000000,default_no_train_history
23381,C,0.000000,0.000000,default_no_train_history
23382,C,0.000000,0.000000,default_no_train_history
23388,C,0.000000,0.000000,default_no_train_history
23389,C,0.000000,0.000000,default_no_train_history
23390,C,0.000000,0.000000,default_no_train_history
23391,C,0.000000,0.000000,default_no_train_history
23392,C,0.000000,0.000000,default_no_train_history
23393,C,0.000000,0.000000,default_no_train_history
23394,C,0.000000,0.000000,default_no_train_history
23395,C,0.000000,0.000000,default_no_train_history
23396,C,0.000000,0.000000,default_no_train_history
23397,C,0.000000,0.000000,default_no_train_history
23398,C,0.000000,0.000000,default_no_train_history
23399,C,0.000000,0.000000,default_no_train_history
23400,C,0.000000,0.000000,default_no_train_history
23401,C,0.000000,0.000000,default_no_train_history
23402,C,0.000000,0.000000,default_no_train_history
23403,C,0.000000,0.000000,default_no_train_history
23404,C,0.000000,0.000000,default_no_train_history
23405,C,0.000000,0.000000,default_no_train_history
23406,C,0.000000,0.000000,default_no_train_history
23407,C,0.000000,0.000000,default_no_train_history
23408,C,0.000000,0.000000,default_no_train_history
23409,C,0.000000,0.000000,default_no_train_history
23410,C,0.000000,0.000000,default_no_train_history
23411,C,0.000000,0.000000,default_no_train_history
23412,C,0.000000,0.000000,default_no_train_history
23413,C,0.000000,0.000000,default_no_train_history
23414,C,0.000000,0.000000,default_no_train_history
23415,C,0.000000,0.000000,default_no_train_history
23416,C,0.000000,0.000000,default_no_train_history
23417,C,0.000000,0.000000,default_no_train_history
23418,C,0.000000,0.000000,default_no_train_history
23419,C,0.000000,0.000000,default_no_train_history
23420,C,0.000000,0.000000,default_no_train_history
23421,C,0.000000,0.000000,default_no_train_history
23422,C,0.000000,0.000000,default_no_train_history
23423,C,0.000000,0.000000,default_no_train_history
23424,C,0.000000,0.000000,default_no_train_history
23425,C,0.000000,0.000000,default_no_train_history
23426,C,0.000000,0.000000,default_no_train_history
23427,C,0.000000,0.000000,default_no_train_history
23428,C,0.000000,0.000000,default_no_train_history
23429,C,0.000000,0.000000,default_no_train_history
23430,C,0.000000,0.000000,default_no_train_history
23431,C,0.000000,0.000000,default_no_train_history
23432,C,0.000000,0.000000,default_no_train_history
23433,C,0.000000,0.000000,default_no_train_history
23434,C,0.000000,0.000000,default_no_train_history
23435,C,0.000000,0.000000,default_no_train_history
23436,C,0.000000,0.000000,default_no_train_history
23437,C,0.000000,0.000000,default_no_train_history
23438,C,0.000000,0.000000,default_no_train_history
23439,C,0.000000,0.000000,default_no_train_history
23440,C,0.000000,0.000000,default_no_train_history
23441,C,0.000000,0.000000,default_no_train_history
23442,C,0.000000,0.000000,default_no_train_history
23444,C,0.000001,0.999903,training_window
23445,C,0.000000,0.000000,default_no_train_history
23446,C,0.000000,0.000000,default_no_train_history
23447,C,0.000000,0.000000,default_no_train_history
23448,C,0.000000,0.000000,default_no_train_history
23449,C,0.000000,0.000000,default_no_train_history
23451,C,0.000000,0.000000,default_no_train_history
23452,C,0.000000,0.000000,default_no_train_history
23453,C,0.000000,0.000000,default_no_train_history
23454,C,0.000000,0.000000,default_no_train_history
23455,C,0.000000,0.000000,default_no_train_history
23456,C,0.000000,0.000000,default_no_train_history
23457,C,0.000000,0.000000,default_no_train_history
23458,C,0.000000,0.000000,default_no_train_history
23459,C,0.000000,0.000000,default_no_train_history
23460,C,0.000000,0.000000,default_no_train_history
23461,C,0.000000,0.000000,default_no_train_history
23462,C,0.000000,0.000000,default_no_train_history
23463,C,0.000000,0.000000,default_no_train_history
23464,C,0.000000,0.000000,default_no_train_history
23465,C,0.000000,0.000000,default_no_train_history
23466,C,0.000000,0.000000,default_no_train_history
23467,C,0.000000,0.000000,default_no_train_history
23468,C,0.000000,0.000000,default_no_train_history
23469,C,0.000000,0.000000,default_no_train_history
23470,C,0.000000,0.000000,default_no_train_history
23471,C,0.000000,0.000000,default_no_train_history
23472,C,0.000000,0.000000,default_no_train_history
23473,C,0.000000,0.000000,default_no_train_history
23474,C,0.000000,0.000000,default_no_train_history
23475,C,0.000000,0.000000,default_no_train_history
23476,C,0.000000,0.000000,default_no_train_history
23477,C,0.000000,0.000000,default_no_train_history
23478,C,0.000000,0.000000,default_no_train_history
23479,C,0.000000,0.000000,default_no_train_history
23480,C,0.000000,0.000000,default_no_train_history
23481,C,0.000000,0.000000,default_no_train_history
23482,C,0.000000,0.000000,default_no_train_history
23483,C,0.000000,0.000000,default_no_train_history
23484,C,0.000000,0.000000,default_no_train_history
23485,C,0.000000,0.000000,default_no_train_history
23486,C,0.000000,0.000000,default_no_train_history
23487,C,0.000000,0.000000,default_no_train_history
23489,C,0.000000,0.000000,default_no_train_history
23490,C,0.000000,0.000000,default_no_train_history
23491,C,0.000000,0.000000,default_no_train_history
23492,C,0.000000,0.000000,default_no_train_history
23493,C,0.000000,0.000000,default_no_train_history
23494,C,0.000000,0.000000,default_no_train_history
23495,C,0.000000,0.000000,default_no_train_history
23496,C,0.000000,0.000000,default_no_train_history
23497,C,0.000000,0.000000,default_no_train_history
23498,C,0.000000,0.000000,default_no_train_history
23499,C,0.000000,0.000000,default_no_train_history
23500,C,0.000000,0.000000,default_no_train_history
23501,C,0.000000,0.000000,default_no_train_history
23502,C,0.000000,0.000000,default_no_train_history
23503,C,0.000000,0.000000,default_no_train_history
23504,C,0.000000,0.000000,default_no_train_history
23505,C,0.000000,0.000000,default_no_train_history
23506,C,0.000000,0.000000,default_no_train_history
23507,C,0.000000,0.000000,default_no_train_history
23508,C,0.000000,0.000000,default_no_train_history
23509,C,0.000000,0.000000,default_no_train_history
23510,C,0.000000,0.000000,default_no_train_history
23511,C,0.000000,0.000000,default_no_train_history
23512,C,0.000000,0.000000,default_no_train_history
23513,C,0.000000,0.000000,default_no_train_history
23514,C,0.000000,0.000000,default_no_train_history
23515,C,0.000000,0.000000,default_no_train_history
23516,C,0.000000,0.000000,default_no_train_history
23517,C,0.000000,0.000000,default_no_train_history
23518,C,0.000000,0.000000,default_no_train_history
23519,C,0.000000,0.000000,default_no_train_history
23520,C,0.000000,0.000000,default_no_train_history
23521,C,0.000000,0.000000,default_no_train_history
23522,C,0.000000,0.000000,default_no_train_history
23523,C,0.000000,0.000000,default_no_train_history
23524,C,0.000000,0.000000,default_no_train_history
23525,C,0.000000,0.000000,default_no_train_history
23526,C,0.000000,0.000000,default_no_train_history
23527,C,0.000000,0.000000,default_no_train_history
23528,C,0.000000,0.000000,default_no_train_history
23529,C,0.000000,0.000000,default_no_train_history
23530,C,0.000000,0.000000,default_no_train_history
23531,C,0.000000,0.000000,default_no_train_history
23532,C,0.000000,0.000000,default_no_train_history
23533,C,0.000000,0.000000,default_no_train_history
23534,C,0.000000,0.000000,default_no_train_history
23535,C,0.000000,0.000000,default_no_train_history
23536,C,0.000000,0.000000,default_no_train_history
23537,C,0.000000,0.000000,default_no_train_history
23538,C,0.000000,0.000000,default_no_train_history
23539,C,0.000000,0.000000,default_no_train_history
23540,C,0.000000,0.000000,default_no_train_history
23541,C,0.000000,0.000000,default_no_train_history
23542,C,0.000000,0.000000,default_no_train_history
23543,C,0.000000,0.000000,default_no_train_history
23544,C,0.000000,0.000000,default_no_train_history
23545,C,0.000000,0.000000,default_no_train_history
23546,C,0.000000,0.000000,default_no_train_history
23547,C,0.000000,0.000000,default_no_train_history
23548,C,0.000000,0.000000,default_no_train_history
23549,C,0.000000,0.000000,default_no_train_history
23550,C,0.000000,0.000000,default_no_train_history
23551,C,0.000000,0.000000,default_no_train_history
23552,C,0.000000,0.000000,default_no_train_history
23553,C,0.000000,0.000000,default_no_train_history
23554,C,0.000000,0.000000,default_no_train_history
23555,C,0.000000,0.000000,default_no_train_history
23556,C,0.000000,0.000000,default_no_train_history
23557,C,0.000000,0.000000,default_no_train_history
23558,C,0.000000,0.000000,default_no_train_history
23559,C,0.000000,0.000000,default_no_train_history
23560,C,0.000000,0.000000,default_no_train_history
23561,C,0.000000,0.000000,default_no_train_history
23562,C,0.000000,0.000000,default_no_train_history
23564,C,0.000000,0.000000,default_no_train_history
23565,C,0.000000,0.000000,default_no_train_history
23566,C,0.000000,0.000000,default_no_train_history
23567,C,0.000000,0.000000,default_no_train_history
23568,C,0.000000,0.000000,default_no_train_history
23569,C,0.000000,0.000000,default_no_train_history
23570,C,0.000000,0.000000,default_no_train_history
23571,C,0.000000,0.000000,default_no_train_history
23574,C,0.000000,0.000000,default_no_train_history
23575,C,0.000000,0.000000,default_no_train_history
23576,C,0.000000,0.000000,default_no_train_history
23578,C,0.000000,0.000000,default_no_train_history
23579,C,0.000000,0.000000,default_no_train_history
23580,C,0.000000,0.000000,default_no_train_history
23581,C,0.000000,0.000000,default_no_train_history
23582,C,0.000000,0.000000,default_no_train_history
23583,C,0.000000,0.000000,default_no_train_history
23597,C,0.000000,0.000000,default_no_train_history
23598,C,0.000000,0.000000,default_no_train_history
23601,C,0.000000,0.000000,default_no_train_history
23602,C,0.000000,0.000000,default_no_train_history
23603,C,0.000000,0.000000,default_no_train_history
23604,C,0.000000,0.000000,default_no_train_history
23605,C,0.000000,0.000000,default_no_train_history
23607,C,0.000000,0.000000,default_no_train_history
23608,C,0.000000,0.000000,default_no_train_history
23609,C,0.000000,0.000000,default_no_train_history
23610,C,0.000000,0.000000,default_no_train_history
23611,C,0.000000,0.000000,default_no_train_history
23612,C,0.000000,0.000000,default_no_train_history
23613,C,0.000000,0.000000,default_no_train_history
23614,C,0.000000,0.000000,default_no_train_history
23615,C,0.000000,0.000000,default_no_train_history
23616,C,0.000000,0.000000,default_no_train_history
23617,C,0.000000,0.000000,default_no_train_history
23619,C,0.000000,0.000000,default_no_train_history
23620,C,0.000000,0.000000,default_no_train_history
23621,C,0.000000,0.000000,default_no_train_history
23623,C,0.000000,0.000000,default_no_train_history
23624,C,0.000000,0.000000,default_no_train_history
23625,C,0.000000,0.000000,default_no_train_history
23626,C,0.000000,0.000000,default_no_train_history
23627,C,0.000000,0.000000,default_no_train_history
23628,C,0.000000,0.000000,default_no_train_history
23629,C,0.000000,0.000000,default_no_train_history
23630,C,0.000000,0.000000,default_no_train_history
23632,C,0.000000,0.000000,default_no_train_history
23633,C,0.000000,0.000000,default_no_train_history
23634,C,0.000000,0.000000,default_no_train_history
23635,C,0.000000,0.000000,default_no_train_history
23636,C,0.000000,0.000000,default_no_train_history
23637,C,0.000000,0.000000,default_no_train_history
23638,C,0.000000,0.000000,default_no_train_history
23639,C,0.000000,0.000000,default_no_train_history
23640,C,0.000000,0.000000,default_no_train_history
23643,C,0.000000,0.000000,default_no_train_history
23644,C,0.000000,0.000000,default_no_train_history
23645,C,0.000000,0.000000,default_no_train_history
23646,C,0.000000,0.000000,default_no_train_history
23649,C,0.000000,0.000000,default_no_train_history
23650,C,0.000000,0.000000,default_no_train_history
23652,C,0.000000,0.000000,default_no_train_history
23654,C,0.000000,0.000000,default_no_train_history
23660,C,0.000000,0.000000,default_no_train_history
23661,C,0.000000,0.000000,default_no_train_history
23664,C,0.000000,0.000000,default_no_train_history
23681,C,0.000000,0.000000,default_no_train_history
23691,C,0.000000,0.000000,default_no_train_history
23692,C,0.000000,0.000000,default_no_train_history
23694,C,0.000000,0.000000,default_no_train_history
23695,C,0.000000,0.000000,default_no_train_history
23697,C,0.000000,0.000000,default_no_train_history
23702,C,0.000000,0.000000,default_no_train_history
23843,C,0.000000,0.000000,default_no_train_history
30086C,C,0.000000,0.999998,training_window
35001B,C,0.000004,0.999077,training_window
35001G,B,0.000147,0.871977,training_window
35001P,C,0.000001,0.999968,training_window
35001W,B,0.000211,0.820815,training_window
35004B,A,0.000421,0.681740,training_window
35004C,A,0.001220,0.394894,training_window
35004G,B,0.000089,0.927991,training_window
35004P,C,0.000049,0.968320,training_window
35004S,C,0.000039,0.978733,training_window
35015,C,0.000010,0.996617,training_window
35051B,C,0.000000,0.999979,training_window
35071,C,0.000004,0.999237,training_window
35085E,C,0.000003,0.999430,training_window
35095A,C,0.000039,0.978655,training_window
35095B,C,0.000046,0.971968,training_window
35096A,C,0.000020,0.990987,training_window
35096B,C,0.000008,0.997662,training_window
35160,B,0.000120,0.899633,training_window
35233,C,0.000003,0.999593,training_window
35240,C,0.000031,0.983810,training_window
35241,B,0.000123,0.896596,training_window
35265,C,0.000005,0.998734,training_window
35271S,C,0.000006,0.998257,training_window
35400,A,0.001050,0.435404,training_window
35443,C,0.000001,0.999960,training_window
35471A,C,0.000038,0.979763,training_window
35471D,C,0.000062,0.956304,training_window
35537,C,0.000000,0.999980,training_window
35591T,C,0.000001,0.999867,training_window
35594,C,0.000008,0.997780,training_window
35596,C,0.000002,0.999793,training_window
35597A,C,0.000001,0.999932,training_window
35597B,C,0.000017,0.993280,training_window
35597D,C,0.000001,0.999963,training_window
35598A,C,0.000000,0.999993,training_window
35598B,C,0.000037,0.980283,training_window
35598C,C,0.000000,0.999994,training_window
35598D,C,0.000068,0.950311,training_window
35599B,C,0.000036,0.980756,training_window
35599D,B,0.000070,0.947829,training_window
35600D,C,0.000037,0.979913,training_window
35603B,C,0.000002,0.999843,training_window
35603C,C,0.000004,0.999319,training_window
35607A,C,0.000009,0.997308,training_window
35607B,C,0.000004,0.999308,training_window
35609A,C,0.000010,0.996647,training_window
35610A,C,0.000008,0.997702,training_window
35610B,C,0.000011,0.996325,training_window
35610C,C,0.000006,0.998396,training_window
35611B,C,0.000003,0.999379,training_window
35633B,C,0.000002,0.999791,training_window
35637A,B,0.000081,0.935698,training_window
35637C,C,0.000020,0.991630,training_window
35638A,C,0.000001,0.999874,training_window
35638B,C,0.000014,0.994911,training_window
35644,C,0.000003,0.999528,training_window
35645,C,0.000021,0.990506,training_window
35646,C,0.000035,0.981186,training_window
35647,C,0.000056,0.961177,training_window
35648,C,0.000046,0.971509,training_window
35649,B,0.000093,0.924544,training_window
35650,C,0.000001,0.999953,training_window
35651,C,0.000049,0.967927,training_window
35652,C,0.000002,0.999835,training_window
35653,C,0.000052,0.965086,training_window
35654,C,0.000004,0.999068,training_window
35751C,C,0.000001,0.999930,training_window
35751D,C,0.000000,0.999981,training_window
35793,C,0.000016,0.993594,training_window
35809A,B,0.000127,0.893232,training_window
35809B,C,0.000017,0.993127,training_window
35810A,B,0.000100,0.917874,training_window
35810B,C,0.000039,0.979005,training_window
35811A,C,0.000057,0.960156,training_window
35815B,C,0.000003,0.999437,training_window
35815P,C,0.000002,0.999696,training_window
35816B,C,0.000004,0.999130,training_window
35816P,C,0.000008,0.997622,training_window
35817B,C,0.000005,0.998991,training_window
35817P,C,0.000016,0.993868,training_window
35818B,C,0.000013,0.995444,training_window
35818C,C,0.000000,0.999992,training_window
35818P,C,0.000011,0.996346,training_window
35819B,C,0.000007,0.998065,training_window
35819P,C,0.000000,0.000000,default_no_train_history
35821B,C,0.000004,0.999138,training_window
35821P,C,0.000000,0.999977,training_window
35822B,C,0.000007,0.998212,training_window
35822P,C,0.000003,0.999450,training_window
35823P,C,0.000000,0.999978,training_window
35824B,C,0.000015,0.994257,training_window
35824C,C,0.000009,0.997343,training_window
35824P,C,0.000010,0.996566,training_window
35832,A,0.000402,0.697807,training_window
35833G,C,0.000017,0.993430,training_window
35833P,C,0.000023,0.989076,training_window
35837,C,0.000000,0.999999,training_window
35838A,C,0.000014,0.994981,training_window
35838B,C,0.000006,0.998289,training_window
35840,C,0.000008,0.997638,training_window
35909A,C,0.000004,0.999094,training_window
35909B,C,0.000003,0.999500,training_window
35910A,C,0.000008,0.997772,training_window
35910B,C,0.000004,0.999090,training_window
35911A,C,0.000027,0.986604,training_window
35911B,C,0.000014,0.994925,training_window
35912B,C,0.000015,0.994348,training_window
35913B,C,0.000007,0.998037,training_window
35914,C,0.000025,0.988407,training_window
35915A,C,0.000028,0.986549,training_window
35915B,C,0.000054,0.963819,training_window
35915C,C,0.000060,0.957758,training_window
35916A,C,0.000005,0.998770,training_window
35916B,C,0.000005,0.998744,training_window
35916C,C,0.000011,0.996281,training_window
35918B,C,0.000001,0.999933,training_window
35920,C,0.000022,0.989829,training_window
35921,C,0.000025,0.988357,training_window
35922,C,0.000043,0.974369,training_window
35923,C,0.000031,0.984183,training_window
35924,A,0.000260,0.787438,training_window
35930,C,0.000000,1.000000,training_window
35931,C,0.000006,0.998468,training_window
35932,C,0.000001,0.999895,training_window
35933,C,0.000003,0.999440,training_window
35936,C,0.000001,0.999915,training_window
35937,C,0.000005,0.998676,training_window
35945,C,0.000000,0.999998,training_window
35950,C,0.000000,0.999999,training_window
35951,C,0.000054,0.963497,training_window
35953,C,0.000033,0.982390,training_window
35954,C,0.000045,0.972242,training_window
35955,C,0.000003,0.999666,training_window
35957,B,0.000094,0.923328,training_window
35958,B,0.000074,0.943891,training_window
35961,A,0.000615,0.592543,training_window
35962,B,0.000102,0.916259,training_window
35963,C,0.000003,0.999582,training_window
35964,C,0.000025,0.988432,training_window
35965,B,0.000098,0.920644,training_window
35966,C,0.000008,0.997834,training_window
35967,C,0.000020,0.991452,training_window
35968,C,0.000022,0.990247,training_window
35969,C,0.000041,0.976939,training_window
35970,A,0.000451,0.669997,training_window
35971,B,0.000124,0.895116,training_window
35972,C,0.000042,0.975651,training_window
35973,C,0.000005,0.998995,training_window
35974,C,0.000000,0.999991,training_window
35976B,C,0.000000,0.999999,training_window
35979,C,0.000023,0.988960,training_window
35980B,C,0.000000,0.999999,training_window
35980C,C,0.000011,0.996248,training_window
35981C,C,0.000022,0.989739,training_window
35991,C,0.000017,0.992920,training_window
35995,C,0.000000,0.999990,training_window
35999,C,0.000000,0.999995,training_window
37112,C,0.000003,0.999596,training_window
37326,C,0.000000,0.999988,training_window
37327,C,0.000046,0.971185,training_window
37330,B,0.000070,0.948318,training_window
37333,C,0.000061,0.957096,training_window
37340,B,0.000202,0.827205,training_window
37342,B,0.000091,0.925920,training_window
37343,B,0.000132,0.886506,training_window
37345,C,0.000042,0.975482,training_window
37348,C,0.000003,0.999632,training_window
37351,C,0.000046,0.971601,training_window
37352,C,0.000038,0.979310,training_window
37370,A,0.000810,0.512018,training_window
37379A,C,0.000012,0.995775,training_window
37379B,C,0.000014,0.995050,training_window
37399,C,0.000006,0.998548,training_window
37408,C,0.000000,0.999973,training_window
37409,C,0.000000,0.999976,training_window
37410,A,0.000247,0.796560,training_window
37413,C,0.000011,0.996033,training_window
37422,C,0.000022,0.990072,training_window
37423,C,0.000063,0.954169,training_window
37424,B,0.000085,0.931220,training_window
37432,C,0.000000,0.999989,training_window
37438,C,0.000000,0.999991,training_window
37441,B,0.000123,0.895982,training_window
37444A,C,0.000042,0.975355,training_window
37444B,C,0.000031,0.984337,training_window
37444C,C,0.000051,0.966479,training_window
37446,A,0.000354,0.721929,training_window
37447,A,0.000302,0.754193,training_window
37448,A,0.000454,0.669093,training_window
37449,A,0.001525,0.322858,training_window
37450,A,0.000468,0.661255,training_window
37451,C,0.000000,0.999986,training_window
37461,C,0.000059,0.958999,training_window
37462B,C,0.000007,0.998199,training_window
37462E,C,0.000003,0.999549,training_window
37464,C,0.000032,0.982984,training_window
37467,C,0.000018,0.992692,training_window
37468,C,0.000002,0.999844,training_window
37471,C,0.000014,0.994995,training_window
37474,C,0.000049,0.968369,training_window
37475,C,0.000057,0.960213,training_window
37476,B,0.000142,0.876446,training_window
37477B,C,0.000003,0.999513,training_window
37477C,C,0.000002,0.999826,training_window
37479B,B,0.000080,0.936581,training_window
37479P,C,0.000006,0.998244,training_window
37481,C,0.000001,0.999899,training_window
37482B,B,0.000086,0.930277,training_window
37482P,B,0.000071,0.946774,training_window
37483,C,0.000018,0.992868,training_window
37484,C,0.000001,0.999969,training_window
37485,C,0.000016,0.994009,training_window
37487B,C,0.000001,0.999859,training_window
37488A,C,0.000001,0.999858,training_window
37489A,C,0.000003,0.999590,training_window
37489B,C,0.000002,0.999808,training_window
37489C,C,0.000002,0.999833,training_window
